PORTAL INFOCURSOS;;;;;;;;;;;
;;;;;;;;;;;
8) Taxa de desemprego registado no IEFP do curso;;;;;;;;;;;
;;;;;;;;;;;
Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NumeroDiplomadosCurso;NumeroDiplomadosDesempregados;TaxaDesempregoRegistadoCurso
Escola Superior de Educação de Fafe;4076;Escola Superior de Educação de Fafe;4076;Privado;Politecnico;Educação Física e Desporto;9736;Licenciatura;101;19;18,8
Escola Superior de Educação de Fafe;4076;Escola Superior de Educação de Fafe;4076;Privado;Politecnico;Educação Básica;9853;Licenciatura;103;16;15,5
Escola Superior de Educação Jean Piaget de Almada;4077;Escola Superior de Educação Jean Piaget de Almada;4077;Privado;Politecnico;Educação Básica;9853;Licenciatura;137;5;3,6
Escola Superior de Educação de João de Deus;4080;Escola Superior de Educação de João de Deus;4080;Privado;Politecnico;Educação Básica;9853;Licenciatura;230;4;1,7
Escola Superior de Educação de Paula Frassinetti;4085;Escola Superior de Educação de Paula Frassinetti;4085;Privado;Politecnico;Educação Social;9084;Licenciatura;69;19;27,5
Escola Superior de Educação de Paula Frassinetti;4085;Escola Superior de Educação de Paula Frassinetti;4085;Privado;Politecnico;Educação Básica;9853;Licenciatura;372;7;1,9
Escola Superior de Enfermagem da Cruz Vermelha Portuguesa de Oliveira de Azeméis;4089;Escola Superior de Enfermagem da Cruz Vermelha Portuguesa de Oliveira de Azeméis;4089;Privado;Politecnico;Enfermagem;9500;Licenciatura;203;21;10,3
Escola Superior de Saúde da Cruz Vermelha Portuguesa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa;4091;Privado;Politecnico;Cardiopneumologia;8137;Licenciatura;98;10;10,2
Escola Superior de Saúde da Cruz Vermelha Portuguesa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa;4091;Privado;Politecnico;Enfermagem;9500;Licenciatura;149;10;6,7
Escola Superior de Saúde da Cruz Vermelha Portuguesa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa;4091;Privado;Politecnico;Enfermagem (entrada no 2.º semestre);9501;Licenciatura;56;0;0
Escola Superior de Saúde da Cruz Vermelha Portuguesa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa;4091;Privado;Politecnico;Fisioterapia;9504;Licenciatura;184;11;6
Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado;4093;Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado;4093;Privado;Politecnico;Enfermagem;9500;Licenciatura;155;30;19,4
Escola Superior de Enfermagem S. Francisco das Misericórdias;4096;Escola Superior de Enfermagem S. Francisco das Misericórdias;4096;Privado;Politecnico;Enfermagem;9500;Licenciatura;94;8;8,5
Escola Superior de Enfermagem de Santa Maria;4097;Escola Superior de Enfermagem de Santa Maria;4097;Privado;Politecnico;Enfermagem;9500;Licenciatura;281;20;7,1
Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;4101;Privado;Politecnico;Enfermagem;9500;Licenciatura;284;33;11,6
Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;4101;Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia;4101;Privado;Politecnico;Fisioterapia;9504;Licenciatura;224;46;20,5
Escola Superior de Saúde Jean Piaget - Algarve;4102;Escola Superior de Saúde Jean Piaget - Algarve;4102;Privado;Politecnico;Enfermagem;9500;Licenciatura;186;8;4,3
Escola Superior de Saúde Jean Piaget - Algarve;4102;Escola Superior de Saúde Jean Piaget - Algarve;4102;Privado;Politecnico;Fisioterapia;9504;Licenciatura;189;18;9,5
Escola Superior de Saúde Jean Piaget de Viseu;4103;Escola Superior de Saúde Jean Piaget de Viseu;4103;Privado;Politecnico;Enfermagem;9500;Licenciatura;302;25;8,3
Escola Superior de Saúde Jean Piaget de Viseu;4103;Escola Superior de Saúde Jean Piaget de Viseu;4103;Privado;Politecnico;Fisioterapia;9504;Licenciatura;24;;
Escola Superior de Saúde Ribeiro Sanches;4104;Escola Superior de Saúde Ribeiro Sanches;4104;Privado;Politecnico;Análises Clínicas e de Saúde Pública;9497;Licenciatura;117;9;7,7
Escola Superior de Saúde Ribeiro Sanches;4104;Escola Superior de Saúde Ribeiro Sanches;4104;Privado;Politecnico;Enfermagem;9500;Licenciatura;196;7;3,6
Escola Superior de Saúde Ribeiro Sanches;4104;Escola Superior de Saúde Ribeiro Sanches;4104;Privado;Politecnico;Radiologia;9505;Licenciatura;85;9;10,6
Escola Superior de Saúde Ribeiro Sanches;4104;Escola Superior de Saúde Ribeiro Sanches;4104;Privado;Politecnico;Farmácia;9549;Licenciatura;86;6;7
Escola Superior de Saúde do Alcoitão;4105;Escola Superior de Saúde do Alcoitão;4105;Privado;Politecnico;Terapia Ocupacional;8138;Licenciatura;164;9;5,5
Escola Superior de Saúde do Alcoitão;4105;Escola Superior de Saúde do Alcoitão;4105;Privado;Politecnico;Fisioterapia;9504;Licenciatura;215;4;1,9
Escola Superior de Saúde do Alcoitão;4105;Escola Superior de Saúde do Alcoitão;4105;Privado;Politecnico;Terapia da Fala;9890;Licenciatura;136;14;10,3
Escola Superior de Saúde Egas Moniz;4106;Escola Superior de Saúde Egas Moniz;4106;Privado;Politecnico;Enfermagem;9500;Licenciatura;169;5;3
Escola Superior de Saúde Egas Moniz;4106;Escola Superior de Saúde Egas Moniz;4106;Privado;Politecnico;Fisioterapia;9504;Licenciatura;207;13;6,3
Escola Superior de Saúde Egas Moniz;4106;Escola Superior de Saúde Egas Moniz;4106;Privado;Politecnico;Prótese Dentária;9791;Licenciatura;120;10;8,3
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politecnico;Secretariado Clínico;8179;Licenciatura;6;;
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politecnico;Enfermagem;9500;Licenciatura;298;43;14,4
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politecnico;Fisioterapia;9504;Licenciatura;88;26;29,5
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Sousa;4109;Privado;Politecnico;Enfermagem;9500;Licenciatura;283;19;6,7
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Sousa;4109;Privado;Politecnico;Fisioterapia;9504;Licenciatura;231;39;16,9
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Sousa;4109;Privado;Politecnico;Higiene Oral;9556;Licenciatura;10;;
CESPU-Instituto Politécnico de Saúde do Norte;4107;Escola Superior de Saúde do Vale do Sousa;4109;Privado;Politecnico;Prótese Dentária;9791;Licenciatura;110;11;10
Escola Superior de Tecnologias de Fafe;4115;Escola Superior de Tecnologias de Fafe;4115;Privado;Politecnico;Contabilidade;9056;Licenciatura;53;17;32,1
Escola Superior de Tecnologias de Fafe;4115;Escola Superior de Tecnologias de Fafe;4115;Privado;Politecnico;Gestão;9147;Licenciatura;38;4;10,5
Escola Superior de Tecnologias de Fafe;4115;Escola Superior de Tecnologias de Fafe;4115;Privado;Politecnico;Informática de Gestão;9186;Licenciatura;34;13;38,2
Escola Superior de Tecnologias de Fafe;4115;Escola Superior de Tecnologias de Fafe;4115;Privado;Politecnico;Turismo;9254;Licenciatura;39;9;23,1
Escola Universitária das Artes de Coimbra;4120;Escola Universitária das Artes de Coimbra;4120;Privado;Universitario;Design de Comunicação;9070;Licenciatura;59;11;18,6
Escola Universitária das Artes de Coimbra;4120;Escola Universitária das Artes de Coimbra;4120;Privado;Universitario;Arquitectura;9257;MestradoIntegrado;109;33;30,3
Escola Superior de Tecnologias e Artes de Lisboa;4125;Escola Superior de Tecnologias e Artes de Lisboa;4125;Privado;Politecnico;Design de Comunicação;9070;Licenciatura;24;;
Escola Superior de Tecnologias e Artes de Lisboa;4125;Escola Superior de Tecnologias e Artes de Lisboa;4125;Privado;Politecnico;Artes Performativas;9681;Licenciatura;28;;
Escola Universitária Vasco da Gama;4126;Escola Universitária Vasco da Gama;4126;Privado;Universitario;Medicina Veterinária;9847;MestradoIntegrado;100;4;4
Instituto de Estudos Superiores Financeiros e Fiscais (Porto);4141;Instituto de Estudos Superiores Financeiros e Fiscais (Porto);4141;Privado;Politecnico;Gestão e Negócios;9169;Licenciatura;63;10;15,9
Instituto de Estudos Superiores Financeiros e Fiscais (Porto);4141;Instituto de Estudos Superiores Financeiros e Fiscais (Porto);4141;Privado;Politecnico;Gestão Financeira e Fiscal;9172;Licenciatura;66;12;18,2
Instituto de Estudos Superiores Financeiros e Fiscais (Porto);4141;Instituto de Estudos Superiores Financeiros e Fiscais (Porto);4141;Privado;Politecnico;Gestão e Sistemas de Informação;9647;Licenciatura;8;;
Instituto Superior de Novas Profissões;4150;Instituto Superior de Novas Profissões;4150;Privado;Politecnico;Gestão Comercial e Vendas;8274;Licenciatura;36;3;8,3
Instituto Superior de Novas Profissões;4150;Instituto Superior de Novas Profissões;4150;Privado;Politecnico;Relações Públicas e Publicidade;9232;Licenciatura;143;35;24,5
Instituto Superior de Novas Profissões;4150;Instituto Superior de Novas Profissões;4150;Privado;Politecnico;Secretariado (Assessoria de Direcção e Administração);9233;Licenciatura;55;2;3,6
Instituto Superior de Novas Profissões;4150;Instituto Superior de Novas Profissões;4150;Privado;Politecnico;Turismo;9254;Licenciatura;106;15;14,2
Instituto Português de Administração de Marketing de Matosinhos;4155;Instituto Português de Administração de Marketing de Matosinhos;4155;Privado;Politecnico;Gestão de Marketing;9156;Licenciatura;497;80;16,1
Instituto Português de Administração de Marketing de Lisboa;4156;Instituto Português de Administração de Marketing de Lisboa;4156;Privado;Politecnico;Gestão de Marketing;9156;Licenciatura;480;60;12,5
Instituto Português de Administração de Marketing de Matosinhos (Aveiro);4157;Instituto Português de Administração de Marketing de Matosinhos (Aveiro);4157;Privado;Politecnico;Gestão de Marketing;9156;Licenciatura;175;23;13,1
Instituto Superior Autónomo de Estudos Politécnicos;4160;Instituto Superior Autónomo de Estudos Politécnicos;4160;Privado;Politecnico;Engenharia Mecânica;9123;Licenciatura;46;2;4,3
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politecnico;Relações Empresariais;8387;Licenciatura;21;;
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politecnico;Gestão de Empresas;9152;Licenciatura;263;46;17,5
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politecnico;Gestão Hoteleira;9173;Licenciatura;73;11;15,1
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politecnico;Turismo;9254;Licenciatura;110;16;14,5
Instituto Superior de Ciências da Saúde Egas Moniz;4260;Instituto Superior de Ciências da Saúde Egas Moniz;4260;Privado;Universitario;Ciências Forenses e Criminais;8059;Licenciatura;90;13;14,4
Instituto Superior de Ciências da Saúde Egas Moniz;4260;Instituto Superior de Ciências da Saúde Egas Moniz;4260;Privado;Universitario;Psicologia;9219;Licenciatura;0;;
Instituto Superior de Ciências da Saúde Egas Moniz;4260;Instituto Superior de Ciências da Saúde Egas Moniz;4260;Privado;Universitario;Ciências Farmacêuticas;9494;MestradoIntegrado;234;20;8,5
Instituto Superior de Ciências da Saúde Egas Moniz;4260;Instituto Superior de Ciências da Saúde Egas Moniz;4260;Privado;Universitario;Medicina Dentária;9548;MestradoIntegrado;333;6;1,8
Instituto Superior de Ciências da Saúde Egas Moniz;4260;Instituto Superior de Ciências da Saúde Egas Moniz;4260;Privado;Universitario;Ciências da Nutrição;9554;Licenciatura;300;17;5,7
Instituto Superior de Ciências da Saúde Egas Moniz;4260;Instituto Superior de Ciências da Saúde Egas Moniz;4260;Privado;Universitario;Ciências da Saúde;9822;Licenciatura;31;3;9,7
Instituto Superior de Ciências da Saúde - Norte;4261;Instituto Superior de Ciências da Saúde - Norte;4261;Privado;Universitario;Bioquímica;9015;Licenciatura;29;;
Instituto Superior de Ciências da Saúde - Norte;4261;Instituto Superior de Ciências da Saúde - Norte;4261;Privado;Universitario;Psicologia;9219;Licenciatura;23;;
Instituto Superior de Ciências da Saúde - Norte;4261;Instituto Superior de Ciências da Saúde - Norte;4261;Privado;Universitario;Ciências Biomédicas;9351;Licenciatura;3;;
Instituto Superior de Ciências da Saúde - Norte;4261;Instituto Superior de Ciências da Saúde - Norte;4261;Privado;Universitario;Ciências Farmacêuticas;9494;MestradoIntegrado;206;26;12,6
Instituto Superior de Ciências da Saúde - Norte;4261;Instituto Superior de Ciências da Saúde - Norte;4261;Privado;Universitario;Medicina Dentária;9548;MestradoIntegrado;393;32;8,1
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Animação Sociocultural;9005;Licenciatura;38;3;7,9
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Educação Social;9084;Licenciatura;75;2;2,7
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Turismo;9254;Licenciatura;62;8;12,9
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Educação Física e Desporto;9736;Licenciatura;198;18;9,1
Instituto Superior de Ciências Educativas;4270;Instituto Superior de Ciências Educativas;4270;Privado;Politecnico;Educação Básica;9853;Licenciatura;172;3;1,7
Instituto Superior de Ciências Educativas de Felgueiras;4271;Instituto Superior de Ciências Educativas de Felgueiras;4271;Privado;Politecnico;Educação Física e Desporto;9736;Licenciatura;0;;
Instituto Superior de Ciências da Administração;4275;Instituto Superior de Ciências da Administração;4275;Privado;Politecnico;Administração e Gestão Pública;8056;Licenciatura;50;1;2
Instituto Superior de Ciências da Administração;4275;Instituto Superior de Ciências da Administração;4275;Privado;Politecnico;Contabilidade e Administração;9058;Licenciatura;117;6;5,1
Instituto Superior de Ciências da Administração;4275;Instituto Superior de Ciências da Administração;4275;Privado;Politecnico;Gestão Hoteleira;9173;Licenciatura;37;3;8,1
Instituto Superior de Ciências da Informação e da Administração;4277;Instituto Superior de Ciências da Informação e da Administração;4277;Privado;Politecnico;Segurança Comunitária;8169;Licenciatura;46;0;0
Instituto Superior de Ciências da Informação e da Administração;4277;Instituto Superior de Ciências da Informação e da Administração;4277;Privado;Politecnico;Comunicação;9050;Licenciatura;50;9;18
Instituto Superior de Ciências da Informação e da Administração;4277;Instituto Superior de Ciências da Informação e da Administração;4277;Privado;Politecnico;Gestão Internacional;9175;Licenciatura;35;7;20
Instituto Superior de Ciências da Informação e da Administração;4277;Instituto Superior de Ciências da Informação e da Administração;4277;Privado;Politecnico;Psicopedagogia;9221;Licenciatura;0;;
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politecnico;Marketing e Publicidade;9206;Licenciatura;51;11;21,6
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politecnico;Solicitadoria;9242;Licenciatura;98;14;14,3
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politecnico;Turismo;9254;Licenciatura;146;31;21,2
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politecnico;Relações Comerciais Internacionais;9667;Licenciatura;28;;
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politecnico;Contabilidade;9056;Licenciatura;86;7;8,1
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politecnico;Engenharia de Produção Industrial;9097;Licenciatura;71;4;5,6
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politecnico;Gestão de Empresas;9152;Licenciatura;173;12;6,9
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politecnico;Marketing, Publicidade e Relações Públicas;9208;Licenciatura;65;18;27,7
Instituto Superior D. Afonso III;4290;Instituto Superior D. Afonso III;4290;Privado;Universitario;Gestão;9147;Licenciatura;72;8;11,1
Instituto Superior D. Afonso III;4290;Instituto Superior D. Afonso III;4290;Privado;Universitario;Educação Física e Desporto;9736;Licenciatura;82;6;7,3
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politecnico;Contabilidade e Administração;9058;Licenciatura;34;4;11,8
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politecnico;Design;9069;Licenciatura;14;;
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politecnico;Engenharia de Produção Industrial;9097;Licenciatura;37;1;2,7
Instituto Superior de Comunicação Empresarial;4295;Instituto Superior de Comunicação Empresarial;4295;Privado;Politecnico;Comunicação Empresarial;9053;Licenciatura;140;19;13,6
Instituto Superior de Comunicação Empresarial;4295;Instituto Superior de Comunicação Empresarial;4295;Privado;Politecnico;Gestão de Marketing;9156;Licenciatura;79;11;13,9
Instituto Superior de Educação e Ciências;4298;Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Gestão Aeronáutica;8042;Licenciatura;41;3;7,3
Instituto Superior de Educação e Ciências;4298;Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Engenharia da Segurança do Trabalho;8187;Licenciatura;126;7;5,6
Instituto Superior de Educação e Ciências;4298;Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Engenharia da Protecção Civil;8383;Licenciatura;80;4;5
Instituto Superior de Educação e Ciências;4298;Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Energias Renováveis e Ambiente;8522;Licenciatura;0;;
Instituto Superior de Educação e Ciências;4298;Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Ciências Aeronáuticas;9021;Licenciatura;31;2;6,5
Instituto Superior de Educação e Ciências;4298;Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Design e Produção Gráfica;9073;Licenciatura;63;13;20,6
Instituto Superior de Educação e Ciências;4298;Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Gestão Hoteleira;9173;Licenciatura;73;4;5,5
Instituto Superior de Educação e Ciências;4298;Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Educação Básica;9853;Licenciatura;203;3;1,5
Instituto Superior de Educação e Ciências;4298;Instituto Superior de Educação e Ciências;4298;Privado;Politecnico;Óptica e Optometria;L036;Licenciatura;0;;
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitario;Economia;9081;Licenciatura;3;;
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitario;Gestão;9147;Licenciatura;323;25;7,7
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitario;Gestão de Recursos Humanos;9157;Licenciatura;0;;
Instituto Superior de Gestão Bancária;4305;Instituto Superior de Gestão Bancária;4305;Privado;Politecnico;Gestão Bancária;9646;Licenciatura;400;22;5,5
Instituto Superior de Gestão Bancária;4305;Instituto Superior de Gestão Bancária;4305;Privado;Politecnico;Gestão e Sistemas de Informação;9647;Licenciatura;40;2;5
Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;4306;Privado;Universitario;Gestão;9147;Licenciatura;37;2;5,4
Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;4306;Privado;Universitario;Música;9214;Licenciatura;20;;
Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;4306;Privado;Universitario;Psicologia;9219;Licenciatura;83;4;4,8
Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;4306;Instituto Superior de Estudos Interculturais e Transdisciplinares - Almada;4306;Privado;Universitario;Motricidade Humana;9780;Licenciatura;113;4;3,5
Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;4308;Privado;Universitario;Música;9214;Licenciatura;20;;
Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;4308;Privado;Universitario;Psicologia;9219;Licenciatura;75;12;16
Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;4308;Instituto Superior de Estudos Interculturais e Transdisciplinares - Viseu;4308;Privado;Universitario;Ciências da Nutrição;9554;Licenciatura;9;;
Escola Superior de Tecnologia e Gestão Jean Piaget do Litoral Alentejano;4309;Escola Superior de Tecnologia e Gestão Jean Piaget do Litoral Alentejano;4309;Privado;Politecnico;Engenharia de Petróleos - Refinação;8301;Licenciatura;9;;
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Gestão da Segurança e Protecção Civil;8148;Licenciatura;99;3;3
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Sistemas de Informação, Web e Multimédia;8286;Licenciatura;11;;
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Ciências da Comunicação;9023;Licenciatura;0;;
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Design;9069;Licenciatura;0;;
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Engenharia Informática;9119;Licenciatura;0;;
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Gestão de Empresas;9152;Licenciatura;233;19;8,2
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Gestão de Recursos Humanos e Organização Estratégica;9158;Licenciatura;178;18;10,1
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Gestão do Desporto;9162;Licenciatura;0;;
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Gestão Hoteleira;9173;Licenciatura;259;22;8,5
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Informática de Gestão;9186;Licenciatura;87;3;3,4
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Marketing, Publicidade e Relações Públicas;9208;Licenciatura;209;24;11,5
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Psicologia;9219;Licenciatura;0;;
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Secretariado e Comunicação Empresarial;9235;Licenciatura;72;6;8,3
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Turismo;9254;Licenciatura;217;15;6,9
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Administração e Gestão de Negócios;L020;Licenciatura;0;;
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitario;Gestão da Banca e Mercados Financeiros;L022;Licenciatura;0;;
ISLA - Instituto Superior de Gestão e Administração de Santarém;4352;ISLA - Instituto Superior de Gestão e Administração de Santarém;4352;Privado;Universitario;Gestão de Recursos Humanos;9157;Licenciatura;47;5;10,6
Instituto Superior de Línguas e Administração de Leiria;4354;Instituto Superior de Línguas e Administração de Leiria;4354;Privado;Universitario;Gestão de Empresas;9152;Licenciatura;59;5;8,5
Instituto Superior de Línguas e Administração de Leiria;4354;Instituto Superior de Línguas e Administração de Leiria;4354;Privado;Universitario;Gestão de Recursos Humanos;9157;Licenciatura;39;2;5,1
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Gestão da Qualidade, Ambiente e Segurança;8317;Licenciatura;12;;
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Artes e Multimédia;8404;Licenciatura;5;;
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Engenharia de Segurança do Trabalho;8468;Licenciatura;0;;
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Ciências da Comunicação;9023;Licenciatura;165;45;27,3
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Contabilidade;9056;Licenciatura;69;8;11,6
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Criminologia;9066;Licenciatura;285;66;23,2
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Gestão de Empresas;9152;Licenciatura;249;37;14,9
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Gestão de Marketing;9156;Licenciatura;42;11;26,2
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Gestão de Recursos Humanos;9157;Licenciatura;206;46;22,3
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Gestão do Desporto;9162;Licenciatura;170;37;21,8
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Psicologia;9219;Licenciatura;419;55;13,1
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Relações Públicas;9230;Licenciatura;63;17;27
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Solicitadoria;9242;Licenciatura;297;54;18,2
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Tecnologias de Comunicação Multimédia;9249;Licenciatura;144;35;24,3
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Turismo;9254;Licenciatura;65;18;27,7
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Educação Física e Desporto;9736;Licenciatura;683;60;8,8
Instituto Universitário da Maia - ISMAI;4358;Instituto Universitário da Maia - ISMAI;4358;Privado;Universitario;Energias Renováveis;9934;Licenciatura;0;;
Instituto Superior Manuel Teixeira Gomes;4375;Instituto Superior Manuel Teixeira Gomes;4375;Privado;Universitario;Design de Comunicação;9070;Licenciatura;35;4;11,4
Instituto Superior Manuel Teixeira Gomes;4375;Instituto Superior Manuel Teixeira Gomes;4375;Privado;Universitario;Direito;9078;Licenciatura;108;11;10,2
Instituto Superior Manuel Teixeira Gomes;4375;Instituto Superior Manuel Teixeira Gomes;4375;Privado;Universitario;Engenharia Informática;9119;Licenciatura;62;1;1,6
Instituto Superior Manuel Teixeira Gomes;4375;Instituto Superior Manuel Teixeira Gomes;4375;Privado;Universitario;Gestão de Empresas;9152;Licenciatura;22;;
Instituto Superior Manuel Teixeira Gomes;4375;Instituto Superior Manuel Teixeira Gomes;4375;Privado;Universitario;Gestão de Recursos Humanos;9157;Licenciatura;66;7;10,6
Instituto Superior Manuel Teixeira Gomes;4375;Instituto Superior Manuel Teixeira Gomes;4375;Privado;Universitario;Psicologia;9219;Licenciatura;72;9;12,5
Instituto Superior Manuel Teixeira Gomes;4375;Instituto Superior Manuel Teixeira Gomes;4375;Privado;Universitario;Educação Física e Desporto;9736;Licenciatura;42;2;4,8
Instituto Superior de Paços de Brandão;4380;Instituto Superior de Paços de Brandão;4380;Privado;Politecnico;Marketing, Publicidade e Relações Públicas;9208;Licenciatura;44;8;18,2
