;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Column1;Abrantes;Águeda;Almada;Amadora;Angra do Heroísmo;Aveiro;Barcelos;Barreiro;Beja;Braga;Bragança;Caldas da Rainha;Cascais;Castelo Branco;Chaves;Coimbra;Covilhã;Elvas;Espinho;Évora;Fafe;Faro;Felgueiras;Funchal;Guarda;Guimarães;Horta;Idanha-a-Nova;Lamego;Leiria;Lisboa;Loulé;Macedo de Cavaleiros;Maia;Marinha Grande;Matosinhos;Melgaço;Mirandela;Odivelas;Oeiras;Oliveira de Azeméis;Oliveira do Hospital;Paredes;Peniche;Ponta Delgada;Ponte de Lima;Portalegre;Portimão;Porto;Póvoa de Lanhoso;Rio Maior;Santa Maria da Feira;Santarém;Santiago do Cacém;Seia;Setúbal;Silves;Sintra;Tomar;Torres Novas;Torres Vedras;Valença;Viana do Castelo;Vila do Conde;Vila Nova de Cerveira;Vila Nova de Famalicão;Vila Nova de Gaia;Vila Real;Viseu
Vimioso;0;1;0;0;0;1;0;0;0;4;58;0;0;0;1;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;0
Barreiro;1;0;227;6;0;4;0;74;9;3;1;4;16;0;0;6;5;0;0;22;0;6;0;0;1;0;0;2;0;2;1557;0;0;0;0;0;0;0;6;49;0;0;0;2;1;0;5;0;11;0;5;0;2;0;0;431;0;4;0;0;0;0;0;0;0;1;1;2;4
Boticas;0;0;0;0;0;4;0;0;0;6;16;0;0;1;2;15;2;0;0;0;0;1;0;0;1;0;0;0;0;2;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;30;1
Lagos;0;0;39;0;0;4;0;0;12;5;0;5;2;6;0;31;6;0;0;27;0;148;0;0;0;0;0;0;0;4;228;1;0;0;0;0;0;0;0;9;1;0;0;0;0;0;4;86;11;0;1;0;0;0;0;3;11;0;4;0;0;0;0;0;0;0;0;0;0
Santa Comba Dão;1;3;2;0;0;24;0;0;0;1;4;0;0;8;0;125;10;0;0;2;0;1;0;0;2;0;0;0;1;6;27;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;1;11;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;2;53
Tabuaço;0;0;0;0;0;4;1;0;0;5;6;0;0;1;0;10;6;0;0;2;0;0;0;0;6;0;0;0;12;5;4;0;0;0;0;0;0;3;0;0;0;1;2;1;0;0;0;0;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;11
Torres Vedras;2;0;80;4;1;17;2;2;3;5;0;45;25;10;0;55;15;2;0;32;0;26;0;1;1;0;0;0;0;104;1266;0;0;0;0;1;0;0;11;44;0;0;0;64;0;0;1;1;11;0;27;0;33;0;0;7;0;1;10;0;52;0;0;1;0;0;0;2;2
Trancoso;1;0;0;0;0;14;0;0;0;3;3;0;1;8;1;68;39;1;0;3;0;2;0;0;49;0;0;1;2;3;31;0;0;0;0;0;0;0;0;6;0;0;0;1;1;0;1;0;11;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;10;21
Batalha;1;2;22;0;0;14;0;0;2;0;0;9;1;6;0;68;19;0;0;4;0;7;0;0;1;0;0;0;0;247;141;0;0;0;2;0;0;0;0;4;0;0;1;6;0;0;2;0;10;0;0;0;9;0;1;0;0;2;6;0;0;0;0;1;0;0;0;4;1
Évora;1;0;94;1;0;5;0;1;41;2;0;1;7;9;0;37;14;10;0;1378;0;23;0;0;1;0;0;1;0;5;501;2;0;0;0;1;0;0;10;15;0;1;0;2;0;0;20;5;10;0;3;0;1;0;1;9;1;0;2;0;0;0;0;0;0;0;0;0;2
Porto de Mós;0;1;12;0;1;25;0;0;4;5;1;13;1;7;0;112;8;1;0;12;0;6;0;0;4;0;0;1;0;293;132;0;0;0;1;0;0;1;0;8;0;0;1;12;0;0;3;0;10;0;3;0;13;1;1;1;0;0;12;0;0;0;0;1;0;0;0;0;1
Santa Cruz da Graciosa;0;0;1;0;7;1;0;0;0;2;1;0;0;0;0;9;2;0;0;0;0;3;0;0;3;0;0;0;0;2;26;0;0;0;0;2;0;0;0;2;0;0;0;0;8;0;0;0;10;0;0;0;3;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0
Lagoa (Algarve);0;0;16;0;0;7;0;0;10;0;1;1;1;4;0;17;0;0;0;22;0;111;0;0;0;0;0;0;0;1;112;2;0;0;0;0;0;0;0;8;0;0;0;0;0;0;3;86;9;0;1;0;0;0;0;7;25;0;0;0;0;0;0;0;0;1;0;1;1
Miranda do Corvo;0;0;1;0;0;6;0;0;0;1;0;0;0;2;0;367;3;1;0;0;0;0;0;0;1;0;0;0;0;2;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;5
Penacova;0;1;0;1;0;6;0;0;0;2;0;0;0;2;0;348;2;0;0;1;0;2;0;0;1;0;0;0;0;3;10;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;7
Penalva do Castelo;0;0;1;0;0;19;0;0;0;2;1;0;0;2;0;20;16;0;0;0;0;1;0;0;12;0;0;0;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;58
Tavira;0;0;21;1;0;1;0;0;24;1;0;2;1;4;0;15;3;1;0;20;0;330;0;0;0;0;0;1;0;2;125;9;0;0;0;0;0;0;0;6;0;0;0;0;1;0;2;5;9;0;1;0;0;0;0;0;3;0;1;0;0;0;1;0;0;0;0;0;1
Almeida;0;0;3;0;0;5;0;1;0;0;7;1;3;9;0;19;22;0;0;1;0;0;0;0;52;0;0;3;1;2;24;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8
Beja;0;0;49;0;0;2;0;1;713;0;0;2;3;1;0;27;7;0;0;105;0;92;0;0;1;0;0;0;0;1;312;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;5;4;8;0;1;0;4;0;0;8;1;0;2;0;0;0;0;1;0;0;0;2;2
Freixo de Espada à Cinta;0;0;1;0;0;1;0;0;0;0;17;0;0;1;0;48;5;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;6;0;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1
Odemira;0;0;23;0;0;6;0;0;86;1;0;1;4;3;0;9;6;0;0;21;0;85;0;0;0;0;0;0;0;1;158;0;0;4;0;0;0;0;3;17;1;0;0;0;1;0;1;6;8;0;5;0;1;2;0;6;1;0;2;0;0;0;0;0;0;0;0;0;1
Olhão;1;0;14;0;0;3;0;0;14;0;0;6;1;3;0;21;8;0;0;14;0;665;0;1;2;0;0;0;0;2;148;12;0;1;0;0;0;2;0;4;0;1;0;0;0;0;1;16;8;0;1;0;3;0;0;5;6;0;2;0;0;0;0;0;0;0;0;0;3
Porto Moniz;0;0;1;0;0;0;0;0;0;3;3;0;0;2;0;4;2;0;0;0;0;1;0;25;0;0;0;0;0;3;23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1
Vila Nova de Paiva;1;0;0;0;0;8;0;0;1;2;2;0;0;1;0;18;3;0;0;1;0;0;1;0;3;0;0;0;5;2;17;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;4;53
Alenquer;1;0;47;1;0;3;1;1;4;2;1;10;5;4;0;17;3;1;0;15;0;7;0;1;0;0;0;0;0;8;655;0;0;0;0;0;0;0;6;21;0;0;0;10;3;0;4;0;7;0;18;0;85;0;0;7;0;0;7;0;3;0;1;0;0;0;0;3;2
Arganil;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;189;5;0;0;0;0;0;0;0;4;0;0;0;1;7;17;0;0;0;0;0;0;0;0;0;0;16;2;1;0;0;0;0;7;0;1;0;0;0;2;1;0;0;2;0;0;0;0;0;0;0;0;1;10
Figueira de Castelo Rodrigo;0;0;0;0;0;5;0;0;0;0;1;0;0;6;0;12;15;0;0;1;0;0;0;0;50;0;0;0;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Moita;0;0;117;2;0;1;0;69;5;0;4;5;13;3;0;12;6;1;0;20;0;13;1;1;2;0;0;1;0;0;848;0;0;0;0;1;0;0;5;36;0;1;0;3;0;0;4;2;7;0;0;0;4;0;0;427;0;1;1;0;0;0;0;1;0;0;0;0;0
Montijo;1;0;97;1;0;3;1;6;6;2;1;1;10;2;0;7;6;0;0;38;0;7;0;0;0;0;0;0;0;5;755;0;0;1;0;0;0;0;5;32;0;0;0;1;0;0;2;1;7;0;4;0;7;0;0;216;0;3;1;0;0;0;0;0;0;0;1;1;1
Pinhel;0;2;6;0;0;15;0;0;0;4;2;0;0;16;0;26;57;1;0;1;0;2;0;0;61;0;0;2;1;5;28;0;0;1;0;1;0;1;0;1;0;1;1;0;0;0;1;0;7;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;4;10
Povoação;0;0;4;0;4;0;0;0;0;6;0;0;0;0;0;4;1;0;0;1;0;1;0;0;0;0;0;0;0;1;7;0;0;0;0;1;0;1;0;0;0;0;0;0;72;0;0;0;7;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;1
Silves;0;0;27;1;1;9;1;0;26;1;0;2;4;5;0;33;6;1;0;41;0;216;0;0;0;0;0;0;0;1;163;13;0;0;0;0;0;4;0;10;0;1;0;0;0;0;5;70;7;0;1;0;4;0;0;4;16;1;3;0;0;0;0;0;0;0;0;2;1
Soure;0;0;2;0;0;17;0;0;0;2;0;2;1;2;0;414;6;1;0;0;0;1;0;1;3;0;0;0;0;26;20;0;0;0;0;1;0;0;0;1;0;2;1;6;0;0;0;0;7;0;3;0;0;0;1;1;0;0;4;1;0;0;0;0;0;0;0;1;5
Velas;0;0;1;0;3;4;0;0;0;0;0;1;0;2;0;10;2;0;0;4;0;1;1;0;0;0;0;0;1;1;31;0;0;0;0;1;0;0;0;2;0;0;0;0;21;0;0;0;7;0;0;0;3;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;2
Alcanena;3;0;15;1;0;16;0;0;0;0;2;6;4;6;0;27;11;1;0;14;0;7;0;0;0;0;0;1;0;43;143;0;0;0;0;0;0;0;0;6;0;3;0;6;0;1;3;0;6;0;5;0;25;0;0;1;0;0;19;4;0;0;0;0;0;0;0;1;1
Celorico da Beira;0;0;1;0;0;6;0;0;0;2;2;0;0;9;0;37;31;0;0;1;0;0;0;0;42;0;0;0;0;0;11;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10
Fornos de Algodres;0;0;1;0;0;5;0;0;0;1;0;0;0;0;0;29;9;0;0;1;0;0;0;0;17;0;0;5;0;2;9;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;6;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;24
Lajes do Pico;0;0;0;0;10;3;0;0;1;0;1;0;0;1;0;11;6;0;0;1;0;2;0;0;0;0;0;0;0;2;26;0;0;0;0;1;0;0;0;3;0;0;0;0;7;0;0;2;6;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
Mafra;1;0;63;6;0;8;0;1;2;5;1;15;40;4;0;21;8;2;0;22;0;9;0;0;1;0;0;0;0;13;1627;0;0;0;0;0;0;0;32;68;0;1;0;25;1;0;4;1;6;0;9;0;21;1;0;11;0;2;7;0;15;0;0;0;0;0;0;3;4
Porto Santo;0;0;4;0;0;0;0;0;0;0;2;0;1;0;0;11;0;0;0;3;0;1;0;27;0;0;0;0;0;1;32;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;6;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0
Proença-a-Nova;0;0;11;0;0;7;0;0;0;0;1;0;1;68;0;32;14;0;0;4;0;2;0;0;4;0;0;3;0;8;57;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;5;0;6;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;3
São Brás de Alportel;0;0;6;0;0;1;0;0;2;0;0;0;0;1;0;14;3;1;0;8;0;146;0;0;0;0;0;0;0;0;46;6;0;0;0;1;0;1;0;10;0;0;0;0;0;0;1;1;6;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1
São Roque do Pico;0;0;0;0;8;0;0;0;0;1;1;0;0;1;0;5;4;0;0;1;0;1;0;0;0;0;0;0;1;3;22;0;0;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;6;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
São Vicente;0;0;1;0;0;0;0;0;0;3;1;1;0;0;0;5;2;0;0;1;0;1;0;51;1;0;0;0;0;0;22;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;1;6;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0
Vila Franca do Campo;1;0;2;0;5;0;1;0;1;2;0;0;0;4;0;8;4;0;0;1;0;4;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;1;0;0;0;0;134;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0
Calheta (R.A.A.);1;0;1;0;9;3;0;0;0;0;0;0;0;0;0;14;1;0;0;0;0;4;0;0;0;0;1;0;0;1;37;0;0;0;0;1;0;0;0;2;0;0;0;0;13;0;1;0;5;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
Cartaxo;2;0;27;1;0;10;0;0;1;1;1;5;5;9;0;25;5;1;0;26;0;8;0;0;3;0;0;0;0;11;286;0;0;0;0;0;0;1;1;8;0;0;0;13;0;0;1;1;5;0;6;0;146;0;0;1;0;1;12;0;0;0;0;0;0;0;0;3;0
Lousã;0;0;1;2;0;11;0;0;1;2;0;1;2;5;0;442;11;0;0;2;0;1;0;0;2;0;0;0;0;3;31;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1
Mêda;0;1;1;0;0;1;0;0;0;0;2;0;1;1;0;29;12;0;0;1;0;0;0;0;20;0;0;0;0;0;15;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;16
Nordeste;0;0;0;0;2;0;0;0;0;1;2;0;0;0;0;5;0;0;0;0;0;7;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Penedono;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;15;0;0;0;0;0;0;1;0;4;0;0;0;2;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20
Sabugal;0;1;8;0;0;11;0;0;0;2;0;0;0;30;0;32;67;0;0;3;0;0;0;0;49;0;0;3;2;1;28;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;5;0;7;0;5;0;1;0;0;0;1;0;0;0;1;0;0;0;0;2;8
Salvaterra de Magos;3;0;24;0;0;9;0;0;5;0;0;0;3;6;0;15;4;0;0;31;0;8;0;0;1;0;0;1;0;11;221;0;0;0;0;0;0;0;1;4;0;1;0;1;0;0;3;0;5;0;7;0;70;0;0;2;0;0;15;0;0;0;0;0;0;0;0;2;0
Santiago do Cacém;0;0;57;0;0;7;1;1;50;0;0;1;3;0;0;8;2;0;0;52;0;40;0;0;1;0;0;0;0;3;295;0;0;2;0;0;0;0;1;8;0;0;0;1;0;0;2;3;5;0;2;0;3;30;0;84;2;0;2;0;0;0;0;0;0;0;0;0;1
Aguiar da Beira;0;0;2;0;0;9;0;0;0;3;1;0;0;3;0;18;23;0;0;2;0;1;0;0;6;0;0;0;1;0;12;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;4;0;1;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;40
Aljustrel;1;0;8;0;0;1;0;1;86;1;0;0;1;0;0;3;1;0;0;10;0;28;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;1;1;4;0;0;0;1;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0
Almeirim;1;0;30;0;1;14;0;0;2;2;1;7;2;3;0;40;4;0;0;29;0;6;0;0;2;0;0;0;0;11;169;0;0;0;0;0;0;1;0;8;1;2;0;6;0;0;2;0;4;0;20;0;159;0;0;5;0;0;13;0;0;0;0;0;0;0;0;2;1
Belmonte;0;0;5;0;0;2;0;0;0;2;0;2;0;16;0;14;73;0;0;1;0;1;0;0;26;0;0;4;0;0;9;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;4;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;6
Benavente;1;0;42;2;2;8;0;0;3;1;0;1;6;5;0;13;6;3;0;21;0;6;0;0;0;0;0;0;0;7;380;0;0;0;0;0;0;0;0;17;0;0;0;3;2;0;2;2;4;0;3;0;48;0;0;12;0;0;5;0;0;0;0;0;0;0;0;4;2
Chamusca;3;1;6;0;1;4;0;0;1;0;0;0;0;4;0;19;2;0;0;12;0;2;0;0;2;0;0;0;0;5;48;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;4;0;3;0;32;0;0;1;0;0;16;1;0;0;0;0;0;0;0;1;1
Coruche;1;0;52;1;0;4;1;2;3;0;1;3;4;2;0;22;4;0;0;59;0;3;0;1;1;0;0;1;0;10;155;0;0;0;0;0;0;0;1;10;0;0;0;3;0;0;4;0;4;0;6;0;67;0;0;4;0;0;9;0;0;0;0;0;0;0;0;0;0
Mação;11;1;8;0;0;6;0;0;1;1;0;0;0;24;0;11;14;1;0;3;0;3;0;0;3;0;0;3;0;8;31;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;6;0;4;0;4;0;7;0;0;0;0;0;24;1;1;0;0;1;0;0;0;1;0
Manteigas;0;0;2;0;0;3;0;0;0;0;0;0;1;13;0;7;38;0;0;6;0;0;0;0;16;0;0;0;0;1;12;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Penela;0;0;0;0;0;4;0;0;0;0;0;0;0;3;0;132;0;0;0;1;0;0;0;0;1;0;0;0;0;11;6;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
Sertã;4;0;1;0;1;14;0;0;0;1;0;0;2;72;0;128;15;0;0;4;0;0;0;0;6;0;0;4;0;17;51;0;0;0;0;0;0;0;1;4;2;0;0;1;0;0;2;0;4;0;0;0;0;0;0;1;0;0;34;0;0;0;0;0;0;0;0;1;0
Sines;0;1;32;0;0;2;0;0;17;2;0;0;1;1;0;3;2;0;0;15;0;21;0;0;0;0;0;0;0;1;164;0;0;2;0;0;0;1;0;11;0;0;0;0;0;0;1;3;4;0;1;0;0;10;0;43;1;0;0;0;0;0;0;0;0;0;0;1;0
Vila do Porto;2;0;4;0;10;9;1;0;2;2;0;0;0;3;0;7;5;0;0;2;0;3;0;0;0;0;1;0;0;3;29;0;0;0;0;1;0;0;0;1;0;0;0;0;31;0;0;0;4;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0
Alcochete;0;0;34;3;0;1;0;2;0;1;0;3;8;0;0;2;0;1;0;8;0;1;0;1;1;0;0;0;0;0;363;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;1;1;3;0;0;0;1;0;0;55;0;1;1;0;0;0;0;0;0;0;0;0;0
Alvaiázere;0;0;1;0;0;5;0;0;0;1;0;1;0;9;0;72;4;0;0;4;0;1;0;0;1;0;0;0;0;27;76;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;2;0;3;0;2;0;0;0;0;1;0;0;17;0;0;0;0;0;0;0;0;1;1
Ansião;0;0;1;0;0;1;0;0;2;0;1;1;0;6;0;199;7;0;0;3;0;2;0;0;4;0;0;0;0;48;20;0;0;1;0;0;0;1;0;0;0;1;0;5;0;0;2;0;3;0;0;0;0;0;1;0;0;2;8;0;0;0;0;0;0;0;0;1;3
Estremoz;0;0;17;0;0;2;0;0;13;0;0;0;1;12;0;8;3;9;0;83;0;16;0;0;0;0;0;0;0;2;129;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;30;0;3;0;0;0;0;0;0;6;1;0;2;0;0;0;0;0;0;0;0;0;1
Figueiró dos Vinhos;0;0;1;0;0;1;0;0;0;1;0;1;0;3;0;76;5;0;0;3;0;1;0;0;1;0;0;1;0;28;12;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;1
Golegã;1;1;1;0;0;3;0;0;0;0;0;2;2;6;0;5;6;0;0;4;0;2;0;0;0;0;0;0;0;6;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;0;17;0;0;0;0;0;27;2;0;0;0;0;0;0;0;0;0
Montemor-o-Novo;0;0;7;0;0;2;0;2;13;0;0;0;0;6;0;9;0;5;0;155;0;14;0;0;0;0;0;0;0;0;122;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3;0;3;0;3;0;3;0;0;12;0;0;2;0;0;0;0;0;0;0;0;2;0
Óbidos;1;0;12;1;0;5;0;0;1;1;2;22;1;1;0;19;4;1;0;3;0;2;0;0;0;0;0;0;0;53;122;0;0;0;0;0;0;0;0;5;0;0;0;14;0;0;0;0;3;0;1;0;7;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0
Ourique;0;0;3;0;0;0;0;0;19;0;0;0;1;0;0;2;0;0;0;11;0;12;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Rio Maior;2;0;20;0;0;10;0;0;0;4;0;7;9;8;0;47;7;0;0;16;0;7;0;2;2;0;0;0;0;105;214;0;0;1;0;0;0;0;0;11;0;0;0;12;1;0;1;1;3;0;22;0;70;0;0;6;0;0;15;0;0;0;0;0;0;0;0;3;1
Santa Cruz das Flores;0;0;0;0;2;3;0;0;0;1;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;2;0;0;0;0;10;0;0;0;3;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0
Serpa;0;0;12;1;1;0;0;0;186;0;1;2;0;1;0;11;2;2;0;50;0;42;1;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;4;2;3;0;4;0;2;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0
Tábua;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;123;4;0;0;0;0;2;0;0;4;0;0;0;1;5;13;0;0;0;0;0;0;0;0;1;1;23;0;0;0;2;1;0;3;0;0;0;1;0;4;0;0;0;1;0;0;0;0;0;0;0;0;1;22
Vila Real de Santo António;0;0;9;1;0;2;0;0;24;1;1;0;1;7;0;12;4;2;0;16;0;147;0;0;0;0;0;0;0;6;100;3;0;0;0;0;0;0;0;5;0;0;0;1;0;0;3;5;3;0;0;0;1;0;0;4;2;0;1;0;0;0;0;0;0;0;0;0;1
Almodôvar;0;0;4;0;0;0;0;0;46;0;0;0;1;0;0;6;0;0;0;5;0;34;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;1;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0
Arruda dos Vinhos;0;0;24;0;0;3;0;0;1;0;0;3;9;2;0;6;2;1;0;2;0;1;0;0;0;0;0;0;0;2;300;0;0;0;0;0;0;0;3;11;0;0;1;3;0;0;3;0;2;0;2;0;11;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0
Azambuja;0;1;12;1;1;1;0;0;1;0;0;5;6;5;0;6;5;1;0;11;0;5;0;0;1;0;0;0;0;16;237;0;0;0;0;0;0;0;0;8;0;0;0;10;0;0;1;1;2;0;8;0;63;0;0;2;0;0;7;0;0;0;0;0;0;0;0;1;0
Bombarral;0;1;13;1;0;11;1;0;1;2;1;13;2;3;0;22;2;0;0;10;0;5;0;0;0;0;0;0;0;57;108;0;0;0;0;0;0;0;0;3;0;0;0;9;1;0;3;0;2;0;6;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;5
Cadaval;0;0;10;1;0;4;0;0;0;0;0;9;0;1;0;14;1;0;0;9;0;4;0;0;1;0;0;0;0;37;111;0;0;0;0;0;0;1;1;6;0;0;0;20;0;0;0;0;2;0;3;0;13;0;0;1;0;1;1;0;6;0;0;0;0;0;0;0;0
Campo Maior;1;0;6;0;0;0;0;0;1;1;0;0;0;10;0;12;5;8;0;33;0;3;0;0;0;0;0;1;0;3;45;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;46;0;2;0;0;0;4;0;0;4;0;0;7;0;0;0;0;0;0;0;0;0;0
Castanheira de Pêra;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;38;4;0;0;0;0;1;0;0;0;0;0;1;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1
Castro Verde;0;0;13;0;0;1;0;0;59;1;0;0;0;1;0;11;1;0;0;21;0;46;0;0;0;0;0;0;0;0;54;2;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;4;4;0;1;0;0;0;0;0;0;0;0;1;0
Grândola;0;0;12;0;1;0;0;0;49;1;2;4;2;1;0;6;0;0;0;30;0;28;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;1;2;0;1;0;1;2;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0
Monchique;0;0;10;0;0;2;0;0;8;0;0;0;0;1;0;4;0;0;0;5;0;38;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;12;2;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Oleiros;0;0;2;0;0;4;0;0;0;2;1;0;0;31;0;25;10;0;0;0;0;1;0;0;2;0;0;2;0;1;17;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
