,,,,,,,,
ACESSO AO ENSINO SUPERIOR 2015 - 1ª FASE DO CONCURSO NACIONAL DE ACESSO,,,,,,,,
Resultados,,,,,,,,
,,,,,,,,
Código Instit.,Código Curso,Instituição,Curso,Grau,Vagas Iniciais,Colocados,Nota do últ. colocado (cont. geral),Vagas sobrantes
3031,8341,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão de Atividades Turísticas (regime pós-laboral),L1,40,32,100.6,8
3031,8402,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão Pública (regime de ensino a distância),L1,28,5,111.1,23
3031,9056,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Contabilidade,L1,45,45,128.2,0
3031,9140,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Finanças,L1,30,30,119.8,0
3031,9242,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Solicitadoria,L1,40,40,135.6,0
3031,9759,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Fiscalidade,L1,25,25,114.0,0
3031,9869,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Contabilidade (regime pós-laboral),L1,30,20,100.0,10
3031,9920,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Gestão Bancária e Seguros,L1,38,38,124.7,0
3031,9990,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,Fiscalidade (regime pós-laboral),L1,25,2,,23
3032,8311,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia e Desenvolvimento de Jogos Digitais,L1,25,25,128.5,0
3032,8409,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia de Sistemas Informáticos,L1,25,25,124.1,0
3032,8417,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia de Sistemas Informáticos (regime pós-laboral),L1,25,0,,25
3032,8467,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Informática Médica,L1,20,10,116.9,10
3032,9112,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,Engenharia Eletrotécnica e de Computadores,L1,20,3,,17
3033,9074,Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,Design Industrial,L1,40,40,127.4,0
3033,9470,Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,Design Gráfico,L1,40,40,147.0,0
3033,9873,Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,Design Gráfico (regime pós-laboral),L1,25,26,127.2,0
3041,8401,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Fitofarmácia e Plantas Aromáticas e Medicinais,L1,25,1,117.2,24
3041,9085,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Enfermagem Veterinária,L1,45,9,113.5,36
3041,9086,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Engenharia Agronómica,L1,45,1,116.4,44
3041,9099,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Engenharia do Ambiente,L1,36,0,,36
3041,9129,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Engenharia Zootécnica,L1,23,0,,23
3041,L016,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Ciência e Tecnologia Alimentar,L1,36,0,,36
3041,L029,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,Biologia e Biotecnologia,L1,30,2,112.0,28
3042,8323,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Línguas Estrangeiras: Inglês e Espanhol,L1,30,8,107.4,22
3042,8374,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Línguas para Relações Internacionais,L1,60,31,107.0,29
3042,9082,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Educação Ambiental,L1,27,4,107.0,23
3042,9084,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Educação Social,L1,81,24,102.8,57
3042,9214,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Música,L1,35,12,101.1,23
3042,9563,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Desporto,L1,60,44,100.9,16
3042,9853,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Educação Básica,L1,51,21,102.4,30
3042,9898,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Arte e Design,L1,55,24,105.0,31
3042,9933,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,Animação e Produção Artística,L1,30,7,109.0,23
3043,9056,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Contabilidade,L1,50,25,102.0,25
3043,9089,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Civil,L1,40,0,,40
3043,9112,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Eletrotécnica e de Computadores,L1,45,0,,45
3043,9119,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Informática,L1,50,21,105.4,29
3043,9123,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Mecânica,L1,48,1,125.2,47
3043,9126,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Química e Biológica,L1,30,0,,30
3043,9147,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Gestão,L1,72,72,116.1,0
3043,9186,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Informática de Gestão,L1,41,1,115.5,40
3043,9910,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia de Energias Renováveis,L1,45,1,116.9,44
3043,9991,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Gestão (regime pós-laboral),L1,12,0,,12
3043,A004,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,"Gestão de Negócios Internacionais (Curso Europeu, ensino em Inglês)",L1,50,5,105.2,45
3043,L058,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Tecnologia e Gestão Industrial,L1,30,1,,29
3043,L069,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,Tecnologia Biomédica,L1,35,3,107.0,32
3045,8309,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",Design de Jogos Digitais,L1,60,30,101.2,30
3045,9165,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",Gestão e Administração Pública,L1,56,8,99.0,48
3045,9188,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",Informática e Comunicações,L1,24,1,129.5,23
3045,9205,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",Marketing,L1,36,20,105.4,16
3045,9213,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",Multimédia,L1,60,13,101.4,47
3045,9242,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",Solicitadoria,L1,54,53,100.9,1
3045,9247,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",Tecnologias da Comunicação,L1,25,3,113.4,22
3045,9254,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",Turismo,L1,45,23,98.9,22
3051,8397,Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Engenharia de Proteção Civil,L1,25,0,,25
3051,9003,Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Agronomia,L1,24,3,118.2,21
3051,9085,Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Enfermagem Veterinária,L1,27,10,106.7,17
3051,9482,Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Nutrição Humana e Qualidade Alimentar,L1,25,5,128.6,20
3051,L093,Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,Biotecnologia Alimentar,L1,30,0,,30
3052,9238,Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Serviço Social,L1,41,42,116.1,0
3052,9485,Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Secretariado,L1,23,12,107.5,11
3052,9850,Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Desporto e Atividade Física,L1,45,30,107.5,15
3052,9853,Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,Educação Básica,L1,35,13,98.0,22
3053,8463,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia das Energias Renováveis,L1,25,0,,25
3053,9089,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia Civil,L1,25,0,,25
3053,9111,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia Eletrotécnica e das Telecomunicações,L1,25,0,,25
3053,9118,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia Industrial,L1,25,0,,25
3053,9119,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Engenharia Informática,L1,40,26,108.5,14
3053,9248,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,Tecnologias da Informação e Multimédia,L1,25,0,,25
3054,9063,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Contabilidade e Gestão Financeira,L1,30,8,126.0,22
3054,9173,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Gestão Hoteleira,L1,30,17,104.1,13
3054,9177,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Gestão Turística,L1,25,6,110.5,19
3054,9242,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Solicitadoria,L1,35,14,106.1,21
3054,L021,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,Gestão Comercial,L1,30,5,100.7,25
3055,9725,Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco,Design de Interiores e Equipamento,L1,40,36,99.7,4
3055,9726,Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco,Design de Moda e Têxtil,L1,35,36,125.1,0
3055,9907,Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco,Design de Comunicação e Produção Audiovisual,L1,40,30,108.9,10
3061,9016,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Biotecnologia,L1,73,72,109.6,1
3061,9619,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Engenharia Agro-Pecuária,L1,35,6,115.4,29
3061,9673,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Agricultura Biológica,L1,25,8,95.0,17
3061,L009,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Ciências Florestais e Recursos Naturais,L1,24,1,122.2,23
3061,L015,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Tecnologia Alimentar,L1,40,14,107.2,26
3061,L024,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,Tecnologia e Gestão Ambiental,L1,27,9,105.8,18
3062,8093,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Animação Socioeducativa (regime pós-laboral),L1,22,1,104.5,21
3062,8114,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Turismo (regime pós-laboral),L1,22,23,113.3,0
3062,8342,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Comunicação Organizacional (regime pós-laboral),L1,22,22,108.5,0
3062,9054,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Comunicação Social,L1,36,36,144.4,0
3062,9214,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Música,L1,25,9,112.6,16
3062,9254,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Turismo,L1,40,40,136.9,0
3062,9668,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Gerontologia Social,L1,42,42,111.7,0
3062,9675,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Animação Socioeducativa,L1,36,28,104.8,8
3062,9717,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Comunicação Organizacional,L1,41,41,133.5,0
3062,9731,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Desporto e Lazer,L1,30,30,120.3,0
3062,9774,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Língua Gestual Portuguesa,L1,28,19,99.6,9
3062,9853,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Educação Básica,L1,48,49,126.2,0
3062,9894,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Comunicação e Design Multimédia,L1,41,41,141.3,0
3062,9898,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,Arte e Design,L1,36,37,145.7,0
3063,8519,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Secretariado de Direção e Administração,L1,45,45,116.0,0
3063,9061,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Contabilidade e Auditoria,L1,80,81,119.7,0
3063,9152,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Gestão de Empresas,L1,102,102,131.8,0
3063,9186,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Informática de Gestão,L1,45,45,112.8,0
3063,9722,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Contabilidade e Gestão Pública,L1,38,39,119.9,0
3063,9801,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Solicitadoria e Administração,L1,72,72,128.5,0
3063,L023,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,Marketing e Negócios Internacionais,L1,45,47,128.9,0
3064,9089,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Civil,L1,27,0,,27
3064,9104,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia e Gestão Industrial,L1,23,10,113.0,13
3064,9105,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Eletromecânica,L1,29,4,117.0,25
3064,9109,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Eletrotécnica,L1,55,2,122.2,53
3064,9119,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Informática,L1,140,140,126.2,0
3064,9123,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Mecânica,L1,55,13,112.7,42
3064,9455,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Biomédica,L1,45,23,111.8,22
3064,9474,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Biológica,L1,25,1,165.9,24
3064,9770,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Informática (Curso Europeu),L1,15,15,102.2,0
3064,9884,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Eletrotécnica (regime pós-laboral),L1,20,0,,20
3064,9885,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,Engenharia Informática (regime pós-laboral),L1,20,6,102.7,14
3065,9058,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Contabilidade e Administração,L1,41,31,104.8,10
3065,9119,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Engenharia Informática,L1,25,15,109.5,10
3065,L018,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Desenvolvimento Regional e Ordenamento do Território,L1,25,0,,25
3081,8337,Universidade do Algarve - Escola Superior de Educação e Comunicação,Imagem Animada,L1,25,18,108.6,7
3081,9023,Universidade do Algarve - Escola Superior de Educação e Comunicação,Ciências da Comunicação,L1,33,33,130.9,0
3081,9070,Universidade do Algarve - Escola Superior de Educação e Comunicação,Design de Comunicação,L1,30,30,109.0,0
3081,9084,Universidade do Algarve - Escola Superior de Educação e Comunicação,Educação Social,L1,25,26,112.2,0
3081,9563,Universidade do Algarve - Escola Superior de Educação e Comunicação,Desporto,L1,35,38,124.6,0
3081,9853,Universidade do Algarve - Escola Superior de Educação e Comunicação,Educação Básica,L1,24,12,111.8,12
3081,9879,Universidade do Algarve - Escola Superior de Educação e Comunicação,Educação Social (regime pós-laboral),L1,20,4,100.0,16
3082,9147,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo",Gestão,L1,65,70,122.4,0
3082,9148,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo",Gestão (regime noturno),L1,30,7,113.0,23
3082,9173,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo",Gestão Hoteleira,L1,40,43,128.2,0
3082,9205,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo",Marketing,L1,29,32,121.8,0
3082,9254,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo",Turismo,L1,55,55,126.1,0
3083,9089,Universidade do Algarve - Instituto Superior de Engenharia,Engenharia Civil,L1,28,0,,28
3083,9123,Universidade do Algarve - Instituto Superior de Engenharia,Engenharia Mecânica,L1,28,6,112.6,22
3083,9503,Universidade do Algarve - Instituto Superior de Engenharia,Engenharia Elétrica e Eletrónica,L1,28,4,,24
3083,L028,Universidade do Algarve - Instituto Superior de Engenharia,Tecnologia e Segurança Alimentar,L1,28,3,,25
3087,9147,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",Gestão,L1,25,21,111.3,4
3087,9148,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",Gestão (regime noturno),L1,25,5,117.4,20
3087,9254,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",Turismo,L1,33,34,121.4,0
3091,8339,"Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto",Comunicação Multimédia,L1,50,22,108.0,28
3091,9005,"Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto",Animação Sociocultural,L1,23,1,113.6,22
3091,9563,"Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto",Desporto,L1,54,40,95.0,14
3091,9652,"Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto",Comunicação e Relações Públicas,L1,48,24,105.0,24
3091,9853,"Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto",Educação Básica,L1,25,4,118.3,21
3092,9056,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Contabilidade,L1,25,5,111.3,20
3092,9072,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Design de Equipamento,L1,35,2,116.7,33
3092,9089,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Engenharia Civil,L1,25,0,,25
3092,9119,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Engenharia Informática,L1,40,5,115.2,35
3092,9128,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Engenharia Topográfica,L1,20,0,,20
3092,9147,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Gestão,L1,40,41,116.4,0
3092,9157,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Gestão de Recursos Humanos,L1,30,11,112.0,19
3092,9205,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Marketing,L1,27,17,95.0,10
3092,9855,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,Energia e Ambiente,L1,27,5,118.8,22
3095,9173,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,Gestão Hoteleira,L1,42,37,113.5,5
3095,9255,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,Turismo e Lazer,L1,27,16,99.3,11
3095,9484,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,Restauração e Catering,L1,28,10,119.1,18
3101,8014,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Serviço Social (regime pós-laboral),L1,20,9,108.0,11
3101,8118,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Educação Básica (regime de ensino a distância),L1,20,1,115.2,19
3101,8132,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Desporto e Bem-Estar (regime pós-laboral),L1,24,9,110.4,15
3101,8476,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Relações Humanas e Comunicação Organizacional (reg. de ensino a distância),L1,20,4,131.1,16
3101,9084,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Educação Social,L1,40,28,104.8,12
3101,9238,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Serviço Social,L1,40,40,120.6,0
3101,9492,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Tradução e Interpretação: Português/Chinês - Chinês/Português,L1,25,25,128.3,0
3101,9797,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Relações Humanas e Comunicação Organizacional,L1,40,38,102.9,2
3101,9851,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Desporto e Bem-Estar,L1,24,24,125.5,0
3101,9853,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Educação Básica,L1,41,33,106.7,8
3101,L099,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,Comunicação e Media,L1,40,41,126.4,0
3102,8015,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Solicitadoria (regime pós-laboral),L1,25,6,127.0,19
3102,8123,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Marketing (regime de ensino a distância),L1,15,2,112.6,13
3102,9002,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Administração Pública,L1,25,26,112.6,0
3102,9089,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Civil,L1,30,0,,30
3102,9104,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia e Gestão Industrial,L1,20,3,130.8,17
3102,9112,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Eletrotécnica e de Computadores,L1,35,12,118.4,23
3102,9119,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Informática,L1,85,85,123.1,0
3102,9123,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Mecânica,L1,35,20,115.7,15
3102,9147,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Gestão,L1,72,72,129.1,0
3102,9205,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Marketing,L1,40,40,113.0,0
3102,9242,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Solicitadoria,L1,60,60,114.5,0
3102,9627,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Contabilidade e Finanças,L1,36,37,113.7,0
3102,9648,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia da Energia e do Ambiente,L1,25,3,113.4,22
3102,9690,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Biomecânica,L1,23,24,118.4,0
3102,9741,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Automóvel,L1,40,11,115.6,29
3102,9871,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Contabilidade e Finanças (regime pós-laboral),L1,16,0,,16
3102,9885,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Informática (regime pós-laboral),L1,35,7,,28
3102,9886,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Mecânica (regime pós-laboral),L1,15,0,,15
3102,9991,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Gestão (regime pós-laboral),L1,30,8,114.8,22
3102,L055,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Jogos Digitais e Multimédia,L1,44,44,115.9,0
3102,L104,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,Engenharia Eletrotécnica e de Computadores (regime pós-laboral),L1,15,0,,15
3103,8126,Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha,Design Gráfico e Multimédia (regime pós-laboral),L1,25,25,128.7,0
3103,8525,Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha,Design de Produto - Cerâmica e Vidro,L1,20,18,114.3,2
3103,9007,Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha,Artes Plásticas,L1,50,52,119.2,0
3103,9074,Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha,Design Industrial,L1,35,35,131.6,0
3103,9243,Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha,Teatro,L1,25,23,111.4,2
3103,9457,Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha,Som e Imagem,L1,65,67,128.0,0
3103,9723,Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha,Design de Ambientes,L1,30,24,110.6,6
3103,9729,Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha,Design Gráfico e Multimédia,L1,80,81,148.5,0
3105,8514,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche,Gestão de Eventos,L1,25,8,112.8,17
3105,9014,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche,Biologia Marinha e Biotecnologia,L1,48,45,100.0,3
3105,9016,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche,Biotecnologia,L1,35,4,114.9,31
3105,9178,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche,Gestão Turística e Hoteleira,L1,50,50,119.8,0
3105,9207,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche,Marketing Turístico,L1,30,23,109.3,7
3105,9254,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche,Turismo,L1,44,45,122.8,0
3105,9484,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche,Restauração e Catering,L1,25,17,112.3,8
3105,9848,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar de Peniche,Animação Turística,L1,23,20,105.1,3
3112,8307,Instituto Politécnico de Lisboa - Escola Superior de Educação de Lisboa,Artes Visuais e Tecnologias,L1,80,81,128.0,0
3112,9005,Instituto Politécnico de Lisboa - Escola Superior de Educação de Lisboa,Animação Sociocultural,L1,30,32,111.0,0
3112,9853,Instituto Politécnico de Lisboa - Escola Superior de Educação de Lisboa,Educação Básica,L1,85,85,125.0,0
3112,9876,Instituto Politécnico de Lisboa - Escola Superior de Educação de Lisboa,Educação Básica (regime pós-laboral),L1,20,20,112.0,0
3113,8438,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Relações Públicas e Comunicação Empresarial (regime pós-laboral),L1,30,31,138.0,0
3113,8439,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,Publicidade e Marketing  (regime pós-laboral),L1,30,31,141.5,0
