,,,,,,,,
ACESSO AO ENSINO SUPERIOR 2015 - 1ª FASE DO CONCURSO NACIONAL DE ACESSO,,,,,,,,
Resultados,,,,,,,,
,,,,,,,,
Código Instit.,Código Curso,Instituição,Curso,Grau,Vagas Iniciais,Colocados,Nota do últ. colocado (cont. geral),Vagas sobrantes
3243,9054,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Comunicação Social,L1,32,21,99.0,11
3243,9123,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Engenharia Mecânica,L1,23,0,,23
3243,9250,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Tecnologias de Informação e Comunicação,L1,30,0,,30
3243,9932,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Vídeo e Cinema Documental,L1,30,6,109.6,24
5402,9007,Universidade do Porto - Faculdade de Belas-Artes,Artes Plásticas,L1,90,91,156.0,0
5402,9070,Universidade do Porto - Faculdade de Belas-Artes,Design de Comunicação,L1,50,50,169.5,0
6800,8014,ISCTE - Instituto Universitário de Lisboa,Serviço Social (regime pós-laboral),L1,40,42,128.0,0
6800,8029,ISCTE - Instituto Universitário de Lisboa,Finanças e Contabilidade,L1,80,80,148.5,0
6800,8109,ISCTE - Instituto Universitário de Lisboa,Sociologia (regime pós-laboral),L1,35,37,109.5,0
6800,8366,ISCTE - Instituto Universitário de Lisboa,Informática e Gestão de Empresas (regime pós-laboral),L1,35,36,128.5,0
6800,9019,ISCTE - Instituto Universitário de Lisboa,Ciência Política,L1,40,40,145.0,0
6800,9081,ISCTE - Instituto Universitário de Lisboa,Economia,L1,80,81,160.5,0
6800,9098,ISCTE - Instituto Universitário de Lisboa,Engenharia de Telecomunicações e Informática,L1,60,60,111.3,0
6800,9119,ISCTE - Instituto Universitário de Lisboa,Engenharia Informática,L1,60,60,144.5,0
6800,9147,ISCTE - Instituto Universitário de Lisboa,Gestão,L1,200,200,163.0,0
6800,9156,ISCTE - Instituto Universitário de Lisboa,Gestão de Marketing,L1,40,40,153.5,0
6800,9157,ISCTE - Instituto Universitário de Lisboa,Gestão de Recursos Humanos,L1,40,41,154.5,0
6800,9189,ISCTE - Instituto Universitário de Lisboa,Informática e Gestão de Empresas,L1,60,60,143.0,0
6800,9219,ISCTE - Instituto Universitário de Lisboa,Psicologia,L1,72,72,155.0,0
6800,9240,ISCTE - Instituto Universitário de Lisboa,Sociologia,L1,70,71,135.5,0
6800,9257,ISCTE - Instituto Universitário de Lisboa,Arquitetura,MI,50,51,143.5,0
6800,9448,ISCTE - Instituto Universitário de Lisboa,Antropologia,L1,30,30,127.0,0
6800,9885,ISCTE - Instituto Universitário de Lisboa,Engenharia Informática (regime pós-laboral),L1,35,35,121.0,0
6800,9927,ISCTE - Instituto Universitário de Lisboa,História Moderna e Contemporânea,L1,35,35,112.5,0
6800,L030,ISCTE - Instituto Universitário de Lisboa,Gestão Industrial e Logística,L1,40,40,149.0,0
7001,9500,Escola Superior de Enfermagem de Coimbra,Enfermagem,L1,320,321,137.8,0
7002,9500,Escola Superior de Enfermagem de Lisboa,Enfermagem,L1,300,302,139.6,0
7003,9500,Escola Superior de Enfermagem do Porto,Enfermagem,L1,270,270,153.5,0
7005,8138,Instituto Politécnico de Beja - Escola Superior de Saúde,Terapia Ocupacional,L1,25,12,104.8,13
7005,9500,Instituto Politécnico de Beja - Escola Superior de Saúde,Enfermagem,L1,35,35,123.2,0
7010,9500,Universidade do Minho - Escola Superior de Enfermagem,Enfermagem,L1,80,80,148.5,0
7015,8149,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Dietética e Nutrição,L1,36,20,107.2,16
7015,9500,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Enfermagem,L1,50,51,129.1,0
7015,9501,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Enfermagem (entrada no 2.º semestre),L1,45,9,109.3,36
7015,9549,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Farmácia,L1,45,24,106.3,21
7015,9833,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Gerontologia,L1,36,0,,36
7015,L068,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Ciências Biomédicas Laboratoriais,L1,36,16,117.3,20
7020,9500,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Enfermagem,L1,60,60,124.9,0
7020,9504,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Fisioterapia,L1,30,31,145.7,0
7020,L066,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Imagem Médica e Radioterapia,L1,26,14,107.6,12
7020,L067,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Fisiologia Clínica,L1,27,23,103.3,4
7020,L068,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Ciências Biomédicas Laboratoriais,L1,30,28,106.9,2
7030,9500,Universidade de Évora - Escola Superior de Enfermagem de São João de Deus,Enfermagem,L1,60,60,127.1,0
7035,8149,Universidade do Algarve - Escola Superior de Saúde,Dietética e Nutrição,L1,25,26,122.8,0
7035,8152,Universidade do Algarve - Escola Superior de Saúde,Ortoprotesia,L1,23,6,113.8,17
7035,9500,Universidade do Algarve - Escola Superior de Saúde,Enfermagem,L1,33,33,128.9,0
7035,9549,Universidade do Algarve - Escola Superior de Saúde,Farmácia,L1,25,20,108.2,5
7035,L066,Universidade do Algarve - Escola Superior de Saúde,Imagem Médica e Radioterapia,L1,25,25,119.1,0
7035,L068,Universidade do Algarve - Escola Superior de Saúde,Ciências Biomédicas Laboratoriais,L1,25,25,127.3,0
7040,9500,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,Enfermagem,L1,70,70,121.8,0
7040,9549,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,Farmácia,L1,40,19,112.2,21
7045,8138,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,Terapia Ocupacional,L1,35,36,125.4,0
7045,8142,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,Dietética,L1,30,30,119.4,0
7045,9500,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,Enfermagem,L1,85,85,128.8,0
7045,9504,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,Fisioterapia,L1,35,35,149.0,0
7045,9890,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,Terapia da Fala,L1,25,15,112.2,10
7045,L108,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,Ciências da Informação em Saúde,L1,25,5,117.2,20
7055,9500,Instituto Politécnico de Portalegre - Escola Superior de Saúde,Enfermagem,L1,70,68,95.0,2
7055,9556,Instituto Politécnico de Portalegre - Escola Superior de Saúde,Higiene Oral,L1,20,4,104.5,16
7065,9500,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,Enfermagem,L1,80,80,122.2,0
7075,9500,Instituto Politécnico de Viana do Castelo - Escola Superior de Saúde,Enfermagem,L1,70,70,134.5,0
7080,9500,Universidade de Trás-os-Montes e Alto Douro - Escola Superior de Enfermagem de Vila Real,Enfermagem,L1,85,85,133.8,0
7085,9500,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,Enfermagem,L1,80,80,134.0,0
7092,9500,Universidade dos Açores - Escola Superior de Saúde - Angra do Heroísmo,Enfermagem,L1,40,10,129.2,30
7093,9500,Universidade dos Açores - Escola Superior de Saúde - Ponta Delgada,Enfermagem,L1,40,40,115.2,0
7105,8077,Escola Superior Náutica Infante D. Henrique,Engenharia de Máquinas Marítimas (regime noturno),L1,30,0,,30
7105,9745,Escola Superior Náutica Infante D. Henrique,Engenharia de Máquinas Marítimas,L1,35,9,113.7,26
7105,9747,Escola Superior Náutica Infante D. Henrique,Engenharia de Sistemas Eletrónicos Marítimos,L1,25,1,123.5,24
7105,9789,Escola Superior Náutica Infante D. Henrique,Pilotagem,L1,28,29,144.8,0
7105,9924,Escola Superior Náutica Infante D. Henrique,Gestão de Transportes e Logística,L1,35,36,117.7,0
7105,9926,Escola Superior Náutica Infante D. Henrique,Gestão Portuária,L1,20,20,130.5,0
7110,8011,Escola Superior de Hotelaria e Turismo do Estoril,Produção Alimentar em Restauração (regime pós-laboral),L1,40,38,95.0,2
7110,9076,Escola Superior de Hotelaria e Turismo do Estoril,Direção e Gestão Hoteleira,L1,60,61,151.6,0
7110,9163,Escola Superior de Hotelaria e Turismo do Estoril,Gestão do Lazer e Animação Turística,L1,40,41,138.4,0
7110,9177,Escola Superior de Hotelaria e Turismo do Estoril,Gestão Turística,L1,60,62,148.0,0
7110,9183,Escola Superior de Hotelaria e Turismo do Estoril,Informação Turística,L1,50,51,130.4,0
7110,9217,Escola Superior de Hotelaria e Turismo do Estoril,Produção Alimentar em Restauração,L1,40,40,124.0,0
7110,9875,Escola Superior de Hotelaria e Turismo do Estoril,Direção e Gestão Hoteleira (regime pós-laboral),L1,55,56,133.0,0
7110,9995,Escola Superior de Hotelaria e Turismo do Estoril,Gestão do Lazer e Animação Turística (regime pós-laboral),L1,40,40,121.4,0
7110,9996,Escola Superior de Hotelaria e Turismo do Estoril,Gestão Turística (regime pós-laboral),L1,45,45,133.4,0
7210,8141,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Audiologia,L1,29,29,99.0,0
7210,8149,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Dietética e Nutrição,L1,38,38,139.4,0
7210,8489,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Engenharia de Segurança do Trabalho (regime pós-laboral),L1,20,0,,20
7210,9504,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Fisioterapia,L1,40,41,158.1,0
7210,9549,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Farmácia,L1,40,40,134.8,0
7210,9861,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Saúde Ambiental,L1,28,28,108.7,0
7210,L066,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Imagem Médica e Radioterapia,L1,35,35,132.7,0
7210,L067,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Fisiologia Clínica,L1,35,35,140.5,0
7210,L068,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Ciências Biomédicas Laboratoriais,L1,35,35,140.4,0
7220,8143,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Ortóptica,L1,47,47,117.1,0
7220,8149,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Dietética e Nutrição,L1,37,37,146.8,0
7220,9504,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Fisioterapia,L1,40,40,156.2,0
7220,9549,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Farmácia,L1,39,39,136.3,0
7220,9861,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Saúde Ambiental,L1,60,17,112.6,43
7220,L066,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Imagem Médica e Radioterapia,L1,60,60,134.8,0
7220,L067,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Fisiologia Clínica,L1,40,40,140.2,0
7220,L068,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Ciências Biomédicas Laboratoriais,L1,55,55,144.9,0
7230,8138,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,Terapia Ocupacional,L1,56,56,129.0,0
7230,8141,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,Audiologia,L1,20,20,116.5,0
7230,8143,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,Ortóptica,L1,20,20,117.5,0
7230,9504,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,Fisioterapia,L1,56,56,158.5,0
7230,9549,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,Farmácia,L1,56,56,136.5,0
7230,9861,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,Saúde Ambiental,L1,41,41,114.0,0
7230,9890,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,Terapia da Fala,L1,40,40,122.5,0
7230,L066,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,Imagem Médica e Radioterapia,L1,60,60,134.8,0
7230,L067,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,Fisiologia Clínica,L1,45,45,141.5,0
7230,L068,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,Ciências Biomédicas Laboratoriais,L1,57,57,143.0,0
7230,L101,Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto,Biotecnologia Medicinal,L1,20,20,143.0,0
,,,,,,,,
,,,TOTAL,,50555,42068,,8714
,,,,,,,,
