;Tabela 3.1 - Inscritos em estabelecimentos de ensino superior residentes em Portugal por concelho do estabelecimento de ensino superior e concelho da residência permanente do aluno, em 2017/18 - Todos os cursos/ciclos de estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Abrantes;Águeda;Almada;Amadora;Amares;Angra do Heroísmo;Aveiro;Barcelos;Barreiro;Beja;Braga;Bragança;Caldas da Rainha;Cascais;Castelo Branco;Chaves;Coimbra;Covilhã;Elvas;Évora;Fafe;Faro;Felgueiras;Funchal;Guarda;Guimarães;Idanha-a-Nova;Lamego;Leiria;Lisboa;Maia;Marinha Grande;Matosinhos;Melgaço;Mirandela;Odivelas;Oeiras;Oliveira de Azeméis;Oliveira do Hospital;Paredes;Penafiel;Peniche;Ponta Delgada;Ponte de Lima;Portalegre;Portimão;Porto;Rio Maior;Santa Maria da Feira;Santarém;Santiago do Cacém;Seia;Setúbal;Silves;Sintra;Tomar;Torres Vedras;Valença;Viana do Castelo;Vila do Conde;Vila Nova de Cerveira;Vila Nova de Famalicão;Vila Nova de Gaia;Vila Real;Viseu
Sernancelhe; 0; 0; 0; 0; 2; 0; 7; 0; 0; 0; 1; 2; 0; 1; 4; 0; 18; 9; 0; 0; 0; 0; 0; 0; 9; 0; 0; 6; 0; 5; 1; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 1; 0; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 2; 5; 37
Serpa; 0; 0; 14; 0; 0; 0; 0; 0; 0; 153; 0; 3; 2; 4; 2; 0; 7; 2; 1; 41; 0; 30; 0; 0; 0; 0; 0; 0; 4; 89; 0; 0; 0; 0; 0; 1; 4; 0; 0; 0; 0; 1; 0; 0; 2; 2; 6; 2; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Sertã; 4; 1; 3; 0; 0; 0; 19; 0; 0; 0; 1; 1; 0; 1; 97; 0; 136; 15; 0; 3; 0; 4; 0; 0; 4; 0; 3; 0; 33; 81; 0; 0; 0; 0; 0; 0; 4; 2; 1; 0; 0; 2; 0; 0; 2; 0; 5; 3; 0; 2; 0; 2; 1; 0; 0; 18; 0; 0; 0; 0; 0; 0; 1; 2; 1
Sesimbra; 1; 0; 196; 3; 0; 0; 8; 0; 23; 5; 0; 0; 4; 6; 8; 0; 13; 2; 1; 26; 0; 14; 0; 0; 0; 0; 0; 0; 1; 722; 1; 0; 0; 0; 0; 4; 20; 0; 0; 1; 0; 7; 1; 0; 6; 1; 3; 0; 0; 3; 0; 0; 284; 0; 0; 6; 0; 0; 0; 0; 0; 0; 1; 3; 0
Setúbal; 1; 0; 344; 8; 0; 0; 8; 1; 56; 17; 4; 2; 9; 18; 28; 0; 43; 16; 3; 152; 0; 33; 0; 3; 3; 0; 1; 0; 6;1 720; 1; 0; 2; 0; 1; 4; 67; 1; 0; 0; 0; 2; 2; 0; 14; 1; 15; 2; 0; 3; 0; 0;1 278; 0; 3; 3; 0; 0; 0; 1; 0; 1; 1; 0; 4
Sever do Vouga; 0; 11; 1; 0; 0; 0; 103; 1; 0; 0; 7; 2; 0; 1; 3; 0; 66; 17; 0; 1; 0; 1; 0; 0; 2; 0; 0; 0; 7; 19; 3; 0; 1; 0; 1; 0; 1; 8; 1; 0; 0; 1; 1; 0; 0; 1; 47; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 0; 1; 0; 0; 0; 3; 6; 24
Silves; 0; 0; 26; 0; 0; 0; 8; 0; 0; 21; 1; 0; 4; 2; 10; 0; 31; 4; 1; 49; 0; 197; 0; 0; 0; 0; 0; 0; 8; 210; 1; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 2; 0; 0; 1; 42; 4; 1; 0; 1; 0; 0; 10; 12; 1; 0; 0; 0; 0; 1; 0; 0; 0; 2; 1
Sines; 0; 0; 19; 1; 0; 0; 0; 0; 16; 21; 1; 0; 2; 0; 6; 0; 5; 3; 0; 15; 0; 33; 0; 0; 0; 0; 0; 0; 0; 131; 0; 0; 0; 0; 0; 0; 13; 0; 0; 0; 0; 1; 0; 0; 1; 3; 2; 2; 0; 2; 3; 0; 66; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0
Sintra; 6; 0; 537; 37; 0; 1; 24; 3; 30; 12; 16; 32; 25; 269; 40; 0; 86; 39; 13; 107; 0; 42; 3; 1; 9; 1; 4; 0; 50;9 337; 0; 0; 4; 1; 6; 73; 690; 0; 2; 2; 0; 39; 7; 1; 29; 6; 50; 4; 0; 18; 0; 0; 92; 0; 9; 26; 0; 2; 0; 0; 0; 0; 5; 9; 8
Sobral de Monte Agraço; 0; 1; 13; 1; 0; 0; 2; 0; 0; 2; 0; 0; 4; 4; 0; 0; 1; 1; 4; 1; 0; 3; 0; 0; 0; 0; 0; 0; 2; 171; 0; 0; 0; 0; 1; 4; 6; 0; 0; 0; 0; 7; 0; 0; 3; 0; 1; 0; 0; 3; 0; 0; 6; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1
Soure; 0; 1; 7; 0; 0; 0; 9; 1; 0; 0; 2; 1; 4; 0; 4; 0; 403; 6; 0; 6; 0; 0; 0; 0; 2; 0; 0; 0; 28; 24; 1; 0; 0; 0; 0; 0; 1; 0; 2; 0; 0; 5; 0; 0; 0; 1; 10; 0; 0; 0; 0; 0; 2; 0; 2; 2; 0; 0; 0; 0; 0; 0; 2; 4; 0
Sousel; 0; 0; 3; 0; 0; 0; 1; 0; 0; 1; 1; 0; 0; 1; 1; 0; 3; 0; 10; 24; 0; 7; 0; 0; 0; 0; 0; 0; 0; 35; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 14; 0; 1; 0; 0; 2; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0
Tábua; 0; 0; 0; 0; 0; 0; 9; 0; 0; 0; 2; 0; 0; 0; 1; 0; 143; 14; 1; 1; 0; 1; 0; 0; 3; 0; 0; 1; 8; 17; 0; 0; 0; 0; 0; 0; 1; 0; 28; 0; 0; 0; 0; 0; 2; 0; 5; 2; 0; 0; 0; 3; 1; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 18
Tabuaço; 0; 1; 1; 0; 0; 0; 7; 0; 0; 0; 1; 9; 0; 0; 0; 0; 14; 5; 0; 0; 0; 0; 0; 0; 3; 0; 0; 7; 0; 6; 0; 0; 2; 0; 3; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 12; 19
Tarouca; 0; 0; 2; 0; 0; 0; 8; 0; 0; 0; 5; 6; 0; 0; 2; 0; 36; 6; 0; 1; 0; 0; 2; 0; 1; 0; 1; 25; 1; 13; 3; 0; 1; 0; 5; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 26; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 22; 20
Tavira; 1; 0; 21; 1; 0; 0; 4; 1; 0; 33; 2; 0; 1; 1; 4; 0; 13; 6; 0; 30; 0; 293; 0; 2; 1; 0; 0; 0; 5; 173; 0; 0; 1; 1; 0; 0; 8; 0; 0; 0; 0; 0; 1; 0; 1; 3; 11; 0; 0; 2; 0; 0; 2; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1
Terras de Bouro; 0; 0; 0; 0; 6; 0; 2; 28; 0; 0; 55; 7; 0; 0; 1; 0; 8; 2; 0; 0; 0; 0; 3; 0; 0; 0; 0; 1; 0; 11; 4; 0; 3; 1; 2; 0; 0; 0; 0; 0; 0; 0; 0; 2; 1; 0; 15; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 2; 6; 0; 0; 2; 2; 4; 1
Tomar; 18; 1; 37; 0; 0; 0; 39; 0; 2; 0; 4; 1; 6; 5; 32; 0; 207; 28; 2; 25; 0; 9; 0; 1; 0; 0; 0; 0; 98; 398; 0; 0; 0; 0; 0; 3; 18; 0; 0; 0; 0; 10; 1; 0; 11; 0; 18; 2; 0; 10; 0; 1; 6; 0; 1; 417; 0; 0; 1; 0; 0; 0; 3; 7; 3
Tondela; 0; 2; 4; 0; 0; 1; 87; 1; 0; 1; 3; 3; 4; 6; 3; 0; 178; 26; 0; 2; 0; 0; 0; 0; 7; 0; 4; 6; 10; 84; 1; 0; 2; 0; 0; 0; 3; 2; 2; 0; 0; 1; 0; 0; 0; 1; 43; 0; 0; 1; 0; 3; 1; 0; 0; 4; 0; 0; 0; 0; 0; 0; 3; 13; 194
Torre de Moncorvo; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 9; 50; 0; 0; 3; 0; 26; 4; 0; 0; 0; 1; 0; 0; 7; 0; 0; 0; 1; 8; 0; 0; 1; 0; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 29; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 3; 17; 8
Torres Novas; 14; 1; 42; 2; 0; 0; 27; 0; 0; 2; 3; 2; 12; 3; 17; 0; 103; 32; 0; 35; 0; 17; 1; 0; 1; 0; 2; 0; 81; 448; 0; 0; 0; 0; 0; 0; 18; 0; 2; 0; 0; 19; 1; 0; 4; 1; 19; 4; 0; 12; 0; 0; 0; 0; 2; 91; 0; 0; 0; 0; 0; 0; 2; 1; 0
Torres Vedras; 3; 1; 82; 3; 0; 0; 14; 1; 1; 5; 5; 2; 43; 20; 9; 0; 48; 21; 2; 32; 0; 21; 0; 0; 1; 0; 2; 0; 162;1 315; 0; 0; 2; 0; 0; 3; 47; 0; 0; 0; 0; 72; 1; 0; 9; 2; 15; 15; 0; 24; 0; 2; 10; 0; 0; 8; 34; 0; 0; 0; 0; 0; 0; 4; 1
Trancoso; 1; 1; 4; 0; 0; 0; 14; 1; 0; 1; 4; 3; 1; 0; 6; 0; 38; 25; 0; 3; 0; 1; 0; 0; 34; 0; 2; 3; 2; 40; 0; 0; 1; 0; 3; 0; 4; 0; 2; 0; 0; 0; 0; 0; 1; 0; 9; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 10; 24
Trofa; 0; 2; 2; 0; 1; 0; 22; 28; 0; 0; 165; 5; 0; 0; 2; 0; 25; 23; 0; 1; 0; 1; 7; 0; 2; 0; 0; 0; 0; 30; 111; 0; 61; 1; 1; 0; 0; 2; 0; 7; 0; 0; 0; 7; 0; 0; 492; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 13; 9; 0; 46; 38; 11; 0
Vagos; 0; 29; 3; 1; 0; 0; 221; 0; 0; 1; 6; 2; 5; 1; 1; 0; 154; 15; 1; 7; 0; 8; 1; 1; 13; 0; 0; 3; 18; 33; 0; 0; 2; 0; 2; 0; 0; 6; 2; 5; 0; 1; 0; 0; 1; 0; 55; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1; 0; 0; 0; 8; 1; 31
Vale de Cambra; 0; 1; 1; 0; 0; 0; 113; 0; 0; 0; 7; 3; 1; 0; 3; 0; 129; 12; 0; 4; 0; 3; 0; 0; 9; 0; 0; 1; 3; 39; 8; 0; 11; 1; 0; 0; 0; 32; 4; 2; 0; 0; 0; 0; 0; 0; 202; 1; 27; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 2; 0; 0; 14; 7; 36
Valença; 0; 0; 1; 0; 0; 0; 9; 6; 0; 0; 40; 7; 0; 3; 2; 0; 17; 2; 0; 1; 0; 3; 0; 0; 1; 0; 0; 0; 0; 15; 2; 0; 2; 6; 3; 0; 0; 0; 0; 0; 0; 0; 0; 4; 0; 0; 37; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 66; 46; 1; 3; 0; 3; 10; 4
Valongo; 0; 2; 4; 1; 0; 1; 55; 23; 0; 0; 94; 19; 7; 0; 5; 0; 61; 19; 0; 5; 0; 2; 31; 0; 5; 1; 0; 1; 0; 105; 180; 0; 203; 4; 3; 0; 0; 1; 0; 54; 0; 2; 1; 5; 0; 0;1 709; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 2; 9; 32; 0; 3; 111; 38; 6
Valpaços; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 9; 103; 0; 0; 6; 4; 31; 5; 0; 1; 0; 0; 1; 0; 0; 0; 1; 0; 1; 27; 1; 0; 1; 0; 25; 0; 2; 0; 0; 0; 0; 0; 0; 0; 1; 0; 53; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 2; 46; 4
Velas; 0; 0; 1; 0; 0; 2; 4; 0; 0; 0; 3; 1; 1; 0; 0; 0; 14; 1; 0; 1; 0; 1; 0; 0; 0; 0; 1; 1; 4; 31; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 3; 27; 0; 0; 0; 6; 2; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 1; 2
Vendas Novas; 0; 0; 24; 0; 0; 0; 5; 1; 4; 9; 0; 0; 0; 0; 0; 0; 3; 2; 0; 36; 0; 4; 0; 0; 0; 0; 0; 0; 1; 114; 1; 0; 0; 0; 0; 0; 5; 0; 1; 0; 0; 0; 0; 0; 2; 2; 2; 0; 0; 3; 0; 0; 28; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0
Viana do Alentejo; 0; 0; 5; 0; 0; 0; 1; 0; 0; 17; 0; 1; 1; 1; 0; 0; 3; 0; 3; 70; 0; 7; 0; 0; 0; 0; 1; 0; 0; 32; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 1; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1
Viana do Castelo; 1; 5; 10; 3; 2; 2; 84; 100; 0; 1; 417; 35; 13; 1; 19; 0; 221; 52; 0; 11; 0; 10; 7; 0; 8; 0; 1; 3; 13; 178; 25; 0; 60; 47; 5; 0; 13; 2; 2; 13; 2; 3; 3; 75; 0; 0; 705; 0; 0; 0; 0; 1; 5; 0; 1; 4; 0; 42; 771; 6; 7; 12; 38; 64; 8
Vidigueira; 0; 0; 5; 0; 0; 1; 0; 0; 0; 64; 0; 0; 1; 0; 1; 0; 2; 0; 2; 16; 0; 12; 0; 0; 0; 0; 0; 0; 0; 22; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0
Vieira do Minho; 0; 0; 0; 0; 4; 0; 7; 17; 0; 0; 158; 10; 0; 0; 0; 0; 12; 2; 1; 0; 6; 0; 1; 0; 1; 0; 0; 1; 0; 12; 3; 0; 0; 3; 1; 0; 1; 0; 0; 3; 0; 0; 0; 3; 0; 0; 34; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 12; 2; 0; 5; 3; 21; 0
Vila da Praia da Vitória; 0; 0; 6; 1; 0; 67; 12; 0; 0; 0; 8; 4; 3; 0; 0; 0; 45; 6; 0; 8; 0; 3; 1; 1; 0; 0; 1; 0; 13; 135; 0; 0; 5; 0; 1; 0; 5; 5; 0; 0; 0; 3; 33; 0; 2; 0; 35; 1; 0; 3; 0; 1; 3; 0; 0; 0; 0; 0; 0; 1; 0; 0; 7; 4; 1
Vila de Rei; 4; 0; 2; 0; 0; 1; 1; 0; 0; 0; 1; 1; 1; 0; 38; 0; 8; 7; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 17; 32; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0
Vila do Bispo; 0; 0; 5; 0; 0; 0; 0; 0; 0; 2; 0; 0; 1; 0; 1; 0; 1; 1; 1; 2; 0; 22; 0; 0; 0; 0; 0; 0; 2; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 1; 3; 2; 0; 0; 0; 0; 0; 1; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
Vila do Conde; 0; 3; 2; 1; 0; 1; 42; 55; 0; 0; 117; 23; 3; 2; 4; 0; 61; 19; 1; 2; 3; 6; 5; 0; 9; 0; 0; 1; 6; 70; 191; 0; 146; 1; 3; 0; 2; 2; 0; 7; 1; 2; 2; 22; 2; 0;1 174; 1; 1; 0; 0; 0; 1; 0; 0; 1; 0; 4; 48; 104; 0; 22; 71; 53; 6
Vila do Porto; 1; 0; 4; 0; 0; 5; 11; 0; 0; 0; 5; 0; 0; 0; 2; 0; 15; 1; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 3; 51; 0; 0; 1; 0; 0; 0; 4; 0; 0; 0; 0; 0; 28; 0; 1; 0; 7; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 2; 0; 0
Vila Flor; 1; 0; 2; 0; 0; 0; 2; 0; 0; 0; 6; 45; 0; 0; 0; 0; 18; 3; 0; 2; 0; 0; 2; 0; 0; 0; 0; 0; 0; 4; 1; 0; 5; 0; 20; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 28; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21; 0
Vila Franca de Xira; 4; 0; 141; 8; 0; 0; 8; 0; 6; 6; 9; 3; 23; 47; 11; 1; 21; 20; 0; 33; 0; 18; 0; 0; 4; 0; 0; 1; 16;3 013; 0; 0; 0; 0; 3; 16; 88; 0; 1; 0; 0; 17; 0; 0; 13; 0; 16; 8; 0; 76; 0; 0; 44; 0; 4; 13; 0; 0; 1; 0; 0; 0; 1; 6; 4
Vila Franca do Campo; 2; 0; 1; 0; 0; 11; 0; 0; 0; 0; 1; 0; 0; 0; 2; 0; 10; 3; 0; 3; 0; 4; 1; 0; 0; 0; 0; 0; 0; 25; 0; 0; 0; 0; 0; 0; 3; 0; 0; 2; 0; 0; 149; 0; 1; 0; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0
Vila Nova da Barquinha; 9; 0; 8; 1; 0; 0; 5; 0; 0; 0; 1; 1; 2; 2; 5; 0; 13; 19; 0; 7; 0; 1; 0; 0; 0; 0; 0; 0; 7; 60; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 5; 0; 0; 0; 0; 2; 1; 0; 2; 0; 0; 0; 0; 1; 37; 0; 0; 0; 0; 0; 0; 1; 0; 0
Vila Nova de Cerveira; 0; 0; 0; 0; 0; 0; 3; 5; 0; 0; 20; 1; 0; 0; 0; 0; 17; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 1; 14; 3; 0; 5; 6; 2; 0; 0; 0; 0; 0; 0; 0; 0; 2; 1; 0; 45; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 26; 39; 0; 4; 0; 2; 6; 0
Vila Nova de Famalicão; 0; 4; 10; 0; 4; 0; 91; 344; 0; 0;1 041; 74; 8; 2; 4; 0; 159; 69; 0; 10; 8; 8; 38; 1; 17; 2; 2; 1; 11; 154; 166; 0; 116; 9; 33; 0; 1; 0; 3; 25; 1; 1; 0; 26; 0; 1;1 151; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 7; 149; 26; 0; 333; 71; 89; 14
Vila Nova de Foz Côa; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 5; 15; 0; 0; 2; 1; 38; 12; 0; 1; 0; 0; 0; 0; 21; 0; 1; 1; 1; 19; 2; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 13; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7; 24
Vila Nova de Gaia; 1; 20; 9; 3; 2; 2; 523; 22; 0; 4; 219; 38; 13; 7; 17; 0; 184; 68; 4; 16; 0; 26; 30; 1; 8; 0; 1; 5; 8; 280; 351; 0; 709; 1; 11; 0; 4; 23; 0; 42; 0; 2; 0; 15; 2; 0;5 794; 0; 9; 2; 0; 6; 2; 0; 4; 1; 0; 2; 21; 151; 0; 4;1 077; 136; 30
Vila Nova de Paiva; 0; 0; 1; 0; 0; 0; 14; 0; 0; 0; 0; 3; 0; 1; 1; 0; 27; 2; 0; 1; 0; 0; 1; 0; 8; 0; 0; 1; 4; 8; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 5; 3; 53
Vila Nova de Poiares; 0; 0; 2; 0; 0; 0; 1; 0; 0; 0; 2; 0; 1; 0; 1; 0; 135; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 9; 0; 0; 0; 1; 0; 0; 1; 0; 2; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 2
Vila Pouca de Aguiar; 0; 0; 1; 0; 0; 0; 14; 2; 0; 0; 23; 28; 1; 0; 1; 0; 43; 13; 0; 0; 0; 1; 1; 0; 0; 0; 0; 3; 0; 20; 2; 0; 2; 0; 10; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 43; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 5; 91; 4
Vila Real; 0; 1; 12; 0; 0; 3; 36; 4; 0; 1; 71; 117; 8; 1; 7; 3; 136; 56; 0; 2; 1; 7; 2; 0; 10; 0; 0; 14; 0; 158; 9; 0; 15; 0; 34; 0; 10; 2; 0; 15; 0; 2; 0; 0; 1; 0; 364; 0; 0; 0; 0; 1; 0; 0; 1; 3; 0; 0; 2; 4; 0; 0; 27;1 149; 21
Vila Real de Santo António; 0; 0; 15; 0; 0; 0; 0; 0; 0; 40; 1; 0; 1; 1; 1; 0; 10; 3; 0; 7; 0; 149; 0; 0; 1; 0; 1; 0; 1; 85; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 3; 3; 3; 0; 0; 0; 0; 0; 6; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
Vila Velha de Ródão; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 3; 8; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
Vila Verde; 0; 2; 5; 0; 22; 0; 29; 225; 0; 0; 609; 20; 2; 1; 2; 0; 37; 13; 0; 2; 1; 2; 3; 0; 4; 0; 0; 2; 5; 30; 8; 0; 7; 13; 5; 0; 3; 1; 2; 4; 0; 0; 0; 17; 1; 0; 96; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 112; 5; 0; 20; 16; 16; 7
Vila Viçosa; 0; 0; 15; 0; 0; 0; 1; 0; 0; 9; 0; 0; 2; 0; 8; 0; 11; 6; 11; 45; 0; 7; 0; 0; 0; 0; 0; 0; 3; 64; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
Vimioso; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 3; 65; 0; 0; 1; 1; 7; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 2; 1
Vinhais; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 6; 66; 0; 0; 1; 0; 8; 7; 1; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 6; 0; 0; 2; 0; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 14; 1
Viseu; 0; 3; 21; 3; 0; 0; 266; 3; 0; 3; 33; 11; 21; 11; 30; 0; 779; 186; 0; 13; 0; 11; 2; 0; 47; 0; 6; 11; 35; 543; 5; 0; 8; 0; 4; 0; 24; 2; 2; 9; 0; 3; 3; 1; 6; 0; 415; 1; 0; 3; 0; 16; 2; 0; 0; 6; 0; 0; 2; 4; 0; 2; 20; 51;1 647
Vizela; 0; 0; 0; 0; 1; 0; 17; 12; 0; 0; 176; 18; 0; 0; 0; 0; 39; 13; 0; 2; 4; 3; 48; 0; 1; 1; 1; 3; 6; 17; 9; 0; 10; 2; 12; 0; 2; 0; 0; 6; 0; 0; 1; 1; 0; 0; 155; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 5; 16; 1; 0; 15; 16; 65; 4
Vouzela; 0; 2; 1; 0; 0; 0; 27; 0; 0; 0; 5; 2; 0; 1; 7; 0; 39; 11; 0; 0; 0; 0; 1; 0; 10; 0; 0; 1; 2; 26; 0; 0; 1; 1; 1; 0; 0; 0; 0; 2; 0; 2; 0; 0; 0; 0; 20; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 4; 77
