;Tabela 3.1 - Inscritos em estabelecimentos de ensino superior residentes em Portugal por concelho do estabelecimento de ensino superior e concelho da residência permanente do aluno, em 2017/18 - Todos os cursos/ciclos de estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Abrantes;Águeda;Almada;Amadora;Amares;Angra do Heroísmo;Aveiro;Barcelos;Barreiro;Beja;Braga;Bragança;Caldas da Rainha;Cascais;Castelo Branco;Chaves;Coimbra;Covilhã;Elvas;Évora;Fafe;Faro;Felgueiras;Funchal;Guarda;Guimarães;Idanha-a-Nova;Lamego;Leiria;Lisboa;Maia;Marinha Grande;Matosinhos;Melgaço;Mirandela;Odivelas;Oeiras;Oliveira de Azeméis;Oliveira do Hospital;Paredes;Penafiel;Peniche;Ponta Delgada;Ponte de Lima;Portalegre;Portimão;Porto;Rio Maior;Santa Maria da Feira;Santarém;Santiago do Cacém;Seia;Setúbal;Silves;Sintra;Tomar;Torres Vedras;Valença;Viana do Castelo;Vila do Conde;Vila Nova de Cerveira;Vila Nova de Famalicão;Vila Nova de Gaia;Vila Real;Viseu
Idanha-a-Nova; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 2; 0; 1; 37; 0; 7; 19; 0; 4; 0; 0; 0; 0; 1; 0; 35; 0; 2; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0
Ílhavo; 0; 88; 6; 0; 0; 0; 592; 2; 0; 0; 17; 4; 2; 2; 4; 0; 334; 20; 0; 5; 0; 3; 2; 0; 21; 0; 0; 3; 16; 89; 5; 0; 2; 0; 3; 0; 12; 22; 10; 0; 0; 3; 1; 1; 0; 0; 123; 4; 2; 0; 0; 3; 1; 0; 0; 3; 0; 1; 0; 0; 0; 0; 4; 13; 44
Lagoa (Algarve); 1; 0; 16; 1; 0; 0; 5; 0; 2; 14; 2; 0; 1; 0; 10; 0; 30; 8; 0; 30; 0; 113; 0; 0; 0; 0; 1; 1; 4; 134; 0; 0; 0; 0; 0; 0; 7; 0; 1; 0; 0; 1; 0; 0; 2; 71; 5; 1; 0; 0; 1; 0; 6; 15; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1
Lagoa (R.A.A.); 0; 0; 3; 0; 0; 12; 0; 0; 0; 0; 7; 0; 2; 0; 0; 0; 17; 1; 0; 5; 0; 3; 1; 0; 0; 0; 1; 0; 2; 76; 1; 0; 4; 0; 0; 0; 3; 0; 0; 0; 0; 0; 148; 0; 0; 0; 21; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 4; 3; 0
Lagos; 0; 0; 33; 1; 0; 1; 6; 1; 0; 21; 2; 1; 2; 2; 4; 0; 21; 1; 0; 48; 0; 138; 0; 0; 1; 0; 0; 0; 5; 217; 0; 0; 0; 0; 0; 0; 20; 0; 0; 0; 0; 5; 0; 0; 5; 56; 12; 1; 0; 0; 0; 0; 9; 9; 0; 2; 0; 0; 1; 0; 0; 0; 2; 0; 4
Lajes das Flores; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 1; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0
Lajes do Pico; 0; 0; 2; 0; 0; 5; 1; 0; 0; 0; 0; 2; 2; 0; 0; 0; 20; 3; 0; 2; 0; 1; 0; 0; 0; 0; 0; 0; 0; 25; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 2; 7; 0; 0; 1; 4; 0; 0; 1; 0; 0; 0; 0; 0; 6; 0; 0; 0; 1; 0; 0; 0; 1; 1
Lamego; 1; 1; 13; 0; 0; 0; 33; 1; 0; 0; 25; 27; 0; 1; 3; 0; 130; 45; 0; 0; 0; 1; 1; 1; 9; 0; 1; 115; 2; 78; 2; 0; 10; 0; 14; 0; 1; 1; 1; 2; 0; 1; 0; 0; 0; 0; 191; 0; 0; 1; 0; 0; 0; 0; 0; 4; 0; 0; 1; 0; 1; 0; 11; 76; 54
Leiria; 3; 1; 85; 1; 0; 2; 150; 1; 0; 7; 30; 8; 125; 28; 56; 0; 667; 67; 5; 60; 0; 25; 0; 1; 3; 0; 3; 1;2 204;1 105; 2; 29; 8; 0; 3; 0; 46; 2; 2; 2; 0; 118; 3; 1; 22; 3; 102; 11; 0; 23; 0; 1; 4; 0; 4; 28; 0; 0; 0; 0; 0; 0; 6; 20; 17
Lisboa; 4; 0;1 085; 103; 0; 3; 51; 3; 21; 13; 43; 27; 78; 287; 20; 0; 216; 47; 5; 168; 0; 94; 0; 5; 2; 0; 2; 2; 33;24 103; 7; 0; 8; 0; 4; 55; 698; 0; 2; 5; 0; 26; 9; 0; 15; 2; 168; 7; 0; 18; 1; 0; 100; 1; 4; 32; 0; 0; 1; 1; 0; 0; 9; 15; 19
Loulé; 2; 0; 30; 0; 0; 0; 9; 0; 0; 24; 3; 0; 7; 7; 8; 0; 36; 12; 2; 41; 0; 812; 1; 0; 0; 0; 2; 0; 7; 341; 1; 0; 0; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 11; 22; 24; 0; 0; 1; 0; 0; 10; 5; 0; 1; 0; 0; 0; 0; 0; 0; 2; 2; 3
Loures; 3; 2; 238; 7; 0; 2; 13; 0; 13; 6; 4; 8; 26; 64; 14; 0; 25; 16; 2; 31; 0; 21; 1; 3; 6; 0; 1; 0; 17;4 681; 1; 0; 1; 0; 5; 62; 126; 0; 1; 0; 0; 12; 2; 0; 10; 2; 28; 3; 0; 26; 0; 0; 64; 0; 0; 24; 0; 0; 0; 0; 0; 0; 1; 5; 9
Lourinhã; 1; 0; 23; 0; 0; 0; 4; 0; 1; 1; 1; 2; 12; 4; 0; 0; 25; 5; 1; 17; 0; 7; 1; 0; 0; 0; 0; 0; 47; 300; 0; 0; 0; 0; 0; 0; 17; 0; 0; 0; 0; 42; 2; 0; 3; 2; 8; 3; 0; 7; 0; 0; 0; 0; 0; 3; 11; 0; 0; 0; 0; 0; 1; 1; 2
Lousã; 1; 0; 1; 0; 0; 0; 8; 1; 0; 1; 2; 1; 3; 1; 4; 0; 428; 7; 0; 2; 0; 0; 0; 0; 1; 0; 0; 0; 7; 31; 1; 0; 1; 1; 0; 0; 0; 0; 7; 1; 0; 1; 0; 0; 0; 0; 11; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 2; 2
Lousada; 1; 1; 1; 1; 0; 0; 43; 4; 0; 0; 91; 88; 2; 0; 2; 0; 81; 29; 0; 3; 6; 0; 108; 0; 6; 1; 0; 7; 4; 47; 41; 0; 46; 0; 22; 0; 0; 2; 0; 39; 19; 0; 1; 0; 1; 0; 444; 0; 0; 0; 0; 1; 0; 0; 0; 2; 0; 1; 4; 5; 0; 2; 32; 32; 6
Mação; 5; 0; 2; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 19; 0; 23; 5; 0; 1; 0; 4; 0; 0; 0; 0; 3; 0; 9; 41; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 2; 0; 0; 6; 0; 3; 2; 0; 6; 0; 0; 0; 0; 0; 41; 0; 0; 0; 0; 0; 0; 1; 0; 1
Macedo de Cavaleiros; 0; 0; 6; 0; 0; 0; 16; 0; 0; 0; 20; 167; 1; 0; 3; 0; 47; 18; 0; 1; 0; 1; 0; 0; 8; 0; 0; 0; 2; 27; 1; 0; 5; 0; 26; 0; 0; 0; 1; 3; 0; 0; 0; 0; 2; 0; 71; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 2; 29; 1
Machico; 0; 0; 6; 1; 0; 1; 9; 1; 1; 5; 27; 3; 0; 0; 13; 0; 51; 7; 0; 8; 0; 11; 1; 218; 1; 0; 0; 2; 10; 128; 0; 0; 2; 0; 0; 0; 4; 0; 0; 0; 0; 4; 4; 0; 2; 0; 53; 0; 1; 0; 0; 0; 4; 0; 0; 1; 0; 0; 0; 0; 0; 1; 6; 3; 3
Madalena; 1; 0; 3; 0; 0; 4; 3; 0; 0; 0; 0; 0; 0; 0; 1; 0; 19; 2; 0; 5; 0; 2; 0; 0; 0; 0; 1; 1; 2; 34; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 0; 0; 15; 0; 2; 0; 11; 0; 0; 0; 0; 0; 1; 0; 0; 5; 0; 0; 0; 0; 0; 0; 3; 0; 1
Mafra; 0; 0; 74; 4; 0; 0; 6; 1; 5; 4; 2; 2; 21; 51; 10; 0; 21; 10; 3; 38; 0; 11; 0; 0; 3; 0; 1; 0; 38;1 779; 1; 0; 0; 1; 0; 27; 78; 1; 0; 0; 0; 30; 1; 0; 7; 0; 14; 3; 0; 16; 1; 2; 11; 0; 4; 5; 5; 0; 0; 0; 0; 0; 1; 2; 0
Maia; 0; 3; 11; 6; 0; 1; 80; 31; 0; 1; 154; 17; 6; 2; 9; 0; 72; 34; 0; 3; 0; 8; 16; 0; 1; 0; 0; 0; 3; 145; 508; 0; 461; 3; 5; 0; 8; 5; 0; 25; 0; 1; 1; 15; 0; 0;3 109; 1; 0; 0; 0; 0; 0; 0; 1; 1; 0; 2; 16; 84; 0; 3; 183; 67; 11
Mangualde; 0; 0; 2; 1; 0; 0; 36; 0; 0; 0; 9; 0; 2; 0; 4; 0; 110; 32; 0; 2; 0; 2; 0; 0; 19; 0; 2; 1; 3; 55; 0; 0; 0; 0; 0; 0; 4; 0; 1; 0; 0; 0; 0; 0; 0; 0; 33; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 2; 4; 128
Manteigas; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 7; 0; 19; 26; 0; 2; 0; 0; 0; 0; 18; 0; 0; 0; 1; 6; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 2; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 2
Marco de Canaveses; 0; 4; 1; 0; 0; 0; 48; 13; 0; 2; 76; 126; 3; 1; 4; 0; 136; 16; 0; 1; 2; 1; 54; 0; 3; 2; 0; 6; 6; 43; 26; 0; 60; 1; 19; 0; 0; 1; 2; 32; 18; 0; 1; 0; 1; 0; 502; 0; 0; 0; 0; 0; 2; 0; 0; 2; 0; 0; 0; 6; 0; 1; 33; 219; 34
Marinha Grande; 2; 3; 20; 0; 0; 0; 41; 3; 0; 3; 4; 0; 23; 6; 11; 0; 155; 14; 0; 13; 0; 7; 0; 0; 4; 0; 2; 0; 481; 221; 1; 57; 3; 0; 4; 0; 16; 1; 2; 0; 0; 21; 2; 0; 5; 0; 18; 5; 0; 7; 0; 0; 4; 0; 0; 5; 0; 0; 0; 0; 0; 0; 2; 2; 2
Marvão; 0; 0; 3; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 6; 0; 7; 3; 2; 8; 0; 1; 0; 0; 0; 0; 0; 0; 2; 13; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 28; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Matosinhos; 0; 5; 6; 5; 1; 0; 81; 18; 0; 1; 142; 30; 6; 6; 6; 0; 68; 26; 1; 10; 1; 8; 12; 0; 3; 0; 0; 0; 0; 219; 444; 0; 473; 0; 5; 0; 6; 6; 0; 40; 0; 1; 0; 7; 0; 0;3 747; 0; 0; 0; 0; 2; 0; 0; 1; 2; 0; 1; 10; 110; 0; 5; 193; 41; 6
Mealhada; 0; 6; 2; 0; 0; 0; 45; 0; 0; 0; 1; 0; 3; 0; 0; 0; 281; 10; 0; 2; 0; 1; 0; 0; 3; 0; 0; 0; 11; 21; 0; 0; 0; 0; 0; 0; 5; 2; 0; 0; 0; 2; 0; 0; 0; 0; 23; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 1; 4; 3
Mêda; 0; 0; 0; 1; 0; 0; 9; 0; 0; 0; 1; 7; 1; 1; 2; 0; 17; 9; 0; 0; 0; 0; 0; 0; 21; 0; 0; 1; 5; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 3; 18
Melgaço; 0; 1; 2; 1; 1; 0; 8; 5; 0; 0; 30; 4; 1; 1; 0; 0; 23; 4; 0; 2; 0; 0; 1; 0; 0; 0; 0; 0; 2; 12; 1; 0; 0; 7; 0; 0; 1; 0; 0; 0; 0; 2; 0; 5; 0; 0; 28; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 6; 30; 0; 1; 1; 1; 9; 2
Mértola; 0; 0; 3; 0; 0; 0; 0; 0; 0; 34; 0; 0; 1; 1; 0; 0; 7; 0; 0; 9; 0; 43; 0; 0; 0; 0; 0; 0; 0; 43; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 1; 0; 2; 0; 0; 0; 0; 0; 2; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Mesão Frio; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 4; 10; 0; 0; 0; 0; 2; 2; 0; 0; 1; 0; 1; 0; 0; 0; 0; 5; 0; 4; 1; 0; 3; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 22; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 7; 5
Mira; 0; 7; 1; 0; 0; 0; 47; 0; 0; 0; 2; 0; 2; 0; 3; 0; 224; 4; 1; 1; 0; 2; 1; 0; 4; 0; 0; 0; 8; 24; 2; 0; 1; 0; 1; 0; 0; 0; 2; 1; 0; 1; 1; 0; 0; 0; 20; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 1; 5
Miranda do Corvo; 2; 1; 1; 0; 0; 0; 4; 0; 0; 0; 1; 0; 0; 0; 3; 0; 370; 7; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 16; 1; 0; 0; 0; 2; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 6; 0; 0; 0; 0; 1; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 1; 2; 4
Miranda do Douro; 0; 0; 1; 0; 0; 0; 4; 0; 0; 0; 5; 49; 0; 0; 0; 0; 10; 5; 0; 0; 0; 0; 1; 0; 5; 0; 0; 0; 1; 13; 0; 0; 4; 0; 7; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 38; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; 5; 0
Mirandela; 0; 1; 3; 0; 0; 0; 21; 2; 0; 0; 25; 175; 1; 0; 8; 0; 80; 25; 0; 3; 0; 3; 0; 0; 7; 0; 0; 5; 1; 50; 2; 0; 8; 0; 212; 0; 1; 0; 0; 2; 0; 0; 2; 0; 1; 0; 136; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 1; 9; 91; 14
Mogadouro; 0; 0; 1; 0; 0; 0; 3; 0; 0; 0; 5; 90; 0; 0; 4; 0; 22; 2; 0; 3; 0; 1; 1; 0; 4; 0; 0; 0; 1; 9; 0; 0; 1; 0; 9; 0; 1; 0; 0; 4; 0; 0; 1; 0; 1; 0; 40; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 15; 3
Moimenta da Beira; 0; 1; 0; 1; 0; 0; 23; 0; 0; 0; 7; 5; 0; 2; 3; 0; 67; 30; 0; 2; 0; 1; 2; 0; 8; 0; 2; 12; 2; 16; 0; 0; 1; 0; 3; 0; 1; 0; 0; 0; 0; 1; 0; 0; 1; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 14; 56
Moita; 0; 0; 118; 0; 0; 0; 5; 1; 64; 13; 2; 3; 1; 10; 8; 0; 11; 10; 2; 31; 0; 6; 1; 0; 1; 0; 0; 0; 2; 785; 0; 0; 0; 0; 0; 3; 22; 0; 0; 0; 0; 6; 1; 0; 11; 2; 1; 1; 0; 6; 0; 0; 394; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0
Monção; 0; 2; 4; 0; 1; 0; 12; 16; 0; 0; 57; 16; 0; 1; 1; 0; 57; 11; 0; 1; 0; 2; 3; 0; 0; 0; 0; 1; 5; 16; 4; 0; 13; 11; 1; 0; 0; 0; 2; 2; 0; 2; 0; 14; 0; 0; 100; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 31; 42; 2; 1; 0; 10; 13; 2
Monchique; 0; 0; 9; 0; 0; 0; 2; 0; 0; 5; 0; 0; 1; 1; 3; 0; 4; 0; 0; 10; 0; 29; 0; 0; 0; 0; 1; 0; 0; 28; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 13; 2; 0; 0; 0; 0; 0; 3; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Mondim de Basto; 0; 0; 2; 0; 0; 0; 6; 0; 0; 0; 20; 21; 1; 0; 1; 0; 23; 1; 0; 0; 0; 0; 4; 0; 0; 0; 0; 2; 2; 6; 1; 0; 4; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 36; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 2; 0; 0; 6; 31; 1
Monforte; 0; 0; 4; 0; 0; 0; 0; 0; 0; 4; 0; 0; 0; 1; 0; 0; 2; 0; 2; 6; 0; 0; 0; 0; 1; 0; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 19; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Montalegre; 0; 0; 0; 0; 4; 0; 5; 6; 0; 0; 46; 19; 0; 1; 0; 1; 19; 4; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 0; 9; 3; 0; 2; 0; 8; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 39; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 33; 2
Montemor-o-Novo; 0; 0; 16; 1; 0; 0; 1; 0; 3; 10; 0; 1; 1; 1; 4; 0; 5; 2; 4; 140; 0; 9; 0; 0; 0; 0; 0; 0; 4; 146; 1; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 1; 0; 6; 0; 0; 1; 0; 8; 0; 0; 12; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0
Montemor-o-Velho; 0; 1; 3; 0; 0; 0; 14; 1; 0; 0; 4; 2; 2; 0; 3; 0; 629; 8; 0; 4; 0; 1; 0; 0; 2; 0; 0; 0; 16; 34; 1; 0; 1; 0; 0; 0; 4; 2; 5; 0; 0; 2; 0; 0; 1; 0; 17; 0; 0; 0; 0; 4; 2; 0; 1; 0; 0; 0; 0; 1; 0; 0; 2; 1; 5
Montijo; 0; 1; 90; 1; 0; 1; 3; 0; 18; 11; 1; 0; 1; 10; 5; 0; 8; 3; 0; 58; 0; 6; 0; 0; 1; 0; 0; 0; 2; 794; 0; 0; 0; 0; 1; 3; 20; 0; 1; 0; 0; 1; 0; 0; 5; 3; 6; 0; 0; 2; 0; 0; 196; 1; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0
Mora; 0; 0; 2; 0; 0; 0; 2; 0; 0; 0; 0; 0; 1; 0; 3; 0; 4; 0; 0; 30; 0; 1; 0; 0; 1; 0; 0; 0; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0
Mortágua; 0; 2; 0; 0; 0; 0; 12; 0; 0; 0; 1; 2; 1; 0; 2; 0; 115; 8; 0; 2; 0; 1; 0; 0; 6; 0; 0; 0; 3; 18; 1; 0; 2; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 19; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 2; 21
Moura; 0; 0; 11; 0; 0; 0; 3; 0; 1; 101; 0; 0; 1; 0; 2; 0; 4; 1; 4; 49; 0; 20; 0; 0; 1; 0; 1; 0; 1; 90; 0; 0; 0; 0; 0; 0; 3; 0; 1; 0; 0; 0; 0; 0; 12; 2; 2; 1; 0; 5; 0; 0; 11; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0
Mourão; 0; 0; 2; 0; 0; 0; 0; 0; 0; 13; 0; 0; 0; 0; 1; 0; 2; 0; 0; 12; 0; 1; 0; 0; 0; 0; 0; 0; 0; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Murça; 0; 0; 1; 0; 0; 0; 2; 1; 0; 0; 7; 36; 1; 0; 0; 1; 7; 9; 0; 1; 0; 1; 0; 0; 1; 0; 0; 2; 1; 7; 0; 0; 1; 0; 4; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 36; 0
Murtosa; 0; 3; 3; 0; 0; 0; 57; 0; 0; 1; 4; 3; 0; 0; 3; 0; 30; 10; 0; 0; 0; 1; 0; 0; 5; 0; 0; 0; 2; 7; 1; 0; 1; 0; 0; 0; 3; 4; 1; 0; 0; 1; 0; 2; 1; 0; 28; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 8
Nazaré; 1; 0; 6; 0; 0; 0; 14; 0; 1; 0; 1; 0; 17; 1; 5; 0; 47; 5; 1; 11; 0; 5; 0; 0; 0; 0; 1; 0; 92; 84; 1; 3; 1; 0; 1; 0; 6; 0; 0; 0; 0; 15; 0; 1; 1; 0; 12; 3; 0; 3; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 1; 0; 1
Nelas; 0; 0; 2; 0; 0; 0; 27; 0; 0; 0; 8; 0; 0; 0; 3; 0; 92; 20; 0; 2; 0; 0; 0; 0; 10; 0; 0; 1; 8; 55; 0; 0; 0; 0; 1; 0; 2; 0; 0; 1; 0; 0; 0; 0; 1; 0; 15; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 109
Nisa; 0; 0; 4; 0; 0; 0; 2; 0; 0; 0; 0; 0; 1; 0; 20; 0; 10; 9; 1; 25; 0; 4; 0; 0; 6; 0; 0; 0; 1; 41; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 1; 0; 0; 21; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2
Nordeste; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 3; 3; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 60; 0; 0; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 2; 0
Óbidos; 0; 0; 12; 0; 0; 0; 1; 1; 0; 1; 0; 0; 24; 1; 2; 0; 27; 6; 0; 7; 0; 0; 0; 0; 0; 0; 0; 1; 52; 102; 0; 0; 0; 0; 1; 0; 7; 0; 0; 0; 0; 19; 0; 0; 1; 0; 7; 6; 0; 7; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 1; 1; 1
Odemira; 0; 0; 22; 0; 0; 0; 10; 0; 2; 76; 0; 1; 1; 3; 9; 0; 12; 2; 2; 29; 0; 97; 0; 0; 1; 0; 1; 0; 2; 157; 1; 0; 0; 0; 0; 1; 13; 0; 0; 0; 0; 2; 1; 0; 2; 6; 2; 1; 0; 2; 0; 0; 22; 1; 0; 2; 0; 0; 0; 0; 0; 0; 2; 0; 0
Odivelas; 0; 1; 186; 6; 0; 0; 12; 1; 4; 2; 4; 4; 18; 61; 15; 0; 22; 14; 0; 21; 0; 15; 0; 0; 1; 0; 2; 0; 8;3 588; 1; 0; 1; 0; 1; 108; 113; 0; 1; 0; 0; 10; 0; 0; 11; 0; 18; 1; 0; 10; 0; 1; 35; 0; 1; 1; 0; 0; 0; 0; 0; 0; 3; 6; 5
Oeiras; 0; 0; 400; 19; 0; 2; 17; 4; 2; 5; 9; 7; 24; 218; 10; 0; 30; 22; 1; 35; 0; 22; 0; 2; 4; 0; 3; 1; 11;5 154; 1; 0; 1; 1; 1; 18; 576; 0; 1; 0; 0; 6; 5; 0; 8; 1; 40; 1; 0; 7; 1; 0; 34; 0; 4; 8; 0; 0; 0; 0; 0; 0; 2; 5; 5
Oleiros; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 1; 1; 0; 0; 33; 0; 20; 12; 0; 0; 0; 0; 0; 0; 1; 0; 5; 0; 3; 12; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Olhão; 1; 0; 14; 1; 0; 0; 4; 1; 0; 14; 0; 0; 7; 0; 0; 0; 16; 6; 2; 20; 0; 654; 0; 1; 0; 0; 1; 0; 2; 154; 0; 0; 2; 0; 0; 0; 9; 0; 0; 2; 0; 1; 0; 0; 2; 9; 10; 0; 0; 0; 0; 0; 4; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3
Oliveira de Azeméis; 1; 21; 8; 0; 0; 0; 300; 1; 0; 2; 42; 11; 7; 0; 13; 0; 296; 51; 0; 8; 0; 9; 5; 0; 13; 0; 2; 0; 15; 85; 26; 0; 32; 1; 3; 0; 3; 149; 2; 4; 0; 5; 0; 0; 0; 0; 444; 0; 100; 1; 0; 2; 1; 0; 0; 4; 0; 3; 2; 4; 0; 2; 44; 40; 43
Oliveira de Frades; 0; 6; 2; 0; 0; 0; 44; 0; 0; 0; 1; 1; 0; 1; 0; 0; 72; 6; 0; 0; 0; 2; 1; 0; 18; 0; 0; 0; 3; 33; 1; 0; 0; 0; 0; 0; 3; 0; 0; 1; 0; 1; 0; 1; 0; 0; 15; 0; 0; 0; 0; 2; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 2; 3; 51
Oliveira do Bairro; 0; 41; 2; 0; 0; 0; 201; 3; 0; 0; 4; 1; 1; 0; 7; 0; 228; 11; 0; 6; 0; 2; 0; 0; 5; 0; 0; 2; 12; 27; 5; 0; 2; 0; 1; 0; 1; 3; 4; 0; 0; 2; 0; 1; 0; 0; 76; 0; 0; 0; 0; 3; 0; 0; 0; 3; 0; 0; 1; 1; 0; 0; 7; 4; 25
