Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NotaFinalMedia;NumeroInscritos;NumeroHomens;NumeroMulheres;NumeroPortugueses;NumeroEstrangeiros
Instituto Politécnico de Bragança;3040;Escola Superior Agrária de Bragança;3041;Publico;Politecnico;Ciência e Tecnologia Alimentar;L016;Licenciatura;;51;12;39;43;8
Instituto Politécnico de Bragança;3040;Escola Superior Agrária de Bragança;3041;Publico;Politecnico;Biologia e Biotecnologia;L029;Licenciatura;;38;11;27;30;8
Instituto Politécnico de Bragança;3040;Escola Superior de Educação de Bragança;3042;Publico;Politecnico;Línguas Estrangeiras: Inglês e Espanhol;8323;Licenciatura;13,4;36;20;16;30;6
Instituto Politécnico de Bragança;3040;Escola Superior de Educação de Bragança;3042;Publico;Politecnico;Línguas para Relações Internacionais;8374;Licenciatura;13,6;215;79;136;163;52
Instituto Politécnico de Bragança;3040;Escola Superior de Educação de Bragança;3042;Publico;Politecnico;Educação Ambiental;9082;Licenciatura;13,1;44;27;17;41;3
Instituto Politécnico de Bragança;3040;Escola Superior de Educação de Bragança;3042;Publico;Politecnico;Educação Social;9084;Licenciatura;13,6;240;45;195;222;18
Instituto Politécnico de Bragança;3040;Escola Superior de Educação de Bragança;3042;Publico;Politecnico;Música;9214;Licenciatura;15;64;47;17;60;4
Instituto Politécnico de Bragança;3040;Escola Superior de Educação de Bragança;3042;Publico;Politecnico;Desporto;9563;Licenciatura;13,3;204;152;52;185;19
Instituto Politécnico de Bragança;3040;Escola Superior de Educação de Bragança;3042;Publico;Politecnico;Educação Básica;9853;Licenciatura;13,3;124;21;103;107;17
Instituto Politécnico de Bragança;3040;Escola Superior de Educação de Bragança;3042;Publico;Politecnico;Arte e Design;9898;Licenciatura;13,7;121;50;71;91;30
Instituto Politécnico de Bragança;3040;Escola Superior de Educação de Bragança;3042;Publico;Politecnico;Animação e Produção Artística;9933;Licenciatura;13,8;58;18;40;52;6
Instituto Politécnico de Bragança;3040;Escola Superior de Tecnologia e de Gestão de Bragança;3043;Publico;Politecnico;Contabilidade;9056;Licenciatura;12,3;181;73;108;159;22
Instituto Politécnico de Bragança;3040;Escola Superior de Tecnologia e de Gestão de Bragança;3043;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;11,9;118;89;29;66;52
Instituto Politécnico de Bragança;3040;Escola Superior de Tecnologia e de Gestão de Bragança;3043;Publico;Politecnico;Engenharia Electrotécnica e de Computadores;9112;Licenciatura;12,1;139;122;17;95;44
Instituto Politécnico de Bragança;3040;Escola Superior de Tecnologia e de Gestão de Bragança;3043;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;12,9;234;205;29;185;49
Instituto Politécnico de Bragança;3040;Escola Superior de Tecnologia e de Gestão de Bragança;3043;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;11,9;157;145;12;128;29
Instituto Politécnico de Bragança;3040;Escola Superior de Tecnologia e de Gestão de Bragança;3043;Publico;Politecnico;Engenharia Química e Biológica;9126;Licenciatura;12,5;70;20;50;58;12
Instituto Politécnico de Bragança;3040;Escola Superior de Tecnologia e de Gestão de Bragança;3043;Publico;Politecnico;Gestão;9147;Licenciatura;12,4;329;149;180;292;37
Instituto Politécnico de Bragança;3040;Escola Superior de Tecnologia e de Gestão de Bragança;3043;Publico;Politecnico;Informática de Gestão;9186;Licenciatura;12,3;99;78;21;80;19
Instituto Politécnico de Bragança;3040;Escola Superior de Tecnologia e de Gestão de Bragança;3043;Publico;Politecnico;Engenharia de Energias Renováveis;9910;Licenciatura;12,5;96;75;21;61;35
Instituto Politécnico de Bragança;3040;Escola Superior de Tecnologia e de Gestão de Bragança;3043;Publico;Politecnico;Gestão (regime pós-laboral);9991;Licenciatura;12,4;61;36;25;52;9
Instituto Politécnico de Bragança;3040;Escola Superior de Tecnologia e de Gestão de Bragança;3043;Publico;Politecnico;Tecnologia e Gestão Industrial;L058;Licenciatura;;5;2;3;4;1
Instituto Politécnico de Bragança;3040;Escola Superior de Tecnologia e de Gestão de Bragança;3043;Publico;Politecnico;Tecnologia Biomédica;L069;Licenciatura;;26;9;17;21;5
Instituto Politécnico de Bragança;3040;Escola Superior de Comunicação, Administração e Turismo de Mirandela;3045;Publico;Politecnico;Design de Jogos Digitais;8309;Licenciatura;13,8;128;109;19;125;3
Instituto Politécnico de Bragança;3040;Escola Superior de Comunicação, Administração e Turismo de Mirandela;3045;Publico;Politecnico;Gestão e Administração Pública;9165;Licenciatura;12,2;124;44;80;101;23
Instituto Politécnico de Bragança;3040;Escola Superior de Comunicação, Administração e Turismo de Mirandela;3045;Publico;Politecnico;Informática e Comunicações;9188;Licenciatura;15,5;47;39;8;35;12
Instituto Politécnico de Bragança;3040;Escola Superior de Comunicação, Administração e Turismo de Mirandela;3045;Publico;Politecnico;Marketing;9205;Licenciatura;12,3;73;40;33;70;3
Instituto Politécnico de Bragança;3040;Escola Superior de Comunicação, Administração e Turismo de Mirandela;3045;Publico;Politecnico;Multimédia;9213;Licenciatura;12,8;97;80;17;90;7
Instituto Politécnico de Bragança;3040;Escola Superior de Comunicação, Administração e Turismo de Mirandela;3045;Publico;Politecnico;Solicitadoria;9242;Licenciatura;12;194;56;138;187;7
Instituto Politécnico de Bragança;3040;Escola Superior de Comunicação, Administração e Turismo de Mirandela;3045;Publico;Politecnico;Tecnologias da Comunicação;9247;Licenciatura;13,6;30;18;12;28;2
Instituto Politécnico de Bragança;3040;Escola Superior de Comunicação, Administração e Turismo de Mirandela;3045;Publico;Politecnico;Turismo;9254;Licenciatura;13;121;48;73;104;17
Instituto Politécnico de Bragança;3040;Escola Superior de Saúde de Bragança;7015;Publico;Politecnico;Dietética e Nutrição;8149;Licenciatura;14,1;114;10;104;97;17
Instituto Politécnico de Bragança;3040;Escola Superior de Saúde de Bragança;7015;Publico;Politecnico;Enfermagem;9500;Licenciatura;14,8;224;47;177;218;6
Instituto Politécnico de Bragança;3040;Escola Superior de Saúde de Bragança;7015;Publico;Politecnico;Enfermagem (entrada no 2.º semestre);9501;Licenciatura;14,9;167;44;123;163;4
Instituto Politécnico de Bragança;3040;Escola Superior de Saúde de Bragança;7015;Publico;Politecnico;Farmácia;9549;Licenciatura;14,3;134;26;108;127;7
Instituto Politécnico de Bragança;3040;Escola Superior de Saúde de Bragança;7015;Publico;Politecnico;Gerontologia;9833;Licenciatura;14,5;86;12;74;83;3
Instituto Politécnico de Bragança;3040;Escola Superior de Saúde de Bragança;7015;Publico;Politecnico;Ciências Biomédicas Laboratoriais;L068;Licenciatura;;116;17;99;96;20
Instituto Politécnico de Castelo Branco;3050;Escola Superior Agrária de Castelo Branco;3051;Publico;Politecnico;Agronomia;9003;Licenciatura;13,3;68;46;22;67;1
Instituto Politécnico de Castelo Branco;3050;Escola Superior Agrária de Castelo Branco;3051;Publico;Politecnico;Enfermagem Veterinária;9085;Licenciatura;13,1;84;12;72;84;0
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Educação de Castelo Branco;3052;Publico;Politecnico;Serviço Social;9238;Licenciatura;13,3;148;11;137;143;5
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Educação de Castelo Branco;3052;Publico;Politecnico;Secretariado;9485;Licenciatura;15,1;40;5;35;40;0
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Educação de Castelo Branco;3052;Publico;Politecnico;Desporto e Actividade Física;9850;Licenciatura;13,7;128;95;33;127;1
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Educação de Castelo Branco;3052;Publico;Politecnico;Educação Básica;9853;Licenciatura;12,9;73;1;72;73;0
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Tecnologia de Castelo Branco;3053;Publico;Politecnico;Engenharia das Energias Renováveis;8463;Licenciatura;13,3;62;53;9;56;6
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Tecnologia de Castelo Branco;3053;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;12,1;53;40;13;45;8
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Tecnologia de Castelo Branco;3053;Publico;Politecnico;Engenharia Electrotécnica e das Telecomunicações;9111;Licenciatura;12,3;66;62;4;56;10
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Tecnologia de Castelo Branco;3053;Publico;Politecnico;Engenharia Industrial;9118;Licenciatura;13,4;66;57;9;59;7
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Tecnologia de Castelo Branco;3053;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;13,6;207;181;26;200;7
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Tecnologia de Castelo Branco;3053;Publico;Politecnico;Tecnologias da Informação e Multimédia;9248;Licenciatura;12,8;90;79;11;83;7
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Gestão de Idanha-a-Nova;3054;Publico;Politecnico;Contabilidade e Gestão Financeira;9063;Licenciatura;12,5;66;31;35;63;3
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Gestão de Idanha-a-Nova;3054;Publico;Politecnico;Gestão Hoteleira;9173;Licenciatura;13,7;63;29;34;63;0
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Gestão de Idanha-a-Nova;3054;Publico;Politecnico;Gestão Turística;9177;Licenciatura;13,2;37;15;22;32;5
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Gestão de Idanha-a-Nova;3054;Publico;Politecnico;Solicitadoria;9242;Licenciatura;12,2;101;35;66;98;3
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Gestão de Idanha-a-Nova;3054;Publico;Politecnico;Gestão Comercial;L021;Licenciatura;;21;11;10;19;2
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Artes Aplicadas de Castelo Branco;3055;Publico;Politecnico;Design de Interiores e Equipamento;9725;Licenciatura;14,1;126;21;105;121;5
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Artes Aplicadas de Castelo Branco;3055;Publico;Politecnico;Design de Moda e Têxtil;9726;Licenciatura;13,9;128;10;118;122;6
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Artes Aplicadas de Castelo Branco;3055;Publico;Politecnico;Música, variante de Formação Musical;9783;Licenciatura;14,8;20;14;6;19;1
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Artes Aplicadas de Castelo Branco;3055;Publico;Politecnico;Música, variante de Instrumento;9784;Licenciatura;14,9;143;95;48;140;3
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Artes Aplicadas de Castelo Branco;3055;Publico;Politecnico;Música, variante de Música Electrónica e Produção Musical;9816;Licenciatura;14,5;33;29;4;33;0
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Artes Aplicadas de Castelo Branco;3055;Publico;Politecnico;Música, variante de Canto;9836;Licenciatura;15,5;4;0;4;4;0
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Artes Aplicadas de Castelo Branco;3055;Publico;Politecnico;Design de Comunicação e Produção Audiovisual;9907;Licenciatura;13,4;128;68;60;126;2
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Saúde Dr. Lopes Dias;7020;Publico;Politecnico;Enfermagem;9500;Licenciatura;14,7;276;67;209;274;2
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Saúde Dr. Lopes Dias;7020;Publico;Politecnico;Fisioterapia;9504;Licenciatura;14,9;126;40;86;125;1
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Saúde Dr. Lopes Dias;7020;Publico;Politecnico;Imagem Médica e Radioterapia;L066;Licenciatura;;65;19;46;62;3
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Saúde Dr. Lopes Dias;7020;Publico;Politecnico;Fisiologia Clínica;L067;Licenciatura;;129;26;103;120;9
Instituto Politécnico de Castelo Branco;3050;Escola Superior de Saúde Dr. Lopes Dias;7020;Publico;Politecnico;Ciências Biomédicas Laboratoriais;L068;Licenciatura;;106;20;86;103;3
Instituto Politécnico de Coimbra;3060;Escola Superior Agrária de Coimbra;3061;Publico;Politecnico;Biotecnologia;9016;Licenciatura;12,8;206;88;118;195;11
Instituto Politécnico de Coimbra;3060;Escola Superior Agrária de Coimbra;3061;Publico;Politecnico;Engenharia Agro-Pecuária;9619;Licenciatura;12,6;116;82;34;112;4
Instituto Politécnico de Coimbra;3060;Escola Superior Agrária de Coimbra;3061;Publico;Politecnico;Agricultura Biológica;9673;Licenciatura;12,5;90;53;37;86;4
Instituto Politécnico de Coimbra;3060;Escola Superior Agrária de Coimbra;3061;Publico;Politecnico;Ciências Florestais e Recursos Naturais;L009;Licenciatura;13;49;37;12;45;4
Instituto Politécnico de Coimbra;3060;Escola Superior Agrária de Coimbra;3061;Publico;Politecnico;Tecnologia Alimentar;L015;Licenciatura;12;106;25;81;94;12
Instituto Politécnico de Coimbra;3060;Escola Superior Agrária de Coimbra;3061;Publico;Politecnico;Tecnologia e Gestão Ambiental;L024;Licenciatura;;56;27;29;51;5
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Animação Socioeducativa (regime pós-laboral);8093;Licenciatura;14,4;60;17;43;58;2
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Turismo (regime pós-laboral);8114;Licenciatura;13,3;77;45;32;75;2
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Comunicação Organizacional (regime pós-laboral);8342;Licenciatura;14,4;122;47;75;120;2
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Comunicação Social;9054;Licenciatura;14,6;136;40;96;128;8
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Música;9214;Licenciatura;14,3;39;25;14;39;0
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Turismo;9254;Licenciatura;13,4;191;71;120;185;6
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Gerontologia Social;9668;Licenciatura;15,3;147;14;133;141;6
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Animação Socioeducativa;9675;Licenciatura;14,5;117;22;95;117;0
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Comunicação Organizacional;9717;Licenciatura;13,9;170;37;133;169;1
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Desporto e Lazer;9731;Licenciatura;13,3;108;82;26;107;1
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Língua Gestual Portuguesa;9774;Licenciatura;13,7;78;8;70;76;2
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Educação Básica;9853;Licenciatura;14;179;6;173;178;1
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Comunicação e Design Multimédia;9894;Licenciatura;14,4;153;73;80;148;5
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Arte e Design;9898;Licenciatura;14,4;133;32;101;130;3
Instituto Politécnico de Coimbra;3060;Escola Superior de Educação de Coimbra;3062;Publico;Politecnico;Teatro e Educação;9899;Licenciatura;14,8;33;9;24;33;0
Instituto Politécnico de Coimbra;3060;Instituto Superior de Contabilidade e Administração de Coimbra;3063;Publico;Politecnico;Secretariado de Direção e Administração;8519;Licenciatura;13,9;137;32;105;137;0
Instituto Politécnico de Coimbra;3060;Instituto Superior de Contabilidade e Administração de Coimbra;3063;Publico;Politecnico;Contabilidade e Auditoria;9061;Licenciatura;12,2;431;184;247;415;16
Instituto Politécnico de Coimbra;3060;Instituto Superior de Contabilidade e Administração de Coimbra;3063;Publico;Politecnico;Gestão de Empresas;9152;Licenciatura;12,3;556;313;243;532;24
Instituto Politécnico de Coimbra;3060;Instituto Superior de Contabilidade e Administração de Coimbra;3063;Publico;Politecnico;Informática de Gestão;9186;Licenciatura;12,7;197;152;45;187;10
Instituto Politécnico de Coimbra;3060;Instituto Superior de Contabilidade e Administração de Coimbra;3063;Publico;Politecnico;Contabilidade e Gestão Pública;9722;Licenciatura;12,6;170;66;104;164;6
Instituto Politécnico de Coimbra;3060;Instituto Superior de Contabilidade e Administração de Coimbra;3063;Publico;Politecnico;Solicitadoria e Administração;9801;Licenciatura;11,7;436;139;297;433;3
Instituto Politécnico de Coimbra;3060;Instituto Superior de Contabilidade e Administração de Coimbra;3063;Publico;Politecnico;Marketing e Negócios Internacionais;L023;Licenciatura;;171;93;78;167;4
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;12,1;148;105;43;111;37
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia e Gestão Industrial;9104;Licenciatura;12,1;133;97;36;128;5
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Electromecânica;9105;Licenciatura;12,4;137;134;3;128;9
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Electrotécnica;9109;Licenciatura;12,7;238;221;17;211;27
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;13,2;671;607;64;640;31
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;12,4;309;289;20;284;25
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Informática (Curso Europeu);9770;Licenciatura;14;58;50;8;53;5
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Electrotécnica (regime pós-laboral);9884;Licenciatura;12,4;65;65;0;64;1
Instituto Politécnico de Coimbra;3060;Instituto Superior de Engenharia de Coimbra;3064;Publico;Politecnico;Engenharia Informática (regime pós-laboral);9885;Licenciatura;14,3;118;110;8;116;2
Instituto Politécnico de Coimbra;3060;Escola Superior de Tecnologia e Gestão de Oliveira do Hospital;3065;Publico;Politecnico;Contabilidade e Administração;9058;Licenciatura;;49;23;26;36;13
Instituto Politécnico de Coimbra;3060;Escola Superior de Tecnologia e Gestão de Oliveira do Hospital;3065;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;13,3;78;74;4;67;11
Instituto Politécnico de Coimbra;3060;Escola Superior de Tecnologia e Gestão de Oliveira do Hospital;3065;Publico;Politecnico;Desenvolvimento Regional e Ordenamento do Território;L018;Licenciatura;;21;12;9;14;7
Instituto Politécnico de Coimbra;3060;Escola Superior de Tecnologia da Saúde de Coimbra;7210;Publico;Politecnico;Audiologia;8141;Licenciatura;14,2;116;26;90;106;10
Instituto Politécnico de Coimbra;3060;Escola Superior de Tecnologia da Saúde de Coimbra;7210;Publico;Politecnico;Dietética e Nutrição;8149;Licenciatura;15,2;157;7;150;151;6
Instituto Politécnico de Coimbra;3060;Escola Superior de Tecnologia da Saúde de Coimbra;7210;Publico;Politecnico;Engenharia de Segurança do Trabalho;8468;Licenciatura;;33;17;16;32;1
Instituto Politécnico de Coimbra;3060;Escola Superior de Tecnologia da Saúde de Coimbra;7210;Publico;Politecnico;Fisioterapia;9504;Licenciatura;14,8;185;50;135;179;6
Instituto Politécnico de Coimbra;3060;Escola Superior de Tecnologia da Saúde de Coimbra;7210;Publico;Politecnico;Farmácia;9549;Licenciatura;14,4;149;31;118;147;2
Instituto Politécnico de Coimbra;3060;Escola Superior de Tecnologia da Saúde de Coimbra;7210;Publico;Politecnico;Saúde Ambiental;9861;Licenciatura;14,3;114;34;80;110;4
Instituto Politécnico de Coimbra;3060;Escola Superior de Tecnologia da Saúde de Coimbra;7210;Publico;Politecnico;Imagem Médica e Radioterapia;L066;Licenciatura;;211;47;164;169;42
Instituto Politécnico de Coimbra;3060;Escola Superior de Tecnologia da Saúde de Coimbra;7210;Publico;Politecnico;Fisiologia Clínica;L067;Licenciatura;15;172;33;139;161;11
Instituto Politécnico de Coimbra;3060;Escola Superior de Tecnologia da Saúde de Coimbra;7210;Publico;Politecnico;Ciências Biomédicas Laboratoriais;L068;Licenciatura;;164;16;148;149;15
Instituto Politécnico da Guarda;3090;Escola Superior de Educação, Comunicação e Desporto;3091;Publico;Politecnico;Comunicação Multimédia;8339;Licenciatura;13,5;124;81;43;118;6
Instituto Politécnico da Guarda;3090;Escola Superior de Educação, Comunicação e Desporto;3091;Publico;Politecnico;Animação Sociocultural;9005;Licenciatura;13,8;52;6;46;43;9
Instituto Politécnico da Guarda;3090;Escola Superior de Educação, Comunicação e Desporto;3091;Publico;Politecnico;Desporto;9563;Licenciatura;13,4;220;159;61;213;7
Instituto Politécnico da Guarda;3090;Escola Superior de Educação, Comunicação e Desporto;3091;Publico;Politecnico;Comunicação e Relações Públicas;9652;Licenciatura;13,3;130;26;104;110;20
Instituto Politécnico da Guarda;3090;Escola Superior de Educação, Comunicação e Desporto;3091;Publico;Politecnico;Educação Básica;9853;Licenciatura;13,3;53;7;46;42;11
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Contabilidade;9056;Licenciatura;12,5;95;46;49;70;25
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Design de Equipamento;9072;Licenciatura;13,3;40;18;22;34;6
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;11,7;61;46;15;44;17
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;12,8;171;154;17;158;13
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Engenharia Topográfica;9128;Licenciatura;11,6;38;31;7;33;5
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Gestão;9147;Licenciatura;12,5;180;78;102;158;22
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Gestão de Recursos Humanos;9157;Licenciatura;12,7;61;23;38;52;9
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Marketing;9205;Licenciatura;12,8;68;32;36;61;7
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Energia e Ambiente;9855;Licenciatura;12,7;60;51;9;50;10
Instituto Politécnico da Guarda;3090;Escola Superior de Turismo e Hotelaria;3095;Publico;Politecnico;Gestão Hoteleira;9173;Licenciatura;13,2;106;56;50;104;2
Instituto Politécnico da Guarda;3090;Escola Superior de Turismo e Hotelaria;3095;Publico;Politecnico;Turismo e Lazer;9255;Licenciatura;12,7;72;23;49;63;9
Instituto Politécnico da Guarda;3090;Escola Superior de Turismo e Hotelaria;3095;Publico;Politecnico;Restauração e Catering;9484;Licenciatura;13,8;76;47;29;70;6
Instituto Politécnico da Guarda;3090;Escola Superior de Saúde da Guarda;7040;Publico;Politecnico;Enfermagem;9500;Licenciatura;14,9;296;75;221;280;16
Instituto Politécnico da Guarda;3090;Escola Superior de Saúde da Guarda;7040;Publico;Politecnico;Farmácia;9549;Licenciatura;14,6;146;21;125;140;6
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Serviço Social (regime pós-laboral);8014;Licenciatura;15,1;110;12;98;109;1
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Educação Básica (regime de ensino a distância);8118;Licenciatura;14,3;36;2;34;36;0
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Desporto e Bem-Estar (regime pós-laboral);8132;Licenciatura;15,3;80;60;20;79;1
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Relações Humanas e Comunicação Organizacional (regime de ensino a distância);8476;Licenciatura;14,9;42;10;32;42;0
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Educação Social;9084;Licenciatura;15,1;129;7;122;123;6
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Serviço Social;9238;Licenciatura;15,3;159;10;149;157;2
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Tradução e Interpretação: Português/Chinês - Chinês/Português;9492;Licenciatura;16,3;94;35;59;92;2
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Relações Humanas e Comunicação Organizacional;9797;Licenciatura;14,9;162;28;134;152;10
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Desporto e Bem-Estar;9851;Licenciatura;15,3;104;59;45;103;1
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Educação Básica;9853;Licenciatura;14,2;121;14;107;111;10
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Comunicação e Media;L099;Licenciatura;;171;49;122;158;13
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Solicitadoria (regime pós-laboral);8015;Licenciatura;13;102;40;62;100;2
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Marketing (regime de ensino a distância);8123;Licenciatura;15;46;24;22;43;3
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Administração Pública;9002;Licenciatura;13,2;76;31;45;70;6
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Civil;9089;Licenciatura;12,7;89;63;26;75;14
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia e Gestão Industrial;9104;Licenciatura;;53;28;25;51;2
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Electrotécnica e de Computadores;9112;Licenciatura;;134;128;6;125;9
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Informática;9119;Licenciatura;13,6;398;362;36;370;28
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura;13,4;154;142;12;149;5
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Gestão;9147;Licenciatura;13,4;317;139;178;291;26
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Marketing;9205;Licenciatura;14,1;157;69;88;148;9
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Solicitadoria;9242;Licenciatura;12,9;205;55;150;197;8
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Contabilidade e Finanças;9627;Licenciatura;12,6;131;50;81;126;5
