Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NotaFinalMedia;NumeroInscritos;NumeroHomens;NumeroMulheres;NumeroPortugueses;NumeroEstrangeiros
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Contabilidade;9056;Licenciatura 1.º ciclo;12,8;108;49;59;68;40
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Design de Equipamento;9072;Licenciatura 1.º ciclo;12,8;36;18;18;25;11
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Engenharia Civil;9089;Licenciatura 1.º ciclo;11,6;34;32;2;11;23
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Engenharia Informática;9119;Licenciatura 1.º ciclo;14,1;215;198;17;169;46
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Engenharia Topográfica;9128;Licenciatura 1.º ciclo;12,4;36;33;3;21;15
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Gestão;9147;Licenciatura 1.º ciclo;13,2;176;70;106;134;42
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Gestão de Recursos Humanos;9157;Licenciatura 1.º ciclo;13,4;137;37;100;104;33
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Marketing;9205;Licenciatura 1.º ciclo;13,2;99;56;43;83;16
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Gestão;9295;Mestrado 2.º ciclo;16,3;83;39;44;30;53
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Energia e Ambiente;9855;Licenciatura 1.º ciclo;12,7;37;32;5;24;13
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Construções Civis;M008;Mestrado 2.º ciclo;16,8;;;;;
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Marketing e Comunicação;M210;Mestrado 2.º ciclo;15,7;15;6;9;9;6
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Sistemas Integrados de Gestão (Ambien, Qualidade, Segurança e Resp Social);M525;Mestrado 2.º ciclo;16,1;31;14;17;19;12
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Gestão e Comércio Internacional;T010;CTeSP;13,6;44;18;26;21;23
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Testes de Software;T013;CTeSP;14,9;17;14;3;12;5
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Manutenção Industrial Eletromecatrónica;T077;CTeSP;13,4;3;3;0;3;0
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Desenvolvimento de Aplicações Informáticas;T078;CTeSP;14,3;18;18;0;16;2
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Gestão Clínica Administrativa;T082;CTeSP;;14;3;11;11;3
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Energias Renováveis e Eficiência Energética;T217;CTeSP;12;28;19;9;4;24
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Cibersegurança;T316;CTeSP;;35;33;2;29;6
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Cadastro Predial;T398;CTeSP;;6;5;1;6;0
Instituto Politécnico da Guarda;3090;Escola Superior de Tecnologia e Gestão;3092;Publico;Politecnico;Indústria Automóvel;T409;CTeSP;;20;18;2;18;2
Instituto Politécnico da Guarda;3090;Escola Superior de Turismo e Hotelaria;3095;Publico;Politecnico;Gestão Hoteleira;9173;Licenciatura 1.º ciclo;14,1;103;43;60;92;11
Instituto Politécnico da Guarda;3090;Escola Superior de Turismo e Hotelaria;3095;Publico;Politecnico;Turismo e Lazer;9255;Licenciatura 1.º ciclo;12,8;78;36;42;66;12
Instituto Politécnico da Guarda;3090;Escola Superior de Turismo e Hotelaria;3095;Publico;Politecnico;Restauração e Catering;9484;Licenciatura 1.º ciclo;13,8;41;22;19;35;6
Instituto Politécnico da Guarda;3090;Escola Superior de Turismo e Hotelaria;3095;Publico;Politecnico;Gestão e Sustentabilidade no Turismo;M261;Mestrado 2.º ciclo;;12;5;7;6;6
Instituto Politécnico da Guarda;3090;Escola Superior de Turismo e Hotelaria;3095;Publico;Politecnico;Cozinha e Produção Alimentar;T019;CTeSP;15;42;21;21;37;5
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Ciências da Educação;6031;Mestrado 2.º ciclo;;22;4;18;19;3
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Educação Pré-Escolar;6914;Mestrado 2.º ciclo;15;17;0;17;17;0
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Educação Pré-Escolar e Ensino do 1.º Ciclo do Ensino Básico;6915;Mestrado 2.º ciclo;15,6;34;0;34;34;0
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Ensino do 1.º Ciclo do Ensino Básico;6924;Mestrado 2.º ciclo;;1;0;1;1;0
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Ensino do 1.º e do 2.º Ciclo do Ensino Básico;6925;Mestrado 2.º ciclo;15,6;2;0;2;2;0
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Serviço Social (regime pós-laboral);8014;Licenciatura 1.º ciclo;14,4;95;9;86;93;2
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Educação Básica (regime de ensino a distância);8118;Licenciatura 1.º ciclo;13,7;2;1;1;2;0
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Desporto e Bem-Estar (regime pós-laboral);8132;Licenciatura 1.º ciclo;14,4;71;47;24;71;0
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Relações Humanas e Comunicação Organizacional (regime de ensino a distância);8476;Licenciatura 1.º ciclo;13,2;60;14;46;58;2
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Educação Social;9084;Licenciatura 1.º ciclo;14,1;165;12;153;161;4
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Serviço Social;9238;Licenciatura 1.º ciclo;14,8;173;7;166;167;6
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Tradução e Interpretação: Português/Chinês - Chinês/Português;9492;Licenciatura 1.º ciclo;16;102;29;73;97;5
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Relações Humanas e Comunicação Organizacional;9797;Licenciatura 1.º ciclo;14,4;167;34;133;142;25
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Desporto e Bem-Estar;9851;Licenciatura 1.º ciclo;14,8;109;71;38;99;10
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Educação Básica;9853;Licenciatura 1.º ciclo;14,1;171;7;164;157;14
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Educação Social (regime pós-laboral);9879;Licenciatura 1.º ciclo;;;;;;
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Língua Portuguesa Aplicada;L039;Licenciatura 1.º ciclo;15,1;65;15;50;0;65
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Comunicação e Media;L099;Licenciatura 1.º ciclo;14,1;158;50;108;128;30
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Comunicação e Media (regime pós-laboral);L103;Licenciatura 1.º ciclo;13,6;1;1;0;1;0
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Comunicação e Media;M618;Mestrado 2.º ciclo;16,3;36;8;28;27;9
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Educação Especial - Domínio Cognitivo-Motor;M651;Mestrado 2.º ciclo;16,1;41;3;38;34;7
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Desporto e Saúde para Crianças e Jovens;M696;Mestrado 2.º ciclo;16,4;1;1;0;1;0
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Comunicação Acessível;M698;Mestrado 2.º ciclo;16,7;34;7;27;27;7
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Intervenção e Animação Artísticas;M713;Mestrado 2.º ciclo;15,9;18;1;17;15;3
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Mediação Intercultural e Intervenção Social;M727;Mestrado 2.º ciclo;16;41;8;33;40;1
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Ensino do 1.º Ciclo do Ensino Básico e de Matemática e Ciências Naturais no 2.º Ciclo do Ensino Básico;M814;Mestrado 2.º ciclo;16;18;3;15;18;0
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Utilização Pedagógica das TIC;M886;Mestrado 2.º ciclo;16,3;23;5;18;18;5
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Ciências da Educação - Gestão Escolar;M920;Mestrado 2.º ciclo;17;16;5;11;15;1
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Intervenção Social e Comunitária;T033;CTeSP;14,5;67;6;61;66;1
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Intervenção em Espaços Educativos;T081;CTeSP;14,5;55;0;55;53;2
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Práticas Administrativas e Comunicação Empresarial;T083;CTeSP;14,7;60;9;51;57;3
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Intervenção Sociocultural e Desportiva;T084;CTeSP;14,7;60;28;32;59;1
Instituto Politécnico de Leiria;3100;Escola Superior de Educação e Ciências Sociais;3101;Publico;Politecnico;Intervenção em Ambiente e Património;T131;CTeSP;13,9;;;;;
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Administração Pública;6264;Mestrado 2.º ciclo;16,3;1;1;0;1;0
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Electrotécnica;6358;Mestrado 2.º ciclo;15,5;34;34;0;25;9
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Automóvel;6483;Mestrado 2.º ciclo;15,9;24;23;1;19;5
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Controlo de Gestão;6848;Mestrado 2.º ciclo;16,3;36;14;22;29;7
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Negócios Internacionais;6873;Mestrado 2.º ciclo;15,6;50;22;28;15;35
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Finanças Empresariais;6920;Mestrado 2.º ciclo;15,9;37;17;20;32;5
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Solicitadoria (regime pós-laboral);8015;Licenciatura 1.º ciclo;12,7;118;32;86;111;7
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Marketing (regime de ensino a distância);8123;Licenciatura 1.º ciclo;15,5;;;;;
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Administração Pública;9002;Licenciatura 1.º ciclo;13,3;99;36;63;88;11
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Civil;9089;Licenciatura 1.º ciclo;12,7;83;59;24;47;36
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia e Gestão Industrial;9104;Licenciatura 1.º ciclo;13,9;100;58;42;79;21
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Electrotécnica e de Computadores;9112;Licenciatura 1.º ciclo;14,1;175;166;9;150;25
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Informática;9119;Licenciatura 1.º ciclo;13,4;497;452;45;461;36
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura 1.º ciclo;13,4;181;167;14;170;11
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Gestão;9147;Licenciatura 1.º ciclo;13,2;378;161;217;331;47
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Marketing;9205;Licenciatura 1.º ciclo;13,4;221;96;125;194;27
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Solicitadoria;9242;Licenciatura 1.º ciclo;12,4;213;67;146;208;5
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Gestão;9295;Mestrado 2.º ciclo;15;55;20;35;54;1
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Contabilidade e Finanças;9627;Licenciatura 1.º ciclo;12,7;164;52;112;148;16
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia da Energia e do Ambiente;9648;Licenciatura 1.º ciclo;13,3;43;31;12;27;16
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Biomecânica;9690;Licenciatura 1.º ciclo;13,7;72;50;22;68;4
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Automóvel;9741;Licenciatura 1.º ciclo;13;203;197;6;189;14
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Contabilidade e Finanças (regime pós-laboral);9871;Licenciatura 1.º ciclo;13,4;38;8;30;38;0
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Civil (regime pós-laboral);9881;Licenciatura 1.º ciclo;12,4;3;2;1;3;0
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Informática (regime pós-laboral);9885;Licenciatura 1.º ciclo;13,8;194;182;12;190;4
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Mecânica (regime pós-laboral);9886;Licenciatura 1.º ciclo;13,8;103;96;7;95;8
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Gestão (regime pós-laboral);9991;Licenciatura 1.º ciclo;12,9;148;75;73;140;8
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Tradução Técnica e Empresarial;L048;Licenciatura 1.º ciclo;;;;;;
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Jogos Digitais e Multimédia;L055;Licenciatura 1.º ciclo;14,6;184;142;42;171;13
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Reabilitação do Património;L094;Licenciatura 1.º ciclo;;;;;;
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Eletrotécnica e de Computadores  (regime pós-laboral);L104;Licenciatura 1.º ciclo;13,7;87;87;0;84;3
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia de Concepção e Desenvolvimento de Produto;M236;Mestrado 2.º ciclo;15,3;37;22;15;20;17
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Civil - Construções Civis;M237;Mestrado 2.º ciclo;15,7;34;24;10;11;23
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Informática - Computação Móvel;M238;Mestrado 2.º ciclo;16,3;43;38;5;35;8
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Marketing Relacional;M266;Mestrado 2.º ciclo;15,9;43;13;30;38;5
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia da Energia e do Ambiente;M514;Mestrado 2.º ciclo;16,4;25;18;7;14;11
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Engenharia Mecânica - Produção Industrial;M526;Mestrado 2.º ciclo;15,2;68;57;11;63;5
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Gestão de Sistemas de Informação Médica;M636;Mestrado 2.º ciclo;16,7;;;;;
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Solicitadoria de Empresa;M656;Mestrado 2.º ciclo;15,7;24;7;17;21;3
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Cibersegurança e Informática Forense;M954;Mestrado 2.º ciclo;;39;34;5;38;1
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Redes e Sistemas Informáticos;T001;CTeSP;14,4;80;70;10;78;2
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Gestão da Qualidade;T017;CTeSP;15,5;35;14;21;31;4
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Apoio à Gestão;T032;CTeSP;14,3;105;48;57;105;0
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Projeto de Moldes;T039;CTeSP;14,5;50;40;10;46;4
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Eletrónica e Redes de Telecomunicações;T093;CTeSP;14,3;65;64;1;63;2
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Programação de Sistemas de Informação;T094;CTeSP;15,2;172;160;12;166;6
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Automação, Robótica e Manutenção Industrial;T098;CTeSP;14,4;113;108;5;106;7
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Sistemas Eletromecânicos;T099;CTeSP;14,9;35;35;0;35;0
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Desenvolvimento Web e Multimédia;T100;CTeSP;14,7;93;79;14;92;1
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Gestão dos Negócios Internacionais;T115;CTeSP;14;55;26;29;51;4
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Fabricação Automática;T130;CTeSP;14;44;40;4;43;1
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Serviços Jurídicos;T152;CTeSP;14,7;41;10;31;37;4
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Tecnologia Automóvel;T192;CTeSP;13,9;107;105;2;106;1
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Condução de Obra e Reabilitação;T211;CTeSP;;24;20;4;22;2
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Gestão Energética e Ambiental;T216;CTeSP;13,7;;;;;
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Energias Renováveis e Eficiência Energética;T217;CTeSP;14,2;45;43;2;41;4
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Venda e Negociação Comercial;T224;CTeSP;14,1;72;31;41;70;2
Instituto Politécnico de Leiria;3100;Escola Superior de Tecnologia e Gestão;3102;Publico;Politecnico;Veículos Elétricos e Híbridos;T386;CTeSP;;43;40;3;43;0
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Teatro;6371;Mestrado 2.º ciclo;15;;;;;
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design Gráfico;6416;Mestrado 2.º ciclo;16,5;57;17;40;44;13
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design de Produto;6620;Mestrado 2.º ciclo;16;63;29;34;56;7
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Artes Plásticas;6840;Mestrado 2.º ciclo;16,3;45;21;24;37;8
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design Gráfico e Multimédia (regime pós-laboral);8126;Licenciatura 1.º ciclo;14,6;82;29;53;81;1
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Som e Imagem (regime pós-laboral);8127;Licenciatura 1.º ciclo;;;;;;
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design de Produto - Cerâmica e Vidro;8525;Licenciatura 1.º ciclo;14,6;65;20;45;62;3
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Artes Plásticas;9007;Licenciatura 1.º ciclo;15,3;182;50;132;170;12
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design Industrial;9074;Licenciatura 1.º ciclo;14,2;137;60;77;130;7
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Teatro;9243;Licenciatura 1.º ciclo;15,4;65;23;42;58;7
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Gestão Cultural;9433;Mestrado 2.º ciclo;16,1;27;6;21;23;4
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Som e Imagem;9457;Licenciatura 1.º ciclo;14,4;235;136;99;217;18
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design de Ambientes;9723;Licenciatura 1.º ciclo;13,9;91;28;63;86;5
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design Gráfico e Multimédia;9729;Licenciatura 1.º ciclo;14,8;333;126;207;292;41
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Programação e Produção Cultural;L127;Licenciatura 1.º ciclo;;36;15;21;34;2
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Ilustração e Produção Gráfica;T110;CTeSP;15;55;27;28;51;4
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design para Media Digitais;T111;CTeSP;14,7;54;37;17;52;2
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Prototipagem Digital e Desenho 3D;T116;CTeSP;15,4;35;23;12;34;1
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Audiovisual e Multimédia;T203;CTeSP;14,7;64;36;28;61;3
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Aquacultura;6997;Mestrado 2.º ciclo;17;20;11;9;19;1
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Marketing Turístico (regime de ensino a distância);8119;Licenciatura 1.º ciclo;;2;1;1;2;0
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Gestão de Eventos;8514;Licenciatura 1.º ciclo;13,8;90;24;66;83;7
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Biologia Marinha e Biotecnologia;9014;Licenciatura 1.º ciclo;14,3;157;59;98;142;15
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Biotecnologia;9016;Licenciatura 1.º ciclo;14,7;69;32;37;45;24
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Engenharia Alimentar;9087;Licenciatura 1.º ciclo;12;12;6;6;7;5
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Gestão Turística e Hoteleira;9178;Licenciatura 1.º ciclo;14,1;219;91;128;199;20
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Marketing Turístico;9207;Licenciatura 1.º ciclo;14,7;114;33;81;110;4
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Turismo;9254;Licenciatura 1.º ciclo;14,7;216;62;154;199;17
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Animação Turística;9848;Licenciatura 1.º ciclo;13,9;96;22;74;83;13
