de residência";;;16I1401;16D0101;1701503;1701115;2004301;16D0105;1120302;1701504;1840205;1120303;11E0402;16B1006;1701105;16H0502;11B1703;16E0603;16J0503;1861207;11A0107;1870705;1190307;1500805;11C1303;3003103;16J0907;1190308;2004701;16H0505;11D1805;16F1009;1701106;1500808;11E0405;11A1306;16F1010;11A1308;1111603;11E0407;1701116;1701110;11A0113;16E0611;11A1310;16B1014;2004203;1111607;1861214;1500811;11A1312;1190309;1851414;11A0109;1851416;1811509;16J0912;1701512;1500813;1701111;16I1418;16I1419;16B1113;1111608;1111609;11A1316;1111610;1190312;11A1317;11D1714;16G1823
;;Portugal;Abrantes;Águeda;Almada;Amadora;Angra do Heroísmo;Aveiro;Barcelos;Barreiro;Beja;Braga;Bragança;Caldas da Rainha;Cascais;Castelo Branco;Chaves;Coimbra;Covilhã;Elvas;Espinho;Évora;Fafe;Faro;Felgueiras;Funchal;Guarda;Guimarães;Horta;Idanha-a-Nova;Lamego;Leiria;Lisboa;Loulé;Macedo de Cavaleiros;Maia;Marinha Grande;Matosinhos;Melgaço;Mirandela;Odivelas;Oeiras;Oliveira de Azeméis;Oliveira do Hospital;Paredes;Peniche;Ponta Delgada;Ponte de Lima;Portalegre;Portimão;Porto;Póvoa de Lanhoso;Rio Maior;Santa Maria da Feira;Santarém;Santiago do Cacém;Seia;Setúbal;Silves;Sintra;Tomar;Torres Novas;Torres Vedras;Valença;Viana do Castelo;Vila do Conde;Vila Nova de Cerveira;Vila Nova de Famalicão;Vila Nova de Gaia;Vila Real;Viseu
;Portugal;350 133; 390; 868;10 032; 440; 645;12 392;3 161; 503;2 549;17 927;4 926;1 280;2 340;3 436; 268;33 584;6 480; 271; 61;5 802; 334;7 450;1 373;3 069;2 310; 57; 23; 414; 456;8 106;106 811; 174; 26;4 214; 121;4 710; 144; 840; 668;4 873; 446; 290;1 688;1 048;2 441; 563;1 509; 789;56 252; 182; 721; 457;2 641; 52; 270;5 138; 194; 163;1 940; 96; 106; 323;3 114;1 455; 81;1 349;1 240;6 711;5 346
16F1008;Figueiró dos Vinhos; 150; 0; 0; 1; 0; 0; 1; 0; 0; 0; 1; 0; 1; 0; 3; 0; 76; 5; 0; 0; 3; 0; 1; 0; 0; 1; 0; 0; 1; 0; 28; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 0; 0; 1; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1
16J0905;Fornos de Algodres; 117; 0; 0; 1; 0; 0; 5; 0; 0; 0; 1; 0; 0; 0; 0; 0; 29; 9; 0; 0; 1; 0; 0; 0; 0; 17; 0; 0; 5; 0; 2; 9; 0; 0; 0; 0; 0; 0; 0; 0; 2; 1; 0; 0; 0; 0; 0; 0; 0; 6; 0; 0; 0; 1; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 24
11D0404;Freixo de Espada à Cinta; 105; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 17; 0; 0; 1; 0; 48; 5; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 6; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 11; 1
1861208;Fronteira; 57; 1; 0; 3; 0; 0; 0; 0; 0; 1; 2; 0; 0; 0; 4; 0; 4; 0; 1; 0; 7; 0; 1; 0; 0; 1; 0; 0; 0; 0; 1; 13; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 13; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
3003103;Funchal;3 579; 2; 1; 63; 3; 4; 49; 5; 0; 9; 66; 11; 9; 32; 16; 0; 198; 49; 1; 0; 31; 0; 47; 0;1 471; 12; 0; 0; 1; 2; 13; 998; 0; 0; 4; 0; 3; 1; 2; 5; 48; 2; 4; 5; 1; 8; 0; 3; 2; 281; 0; 10; 0; 15; 0; 1; 19; 0; 1; 5; 0; 0; 2; 8; 2; 0; 0; 5; 31; 18
16J0504;Fundão; 892; 0; 0; 13; 0; 0; 19; 0; 0; 0; 10; 1; 6; 3; 213; 0; 64; 292; 0; 0; 12; 0; 3; 0; 0; 41; 0; 0; 24; 0; 10; 121; 0; 0; 0; 0; 0; 0; 1; 0; 4; 0; 0; 0; 1; 0; 0; 9; 0; 25; 0; 1; 0; 1; 0; 0; 2; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 13
1861209;Gavião; 59; 1; 0; 6; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 9; 0; 3; 1; 1; 0; 2; 0; 0; 0; 0; 2; 0; 0; 0; 0; 2; 19; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 1; 0; 0; 5; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
16E0606;Góis; 74; 0; 1; 0; 0; 0; 3; 0; 0; 0; 0; 0; 1; 0; 1; 0; 55; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1851412;Golegã; 125; 1; 1; 1; 0; 0; 3; 0; 0; 0; 0; 0; 2; 2; 6; 0; 5; 6; 0; 0; 4; 0; 2; 0; 0; 0; 0; 0; 0; 0; 6; 35; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 3; 0; 1; 0; 17; 0; 0; 0; 0; 0; 27; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0
11A1304;Gondomar;5 095; 0; 5; 6; 1; 0; 95; 14; 0; 0; 105; 10; 8; 2; 4; 1; 84; 28; 1; 0; 0; 1; 12; 12; 1; 5; 0; 0; 0; 3; 5; 165; 0; 0; 304; 0; 458; 0; 5; 0; 2; 2; 1; 100; 0; 0; 6; 2; 0;3 421; 0; 1; 2; 1; 0; 3; 1; 0; 0; 4; 0; 0; 1; 4; 68; 0; 7; 58; 67; 9
16J0906;Gouveia; 353; 0; 1; 2; 0; 0; 27; 0; 0; 0; 4; 8; 0; 0; 11; 0; 91; 31; 0; 0; 2; 0; 0; 0; 0; 47; 0; 0; 1; 1; 5; 37; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 2; 0; 0; 1; 0; 1; 0; 19; 0; 0; 0; 0; 0; 10; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 8; 40
1811505;Grândola; 292; 0; 0; 12; 0; 1; 0; 0; 0; 49; 1; 2; 4; 2; 1; 0; 6; 0; 0; 0; 30; 0; 28; 0; 0; 0; 0; 0; 0; 0; 0; 110; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 1; 1; 0; 0; 0; 1; 2; 0; 1; 0; 1; 2; 0; 35; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
16J0907;Guarda;1 967; 1; 0; 18; 1; 0; 68; 1; 0; 0; 10; 5; 5; 6; 61; 0; 233; 324; 1; 0; 11; 0; 9; 1; 1; 717; 0; 0; 15; 0; 11; 241; 0; 0; 0; 0; 1; 0; 0; 0; 17; 0; 0; 7; 1; 1; 0; 1; 0; 87; 0; 1; 0; 2; 0; 11; 1; 0; 0; 0; 0; 0; 0; 2; 0; 0; 1; 1; 32; 61
1190308;Guimarães;5 369; 0; 8; 9; 3; 3; 81; 135; 0; 3;2 130; 140; 11; 3; 7; 9; 417; 86; 0; 0; 9; 99; 17; 144; 0; 25; 25; 0; 4; 3; 23; 130; 0; 0; 98; 0; 63; 11; 50; 0; 4; 2; 1; 36; 4; 2; 14; 2; 1; 879; 21; 0; 0; 1; 0; 5; 1; 0; 2; 7; 0; 0; 6; 110; 55; 1; 185; 6; 245; 33
2004701;Horta; 326; 1; 1; 4; 0; 8; 13; 1; 0; 0; 9; 7; 2; 0; 5; 0; 19; 3; 0; 0; 6; 0; 7; 0; 0; 3; 0; 18; 0; 0; 8; 114; 0; 0; 5; 0; 2; 0; 1; 0; 5; 1; 0; 0; 1; 49; 0; 0; 0; 19; 0; 1; 0; 2; 0; 0; 3; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 1; 3; 1
16H0505;Idanha-a-Nova; 187; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 42; 0; 9; 17; 0; 0; 4; 0; 1; 0; 0; 3; 0; 0; 84; 0; 1; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1
16D0110;Ílhavo;1 509; 1; 64; 4; 0; 0; 680; 4; 0; 0; 22; 6; 4; 4; 8; 0; 350; 28; 0; 0; 1; 0; 2; 2; 3; 11; 0; 0; 2; 0; 8; 84; 0; 0; 2; 0; 3; 1; 1; 0; 15; 9; 1; 9; 6; 0; 0; 4; 0; 111; 0; 2; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 2; 2; 6; 44
1500806;Lagoa (Algarve); 447; 0; 0; 16; 0; 0; 7; 0; 0; 10; 0; 1; 1; 1; 4; 0; 17; 0; 0; 0; 22; 0; 111; 0; 0; 0; 0; 0; 0; 0; 1; 112; 2; 0; 0; 0; 0; 0; 0; 0; 8; 0; 0; 0; 0; 0; 0; 3; 86; 9; 0; 1; 0; 0; 0; 0; 7; 25; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1
2004201;Lagoa (R.A.A.); 262; 0; 0; 1; 0; 7; 0; 0; 0; 0; 1; 1; 1; 1; 1; 0; 8; 1; 0; 0; 4; 0; 1; 2; 0; 0; 0; 0; 1; 0; 1; 60; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 145; 0; 2; 0; 15; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0
1500807;Lagos; 648; 0; 0; 39; 0; 0; 4; 0; 0; 12; 5; 0; 5; 2; 6; 0; 31; 6; 0; 0; 27; 0; 148; 0; 0; 0; 0; 0; 0; 0; 4; 228; 1; 0; 0; 0; 0; 0; 0; 0; 9; 1; 0; 0; 0; 0; 0; 4; 86; 11; 0; 1; 0; 0; 0; 0; 3; 11; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
2004801;Lajes das Flores; 21; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 11; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
2004601;Lajes do Pico; 88; 0; 0; 0; 0; 10; 3; 0; 0; 1; 0; 1; 0; 0; 1; 0; 11; 6; 0; 0; 1; 0; 2; 0; 0; 0; 0; 0; 0; 0; 2; 26; 0; 0; 0; 0; 1; 0; 0; 0; 3; 0; 0; 0; 0; 7; 0; 0; 2; 6; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1
11D1805;Lamego; 939; 2; 2; 4; 0; 0; 56; 3; 0; 0; 25; 37; 0; 2; 6; 1; 105; 50; 1; 0; 1; 0; 3; 2; 0; 9; 0; 0; 0; 144; 8; 56; 0; 0; 1; 0; 6; 1; 1; 0; 1; 0; 1; 3; 0; 2; 1; 1; 0; 204; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 1; 109; 88
16F1009;Leiria;5 576; 6; 1; 86; 2; 1; 148; 0; 0; 6; 18; 7; 93; 13; 40; 0; 711; 83; 2; 0; 76; 0; 29; 2; 0; 11; 0; 0; 1; 0;2 764;1 025; 0; 0; 1; 31; 7; 0; 5; 0; 54; 0; 1; 6; 64; 4; 0; 18; 0; 112; 0; 27; 0; 28; 0; 4; 2; 0; 5; 46; 0; 0; 0; 0; 1; 0; 0; 0; 11; 24
1701106;Lisboa;28 577; 5; 0;1 223; 156; 3; 55; 4; 25; 10; 40; 13; 69; 315; 34; 1; 157; 53; 4; 0; 147; 0; 106; 0; 7; 16; 0; 0; 3; 1; 27;24 849; 4; 0; 4; 0; 6; 0; 7; 67; 678; 2; 1; 4; 16; 8; 0; 4; 5; 180; 0; 22; 0; 62; 0; 7; 83; 0; 12; 40; 0; 0; 1; 0; 3; 0; 2; 3; 14; 19
1500808;Loulé;1 471; 0; 0; 28; 1; 0; 3; 1; 0; 20; 6; 2; 1; 5; 9; 0; 37; 12; 0; 0; 50; 0; 793; 0; 0; 0; 0; 0; 0; 0; 3; 339; 63; 0; 0; 0; 0; 0; 0; 1; 13; 1; 0; 0; 1; 0; 0; 4; 29; 24; 0; 1; 0; 0; 0; 0; 6; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 4
1701107;Loures;6 239; 2; 0; 268; 15; 2; 11; 1; 7; 6; 9; 2; 19; 69; 24; 0; 45; 15; 4; 0; 34; 0; 36; 0; 0; 5; 0; 0; 3; 0; 11;5 185; 0; 0; 0; 0; 1; 0; 1; 76; 149; 1; 0; 0; 17; 2; 0; 6; 1; 17; 0; 11; 0; 57; 0; 0; 88; 1; 5; 20; 0; 0; 1; 1; 0; 0; 0; 0; 3; 8
16B1108;Lourinhã; 545; 1; 0; 30; 0; 0; 4; 0; 1; 3; 1; 2; 12; 5; 2; 0; 22; 6; 0; 0; 15; 0; 3; 0; 0; 2; 0; 0; 0; 0; 42; 291; 0; 0; 0; 0; 0; 0; 0; 0; 12; 0; 0; 0; 34; 2; 0; 3; 0; 1; 0; 5; 0; 19; 0; 0; 4; 0; 1; 3; 0; 13; 0; 0; 0; 0; 0; 0; 4; 2
16E0607;Lousã; 531; 0; 0; 1; 2; 0; 11; 0; 0; 1; 2; 0; 1; 2; 5; 0; 442; 11; 0; 0; 2; 0; 1; 0; 0; 2; 0; 0; 0; 0; 3; 31; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 1; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 3; 1
11C1305;Lousada;1 105; 0; 3; 4; 0; 0; 23; 3; 0; 0; 75; 88; 2; 0; 4; 2; 59; 25; 1; 0; 2; 4; 4; 108; 0; 4; 0; 0; 0; 2; 5; 29; 0; 0; 60; 0; 35; 0; 11; 2; 1; 0; 0; 59; 1; 0; 0; 0; 0; 393; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 5; 5; 0; 5; 4; 67; 7
16I1413;Mação; 180; 11; 1; 8; 0; 0; 6; 0; 0; 1; 1; 0; 0; 0; 24; 0; 11; 14; 1; 0; 3; 0; 3; 0; 0; 3; 0; 0; 3; 0; 8; 31; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 6; 0; 4; 0; 4; 0; 7; 0; 0; 0; 0; 0; 24; 1; 1; 0; 0; 1; 0; 0; 0; 1; 0
11E0405;Macedo de Cavaleiros; 579; 0; 1; 3; 0; 0; 13; 2; 0; 0; 24; 240; 0; 0; 0; 2; 67; 22; 0; 0; 3; 0; 0; 0; 0; 3; 0; 0; 0; 0; 1; 28; 0; 9; 2; 0; 3; 0; 27; 0; 1; 0; 0; 3; 0; 0; 0; 1; 0; 58; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 1; 0; 1; 49; 13
3003104;Machico; 498; 1; 0; 5; 1; 1; 11; 0; 0; 4; 10; 3; 0; 0; 8; 0; 45; 15; 1; 0; 5; 0; 9; 0; 201; 1; 0; 0; 0; 0; 6; 86; 0; 0; 0; 0; 3; 0; 1; 2; 3; 2; 0; 1; 2; 3; 0; 7; 0; 47; 0; 1; 0; 5; 0; 0; 2; 1; 0; 1; 0; 0; 0; 0; 1; 0; 0; 1; 1; 1
2004602;Madalena; 117; 0; 2; 3; 0; 6; 4; 0; 0; 0; 2; 0; 1; 0; 1; 0; 12; 2; 0; 0; 2; 0; 4; 0; 0; 0; 0; 0; 0; 1; 1; 30; 0; 0; 0; 0; 2; 0; 0; 0; 2; 0; 0; 0; 0; 12; 0; 1; 0; 16; 0; 1; 0; 0; 0; 0; 3; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 4; 0
1701109;Mafra;2 060; 1; 0; 63; 6; 0; 8; 0; 1; 2; 5; 1; 15; 40; 4; 0; 21; 8; 2; 0; 22; 0; 9; 0; 0; 1; 0; 0; 0; 0; 13;1 627; 0; 0; 0; 0; 0; 0; 0; 32; 68; 0; 1; 0; 25; 1; 0; 4; 1; 6; 0; 9; 0; 21; 1; 0; 11; 0; 2; 7; 0; 15; 0; 0; 0; 0; 0; 0; 3; 4
11A1306;Maia;4 998; 0; 1; 5; 3; 0; 110; 13; 0; 1; 169; 10; 2; 4; 4; 0; 89; 28; 0; 0; 5; 0; 8; 15; 0; 3; 2; 0; 0; 0; 4; 150; 0; 0; 514; 0; 414; 3; 3; 0; 6; 1; 0; 46; 2; 1; 4; 0; 0;3 156; 0; 1; 0; 0; 0; 0; 1; 0; 2; 1; 0; 0; 1; 18; 91; 0; 21; 37; 44; 5
16G1806;Mangualde; 478; 0; 0; 5; 0; 0; 47; 0; 0; 0; 4; 0; 0; 1; 8; 0; 97; 39; 0; 0; 7; 0; 0; 0; 0; 10; 0; 0; 1; 4; 1; 42; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 40; 0; 0; 0; 0; 0; 3; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 8; 155
16J0908;Manteigas; 106; 0; 0; 2; 0; 0; 3; 0; 0; 0; 0; 0; 0; 1; 13; 0; 7; 38; 0; 0; 6; 0; 0; 0; 0; 16; 0; 0; 0; 0; 1; 12; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
11C1307;Marco de Canaveses;1 344; 0; 2; 1; 0; 0; 54; 6; 0; 1; 68; 93; 1; 0; 3; 1; 91; 16; 0; 0; 1; 1; 1; 37; 1; 9; 0; 0; 0; 6; 6; 41; 0; 0; 31; 0; 45; 0; 11; 0; 0; 0; 0; 30; 0; 0; 11; 0; 0; 548; 0; 0; 0; 1; 0; 1; 0; 0; 0; 2; 0; 0; 1; 2; 15; 0; 0; 11; 157; 38
16F1010;Marinha Grande;1 269; 0; 2; 27; 1; 0; 50; 2; 0; 0; 5; 2; 18; 4; 12; 0; 163; 13; 0; 0; 16; 0; 7; 0; 0; 2; 0; 0; 0; 1; 558; 217; 0; 0; 1; 64; 0; 1; 2; 1; 4; 1; 1; 1; 17; 2; 0; 4; 1; 33; 0; 14; 0; 8; 0; 1; 1; 0; 1; 6; 0; 0; 0; 0; 0; 0; 0; 0; 1; 4
1861210;Marvão; 89; 0; 0; 9; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 8; 0; 3; 1; 3; 0; 16; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 11; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 33; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
11A1308;Matosinhos;6 265; 0; 0; 8; 3; 0; 109; 8; 0; 1; 157; 23; 7; 10; 2; 1; 60; 25; 0; 0; 7; 0; 6; 8; 1; 5; 0; 0; 0; 1; 6; 203; 0; 0; 445; 0; 535; 0; 1; 0; 5; 6; 0; 65; 1; 0; 8; 1; 0;4 269; 0; 1; 0; 2; 0; 2; 1; 0; 1; 2; 0; 0; 0; 13; 133; 0; 6; 56; 55; 6
16E0111;Mealhada; 439; 0; 11; 2; 0; 0; 43; 0; 0; 0; 1; 1; 1; 0; 5; 1; 302; 8; 0; 0; 2; 0; 1; 0; 0; 2; 0; 0; 0; 0; 6; 12; 0; 0; 1; 0; 2; 0; 0; 0; 1; 0; 0; 2; 1; 0; 0; 0; 0; 24; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 5
16J0909;Mêda; 110; 0; 1; 1; 0; 0; 1; 0; 0; 0; 0; 2; 0; 1; 1; 0; 29; 12; 0; 0; 1; 0; 0; 0; 0; 20; 0; 0; 0; 0; 0; 15; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 16
1111603;Melgaço; 191; 0; 0; 1; 0; 0; 5; 3; 0; 0; 30; 7; 1; 0; 1; 2; 18; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7; 0; 0; 1; 0; 1; 8; 0; 0; 0; 0; 1; 1; 0; 0; 5; 1; 0; 50; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9; 27; 0; 1; 1; 0; 4; 1
1840209;Mértola; 121; 1; 0; 7; 0; 0; 0; 0; 0; 38; 0; 0; 0; 0; 0; 0; 7; 1; 0; 0; 6; 0; 24; 0; 0; 1; 0; 0; 0; 0; 0; 35; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
11D1704;Mesão Frio; 86; 0; 0; 0; 0; 0; 4; 0; 0; 0; 2; 6; 0; 0; 0; 0; 3; 2; 0; 0; 0; 0; 0; 1; 0; 3; 0; 0; 1; 6; 0; 10; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 28; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 11; 5
16E0608;Mira; 396; 0; 11; 0; 0; 0; 86; 0; 0; 0; 4; 3; 1; 1; 4; 0; 201; 5; 0; 0; 1; 0; 0; 0; 0; 2; 0; 0; 0; 0; 8; 17; 0; 0; 2; 0; 3; 0; 0; 0; 0; 2; 0; 5; 2; 0; 0; 3; 0; 16; 0; 2; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 1; 1; 12
16E0609;Miranda do Corvo; 413; 0; 0; 1; 0; 0; 6; 0; 0; 0; 1; 0; 0; 0; 2; 0; 367; 3; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 2; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 9; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 5
11E0406;Miranda do Douro; 198; 0; 0; 1; 0; 0; 5; 0; 0; 0; 7; 54; 0; 0; 1; 0; 22; 10; 0; 0; 1; 0; 1; 0; 0; 3; 0; 0; 0; 0; 1; 19; 0; 0; 2; 0; 0; 0; 7; 0; 1; 0; 1; 6; 0; 0; 0; 0; 0; 39; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 15; 0
11E0407;Mirandela; 863; 0; 0; 2; 0; 0; 13; 0; 0; 0; 31; 174; 0; 0; 11; 3; 123; 28; 0; 0; 7; 0; 4; 0; 0; 7; 0; 0; 0; 2; 3; 44; 0; 4; 0; 0; 11; 0; 141; 0; 1; 0; 0; 6; 0; 0; 0; 0; 0; 136; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 1; 1; 104; 4
11E0408;Mogadouro; 298; 1; 0; 1; 0; 0; 1; 0; 0; 0; 7; 160; 0; 0; 2; 1; 25; 3; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 1; 6; 0; 0; 4; 0; 1; 0; 13; 0; 2; 0; 0; 2; 0; 0; 0; 0; 0; 31; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 3; 28; 1
11D1807;Moimenta da Beira; 268; 0; 0; 2; 0; 0; 19; 0; 0; 0; 7; 1; 0; 0; 4; 0; 65; 18; 0; 0; 3; 0; 1; 0; 0; 11; 0; 0; 0; 8; 3; 14; 0; 0; 0; 0; 2; 1; 1; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 21; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 11; 71
1701506;Moita;1 617; 0; 0; 117; 2; 0; 1; 0; 69; 5; 0; 4; 5; 13; 3; 0; 12; 6; 1; 0; 20; 0; 13; 1; 1; 2; 0; 0; 1; 0; 0; 848; 0; 0; 0; 0; 1; 0; 0; 5; 36; 0; 1; 0; 3; 0; 0; 4; 2; 7; 0; 0; 0; 4; 0; 0; 427; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0
1111604;Monção; 478; 0; 3; 4; 0; 0; 24; 4; 0; 0; 70; 19; 1; 1; 0; 0; 31; 4; 0; 0; 0; 0; 0; 3; 0; 1; 0; 0; 0; 1; 8; 15; 0; 0; 11; 0; 5; 4; 0; 0; 2; 0; 0; 5; 0; 0; 15; 0; 0; 119; 2; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 45; 48; 0; 1; 1; 1; 27; 1
1500809;Monchique; 128; 0; 0; 10; 0; 0; 2; 0; 0; 8; 0; 0; 0; 0; 1; 0; 4; 0; 0; 0; 5; 0; 38; 0; 0; 0; 0; 0; 0; 0; 0; 40; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 12; 2; 0; 2; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1191705;Mondim de Basto; 183; 0; 0; 0; 0; 0; 5; 0; 0; 0; 15; 26; 0; 1; 1; 2; 15; 2; 0; 0; 2; 1; 1; 11; 0; 1; 0; 0; 1; 1; 3; 4; 0; 0; 4; 0; 2; 0; 5; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 29; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 47; 0
1861211;Monforte; 68; 0; 0; 4; 0; 0; 0; 0; 0; 4; 1; 0; 0; 1; 2; 0; 0; 0; 1; 0; 14; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 12; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 24; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1
