,"Tabela 3.1 - Inscritos em estabelecimentos de ensino superior residentes em Portugal segundo o concelho do estabelecimento de ensino superior por concelho da residência permanente do aluno, em 2015/16 - Todos os níveis formação",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
municipios,Abrantes,Águeda,Almada,Amadora,Angra do Heroísmo,Aveiro,Barcelos,Barreiro,Beja,Braga,Bragança,Caldas da Rainha,Cascais,Castelo Branco,Chaves,Coimbra,Covilhã,Elvas,Espinho,Évora,Fafe,Faro,Felgueiras,Funchal,Guarda,Guimarães,Horta,Idanha-a-Nova,Lamego,Leiria,Lisboa,Loulé,Maia,Marinha Grande,Matosinhos,Melgaço,Mirandela,Odivelas,Oeiras,Oliveira de Azeméis,Oliveira do Hospital,Paredes,Penafiel,Peniche,Ponta Delgada,Ponte de Lima,Portalegre,Portimão,Porto,Póvoa de Lanhoso,Rio Maior,Santa Maria da Feira,Santarém,Santiago do Cacém,Seia,Setúbal,Silves,Sintra,Tomar,Torres Novas,Torres Vedras,Valença,Viana do Castelo,Vila do Conde,Vila Nova de Cerveira,Vila Nova de Famalicão,Vila Nova de Gaia,Vila Real,Viseu
Santa Cruz,0.00,0.00,8.00,1.00,0.00,15.00,3.00,0.00,1.00,28.00,5.00,0.00,0.00,7.00,0.00,56.00,14.00,0.00,0.00,11.00,0.00,9.00,0.00,511.00,3.00,0.00,0.00,0.00,1.00,13.00,271.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,6.00,1.00,0.00,0.00,0.00,1.00,6.00,0.00,2.00,0.00,80.00,0.00,5.00,0.00,3.00,0.00,0.00,6.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8.00,7.00,7.00
Santa Cruz da Graciosa,0.00,0.00,2.00,0.00,8.00,1.00,0.00,0.00,1.00,3.00,1.00,0.00,1.00,0.00,0.00,8.00,1.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,4.00,30.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,11.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00
Santa Cruz das Flores,0.00,0.00,1.00,0.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
Santa Maria da Feira,0.00,20.00,3.00,0.00,1.00,594.00,4.00,0.00,1.00,70.00,25.00,9.00,5.00,20.00,0.00,369.00,82.00,0.00,0.00,6.00,0.00,10.00,4.00,0.00,11.00,0.00,0.00,1.00,9.00,12.00,120.00,0.00,111.00,0.00,136.00,1.00,2.00,0.00,4.00,75.00,2.00,27.00,0.00,7.00,1.00,0.00,2.00,1.00,1666.00,0.00,0.00,176.00,1.00,0.00,6.00,0.00,1.00,1.00,4.00,0.00,0.00,0.00,13.00,17.00,0.00,0.00,137.00,83.00,42.00
Santa Marta de Penaguião,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,1.00,2.00,35.00,0.00,0.00,2.00,0.00,11.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,1.00,8.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,59.00,3.00
Santana,0.00,0.00,6.00,0.00,0.00,8.00,0.00,0.00,3.00,4.00,1.00,0.00,0.00,1.00,0.00,19.00,7.00,0.00,0.00,5.00,0.00,7.00,0.00,69.00,0.00,0.00,0.00,0.00,0.00,3.00,37.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,11.00,0.00,1.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,5.00,0.00
Santarém,5.00,0.00,76.00,4.00,0.00,22.00,0.00,1.00,2.00,3.00,3.00,14.00,19.00,21.00,0.00,140.00,24.00,1.00,0.00,54.00,0.00,16.00,0.00,1.00,8.00,0.00,0.00,0.00,0.00,77.00,895.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,36.00,1.00,0.00,2.00,0.00,32.00,0.00,0.00,4.00,1.00,17.00,0.00,49.00,0.00,505.00,0.00,0.00,9.00,1.00,2.00,30.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,3.00,2.00,1.00
Santiago do Cacém,0.00,0.00,57.00,0.00,0.00,5.00,0.00,3.00,70.00,0.00,0.00,1.00,2.00,2.00,0.00,8.00,2.00,0.00,0.00,34.00,0.00,45.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,4.00,271.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,4.00,5.00,0.00,1.00,0.00,3.00,47.00,0.00,87.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Santo Tirso,0.00,0.00,2.00,1.00,0.00,58.00,36.00,0.00,0.00,315.00,51.00,0.00,1.00,4.00,0.00,74.00,17.00,0.00,0.00,5.00,3.00,4.00,36.00,0.00,6.00,1.00,0.00,0.00,0.00,4.00,72.00,0.00,89.00,0.00,66.00,0.00,3.00,0.00,2.00,1.00,1.00,18.00,0.00,0.00,0.00,5.00,1.00,0.00,841.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,27.00,0.00,68.00,45.00,47.00,12.00
São Brás de Alportel,0.00,0.00,8.00,0.00,0.00,1.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,3.00,0.00,5.00,3.00,1.00,0.00,7.00,0.00,130.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,43.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,4.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00
São João da Madeira,0.00,5.00,4.00,1.00,2.00,95.00,0.00,0.00,0.00,21.00,4.00,1.00,0.00,1.00,0.00,108.00,21.00,0.00,0.00,3.00,0.00,2.00,3.00,0.00,6.00,1.00,0.00,0.00,2.00,4.00,34.00,0.00,13.00,0.00,19.00,0.00,3.00,0.00,1.00,16.00,2.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,220.00,0.00,1.00,30.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,14.00,12.00,15.00
São João da Pesqueira,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,12.00,0.00,0.00,0.00,0.00,44.00,9.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,12.00,0.00,0.00,0.00,3.00,2.00,10.00,0.00,1.00,0.00,2.00,0.00,7.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,29.00,26.00
São Pedro do Sul,0.00,7.00,6.00,0.00,0.00,33.00,0.00,0.00,0.00,1.00,4.00,1.00,1.00,1.00,0.00,97.00,19.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,14.00,0.00,0.00,0.00,2.00,0.00,48.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,14.00,78.00
São Roque do Pico,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,6.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
São Vicente,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,1.00,1.00,0.00,3.00,0.00,5.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,37.00,1.00,0.00,0.00,0.00,0.00,1.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00
Sardoal,6.00,0.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,5.00,0.00,7.00,17.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sátão,0.00,0.00,7.00,0.00,0.00,19.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,72.00,12.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,7.00,0.00,0.00,0.00,6.00,3.00,30.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,5.00,102.00
Seia,1.00,0.00,5.00,0.00,0.00,31.00,1.00,0.00,0.00,1.00,13.00,2.00,0.00,9.00,0.00,189.00,51.00,0.00,0.00,6.00,0.00,6.00,0.00,1.00,29.00,0.00,0.00,0.00,1.00,6.00,74.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,4.00,0.00,16.00,4.00,0.00,1.00,0.00,0.00,1.00,1.00,23.00,0.00,1.00,0.00,2.00,0.00,27.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,3.00,77.00
Seixal,0.00,0.00,808.00,12.00,1.00,6.00,1.00,46.00,7.00,2.00,3.00,8.00,51.00,13.00,0.00,21.00,14.00,4.00,0.00,46.00,0.00,30.00,0.00,1.00,4.00,0.00,0.00,3.00,1.00,9.00,2697.00,0.00,1.00,0.00,0.00,1.00,2.00,13.00,84.00,0.00,0.00,1.00,0.00,9.00,4.00,1.00,8.00,1.00,17.00,0.00,7.00,0.00,6.00,0.00,1.00,545.00,0.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,3.00
Sernancelhe,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,4.00,2.00,0.00,1.00,8.00,0.00,15.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,7.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,2.00,33.00
Serpa,0.00,0.00,16.00,1.00,0.00,0.00,0.00,0.00,161.00,1.00,1.00,2.00,3.00,2.00,0.00,6.00,1.00,0.00,0.00,47.00,0.00,42.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,4.00,0.00,3.00,0.00,1.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sertã,3.00,0.00,2.00,1.00,1.00,13.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,109.00,0.00,135.00,16.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,3.00,0.00,30.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,1.00,3.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00
Sesimbra,1.00,1.00,187.00,5.00,1.00,2.00,0.00,14.00,2.00,2.00,0.00,3.00,11.00,6.00,0.00,7.00,3.00,0.00,0.00,30.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,646.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,32.00,0.00,0.00,1.00,0.00,2.00,1.00,0.00,5.00,1.00,6.00,0.00,2.00,0.00,3.00,0.00,0.00,262.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00
Setúbal,3.00,0.00,366.00,9.00,0.00,10.00,1.00,65.00,17.00,9.00,0.00,8.00,22.00,14.00,0.00,37.00,23.00,3.00,0.00,117.00,0.00,37.00,0.00,1.00,3.00,0.00,0.00,1.00,0.00,4.00,1784.00,0.00,1.00,0.00,0.00,0.00,2.00,1.00,64.00,0.00,0.00,0.00,0.00,7.00,1.00,0.00,22.00,0.00,26.00,0.00,12.00,0.00,12.00,0.00,0.00,1316.00,0.00,8.00,9.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00
Sever do Vouga,0.00,7.00,1.00,0.00,0.00,111.00,1.00,0.00,0.00,2.00,2.00,2.00,1.00,3.00,0.00,74.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,1.00,3.00,17.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,5.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,6.00,25.00
Silves,0.00,0.00,22.00,0.00,0.00,6.00,0.00,1.00,20.00,1.00,0.00,4.00,3.00,7.00,0.00,31.00,7.00,0.00,0.00,38.00,0.00,212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,167.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,6.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,2.00,59.00,6.00,0.00,6.00,0.00,3.00,0.00,0.00,7.00,17.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00
Sines,0.00,1.00,20.00,1.00,0.00,0.00,0.00,3.00,16.00,1.00,0.00,3.00,0.00,3.00,0.00,2.00,4.00,0.00,0.00,8.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,5.00,0.00,0.00,2.00,0.00,0.00,5.00,0.00,55.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sintra,4.00,0.00,538.00,38.00,0.00,30.00,2.00,23.00,13.00,10.00,13.00,37.00,319.00,33.00,0.00,69.00,36.00,10.00,0.00,88.00,0.00,37.00,0.00,1.00,11.00,0.00,0.00,5.00,0.00,31.00,9141.00,0.00,0.00,0.00,2.00,0.00,2.00,82.00,748.00,0.00,1.00,2.00,0.00,30.00,3.00,0.00,13.00,1.00,35.00,0.00,18.00,0.00,40.00,0.00,0.00,84.00,0.00,17.00,17.00,0.00,0.00,1.00,1.00,1.00,0.00,4.00,2.00,5.00,17.00
Sobral de Monte Agraço,0.00,0.00,11.00,1.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00,7.00,2.00,0.00,0.00,3.00,0.00,3.00,0.00,4.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,156.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,6.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Soure,0.00,1.00,4.00,1.00,0.00,20.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,3.00,0.00,405.00,5.00,1.00,0.00,5.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,26.00,22.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,10.00,0.00,2.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,3.00
Sousel,0.00,0.00,4.00,0.00,0.00,1.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,2.00,0.00,4.00,0.00,7.00,0.00,21.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,1.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tábua,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,146.00,14.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,2.00,2.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,19.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,22.00
Tabuaço,0.00,1.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,5.00,7.00,0.00,0.00,0.00,0.00,10.00,5.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,5.00,0.00,0.00,0.00,7.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,6.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,13.00
Tarouca,0.00,0.00,1.00,0.00,0.00,6.00,0.00,0.00,0.00,9.00,5.00,0.00,0.00,3.00,0.00,26.00,7.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,26.00,1.00,12.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,28.00,11.00
Tavira,1.00,0.00,12.00,0.00,0.00,2.00,1.00,0.00,30.00,0.00,0.00,2.00,1.00,2.00,0.00,12.00,1.00,0.00,0.00,20.00,0.00,302.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,151.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Terras de Bouro,0.00,0.00,2.00,0.00,0.00,2.00,22.00,0.00,0.00,67.00,5.00,0.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,13.00,0.00,7.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,3.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,4.00,1.00,0.00,2.00,1.00,6.00,1.00
Tomar,20.00,0.00,33.00,1.00,0.00,32.00,0.00,1.00,0.00,1.00,1.00,12.00,3.00,27.00,0.00,196.00,27.00,4.00,0.00,22.00,0.00,4.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,87.00,396.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,17.00,0.00,0.00,1.00,0.00,7.00,2.00,0.00,8.00,0.00,16.00,0.00,12.00,0.00,50.00,0.00,0.00,4.00,0.00,3.00,491.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,8.00,3.00
Tondela,0.00,4.00,3.00,0.00,0.00,73.00,0.00,0.00,1.00,3.00,3.00,4.00,4.00,7.00,0.00,177.00,26.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,10.00,0.00,0.00,2.00,6.00,10.00,64.00,0.00,0.00,0.00,3.00,0.00,2.00,0.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,10.00,217.00
Torre de Moncorvo,0.00,0.00,2.00,0.00,0.00,4.00,0.00,0.00,0.00,1.00,75.00,0.00,1.00,6.00,0.00,20.00,7.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,1.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,23.00,11.00
Torres Novas,11.00,1.00,38.00,2.00,0.00,29.00,3.00,0.00,0.00,6.00,4.00,12.00,5.00,16.00,0.00,106.00,29.00,0.00,0.00,27.00,0.00,10.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,64.00,415.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,2.00,0.00,0.00,20.00,1.00,0.00,5.00,0.00,21.00,0.00,9.00,0.00,58.00,0.00,0.00,2.00,0.00,2.00,117.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00
Torres Vedras,5.00,0.00,74.00,2.00,0.00,18.00,1.00,3.00,1.00,6.00,1.00,48.00,18.00,8.00,0.00,37.00,17.00,2.00,0.00,31.00,0.00,14.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,113.00,1245.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,57.00,0.00,0.00,0.00,0.00,52.00,0.00,0.00,4.00,2.00,16.00,0.00,32.00,0.00,30.00,0.00,1.00,6.00,0.00,0.00,7.00,0.00,49.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00
Trancoso,1.00,0.00,2.00,0.00,0.00,10.00,0.00,0.00,0.00,5.00,1.00,1.00,2.00,5.00,0.00,61.00,23.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,43.00,0.00,0.00,1.00,1.00,4.00,38.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,22.00
Trofa,0.00,1.00,3.00,0.00,0.00,17.00,38.00,0.00,0.00,176.00,3.00,0.00,0.00,4.00,0.00,22.00,20.00,1.00,0.00,2.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,38.00,0.00,0.00,0.00,43.00,0.00,0.00,0.00,1.00,0.00,0.00,5.00,0.00,0.00,0.00,4.00,0.00,0.00,461.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,9.00,20.00,0.00,38.00,37.00,7.00,0.00
Vagos,1.00,28.00,4.00,0.00,0.00,232.00,1.00,0.00,3.00,6.00,3.00,5.00,2.00,3.00,0.00,139.00,20.00,0.00,0.00,6.00,0.00,5.00,0.00,0.00,11.00,0.00,0.00,0.00,4.00,9.00,32.00,0.00,4.00,0.00,1.00,0.00,1.00,0.00,0.00,4.00,2.00,4.00,0.00,2.00,0.00,1.00,1.00,0.00,68.00,0.00,2.00,2.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7.00,4.00,19.00
Vale de Cambra,0.00,5.00,2.00,0.00,0.00,140.00,0.00,0.00,0.00,19.00,5.00,1.00,1.00,2.00,0.00,115.00,13.00,0.00,0.00,2.00,0.00,3.00,0.00,0.00,9.00,0.00,0.00,0.00,1.00,5.00,28.00,0.00,8.00,0.00,9.00,0.00,0.00,0.00,0.00,13.00,1.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,215.00,0.00,1.00,22.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,12.00,10.00,36.00
Valença,0.00,0.00,2.00,0.00,0.00,5.00,5.00,0.00,0.00,34.00,7.00,1.00,1.00,2.00,0.00,20.00,7.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,16.00,0.00,3.00,0.00,3.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,52.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,91.00,49.00,1.00,3.00,0.00,6.00,15.00,1.00
Valongo,0.00,1.00,5.00,1.00,0.00,43.00,11.00,0.00,0.00,93.00,20.00,7.00,0.00,2.00,0.00,44.00,24.00,0.00,0.00,3.00,1.00,1.00,12.00,0.00,5.00,2.00,0.00,0.00,2.00,2.00,82.00,0.00,177.00,0.00,188.00,1.00,2.00,0.00,0.00,5.00,0.00,70.00,1.00,2.00,0.00,3.00,0.00,0.00,1623.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,8.00,39.00,0.00,5.00,88.00,43.00,5.00
