,"Tabela 3.1 - Inscritos em estabelecimentos de ensino superior residentes em Portugal por município do estabelecimento de ensino superior e município da residência permanente do aluno, em 2019/20 - Todos os cursos/ciclos de estudos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
municipios,Abrantes,Águeda,Almada,Amadora,Amares,Angra do Heroísmo,Aveiro,Barcelos,Barreiro,Beja,Braga,Bragança,Caldas da Rainha,Cascais,Castelo Branco,Chaves,Coimbra,Covilhã,Elvas,Évora,Fafe,Faro,Felgueiras,Funchal,Guarda,Guimarães,Idanha-a-Nova,Lamego,Leiria,Lisboa,Maia,Marinha Grande,Matosinhos,Melgaço,Mirandela,Odivelas,Oeiras,Oliveira de Azeméis,Oliveira do Hospital,Paredes,Penafiel,Peniche,Ponta Delgada,Ponte de Lima,Portalegre,Portimão,Porto,Rio Maior,Santa Maria da Feira,Santarém,Seia,Setúbal,Silves,Sintra,Tomar,Valença,Viana do Castelo,Vila do Conde,Vila Nova de Cerveira,Vila Nova de Famalicão,Vila Nova de Gaia,Vila Real,Viseu
Sardoal,5.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,5.00,0.00,11.00,20.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,4.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,0.00,2.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sátão,0.00,1.00,6.00,0.00,0.00,0.00,25.00,1.00,0.00,0.00,3.00,4.00,0.00,1.00,5.00,0.00,80.00,25.00,0.00,3.00,1.00,0.00,0.00,0.00,13.00,0.00,2.00,7.00,2.00,37.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,25.00,0.00,0.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,8.00,117.00
Seia,1.00,2.00,7.00,2.00,0.00,0.00,29.00,1.00,0.00,0.00,6.00,10.00,1.00,1.00,17.00,0.00,167.00,38.00,0.00,7.00,0.00,4.00,0.00,0.00,39.00,0.00,5.00,4.00,7.00,75.00,1.00,0.00,2.00,0.00,0.00,0.00,3.00,0.00,24.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,23.00,8.00,0.00,1.00,23.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,5.00,66.00
Seixal,1.00,1.00,763.00,15.00,0.00,0.00,10.00,1.00,17.00,22.00,9.00,6.00,14.00,79.00,16.00,0.00,33.00,13.00,4.00,61.00,0.00,19.00,1.00,0.00,4.00,0.00,5.00,1.00,7.00,2976.00,3.00,0.00,2.00,0.00,2.00,11.00,85.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,6.00,2.00,30.00,2.00,0.00,12.00,0.00,629.00,0.00,1.00,4.00,0.00,2.00,1.00,0.00,0.00,0.00,2.00,7.00
Sernancelhe,0.00,0.00,1.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,4.00,0.00,18.00,9.00,0.00,0.00,0.00,0.00,1.00,0.00,9.00,0.00,1.00,4.00,0.00,9.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,35.00
Serpa,0.00,0.00,15.00,0.00,0.00,0.00,4.00,0.00,0.00,160.00,0.00,2.00,5.00,3.00,3.00,0.00,6.00,1.00,0.00,37.00,1.00,43.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,77.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,1.00,5.00,3.00,0.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
Sertã,1.00,1.00,3.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,76.00,0.00,154.00,11.00,0.00,2.00,0.00,1.00,0.00,0.00,3.00,0.00,5.00,0.00,35.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,4.00,0.00,0.00,2.00,0.00,0.00,3.00,0.00,3.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00
Sesimbra,1.00,0.00,195.00,3.00,0.00,0.00,8.00,1.00,13.00,3.00,0.00,0.00,1.00,21.00,4.00,0.00,11.00,3.00,0.00,18.00,0.00,11.00,0.00,2.00,1.00,0.00,1.00,1.00,5.00,755.00,0.00,0.00,0.00,0.00,0.00,4.00,28.00,0.00,0.00,1.00,0.00,5.00,1.00,0.00,5.00,0.00,6.00,2.00,0.00,7.00,0.00,344.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00
Setúbal,2.00,0.00,379.00,10.00,0.00,0.00,10.00,1.00,46.00,15.00,4.00,2.00,9.00,48.00,8.00,0.00,58.00,22.00,3.00,130.00,0.00,30.00,0.00,4.00,1.00,0.00,0.00,0.00,4.00,1861.00,2.00,0.00,1.00,1.00,0.00,3.00,82.00,1.00,1.00,2.00,0.00,2.00,1.00,0.00,11.00,1.00,21.00,10.00,0.00,13.00,0.00,1414.00,0.00,2.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00,3.00,5.00
Sever do Vouga,2.00,10.00,0.00,0.00,0.00,0.00,85.00,1.00,0.00,0.00,3.00,4.00,2.00,0.00,4.00,0.00,74.00,19.00,0.00,3.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,3.00,5.00,17.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,10.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,33.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,3.00,22.00
Silves,1.00,2.00,27.00,0.00,0.00,0.00,13.00,0.00,0.00,30.00,0.00,0.00,2.00,8.00,11.00,0.00,29.00,5.00,2.00,45.00,0.00,223.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,203.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,2.00,60.00,5.00,2.00,0.00,2.00,0.00,7.00,14.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00
Sines,0.00,0.00,18.00,0.00,0.00,0.00,1.00,0.00,1.00,22.00,1.00,0.00,1.00,0.00,3.00,0.00,4.00,1.00,1.00,18.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,8.00,0.00,3.00,0.00,64.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sintra,9.00,0.00,594.00,36.00,0.00,1.00,35.00,2.00,38.00,30.00,22.00,32.00,28.00,401.00,48.00,0.00,102.00,38.00,7.00,96.00,0.00,63.00,3.00,2.00,15.00,0.00,5.00,2.00,46.00,9935.00,11.00,0.00,2.00,0.00,9.00,98.00,476.00,2.00,6.00,3.00,0.00,25.00,5.00,2.00,25.00,7.00,44.00,18.00,0.00,64.00,0.00,138.00,0.00,7.00,44.00,2.00,2.00,2.00,0.00,1.00,2.00,10.00,17.00
Sobral de Monte Agraço,0.00,0.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,5.00,1.00,0.00,4.00,1.00,2.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,186.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,0.00,0.00,0.00,0.00,11.00,1.00,0.00,3.00,0.00,0.00,1.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Soure,1.00,0.00,5.00,2.00,0.00,0.00,9.00,1.00,0.00,2.00,2.00,1.00,5.00,2.00,1.00,0.00,417.00,5.00,0.00,3.00,0.00,2.00,0.00,0.00,3.00,0.00,0.00,1.00,24.00,22.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,1.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00
Sousel,0.00,0.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,2.00,0.00,2.00,0.00,7.00,18.00,0.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00,2.00,1.00,0.00,2.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Tábua,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,134.00,19.00,1.00,1.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,4.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,6.00,2.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,4.00,23.00
Tabuaço,0.00,0.00,2.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,1.00,13.00,0.00,1.00,1.00,0.00,19.00,3.00,0.00,1.00,0.00,3.00,0.00,0.00,3.00,0.00,0.00,7.00,0.00,4.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,16.00,27.00
Tarouca,0.00,0.00,1.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,8.00,13.00,0.00,0.00,4.00,0.00,38.00,7.00,0.00,1.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,21.00,0.00,18.00,4.00,0.00,2.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,20.00,20.00
Tavira,0.00,0.00,20.00,1.00,0.00,0.00,1.00,1.00,0.00,25.00,6.00,1.00,0.00,3.00,5.00,0.00,25.00,4.00,0.00,34.00,0.00,257.00,1.00,1.00,1.00,0.00,0.00,0.00,7.00,149.00,0.00,0.00,0.00,0.00,1.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,12.00,6.00,0.00,0.00,3.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00
Terras de Bouro,0.00,1.00,0.00,0.00,4.00,0.00,1.00,14.00,0.00,0.00,65.00,8.00,0.00,0.00,1.00,0.00,8.00,6.00,0.00,0.00,3.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5.00,2.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,11.00,1.00,0.00,1.00,4.00,8.00,2.00
Tomar,13.00,2.00,37.00,0.00,0.00,0.00,38.00,0.00,0.00,0.00,11.00,0.00,9.00,10.00,27.00,0.00,193.00,34.00,2.00,39.00,0.00,9.00,1.00,1.00,3.00,0.00,0.00,0.00,97.00,370.00,0.00,0.00,0.00,1.00,0.00,1.00,19.00,0.00,0.00,1.00,0.00,13.00,2.00,0.00,6.00,0.00,13.00,7.00,0.00,27.00,0.00,7.00,1.00,0.00,422.00,0.00,0.00,0.00,0.00,0.00,2.00,5.00,3.00
Tondela,0.00,2.00,10.00,0.00,0.00,1.00,80.00,0.00,0.00,1.00,4.00,4.00,2.00,7.00,5.00,0.00,162.00,30.00,0.00,1.00,1.00,2.00,1.00,1.00,9.00,0.00,2.00,5.00,14.00,93.00,1.00,0.00,2.00,0.00,1.00,0.00,4.00,1.00,3.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,48.00,1.00,0.00,1.00,4.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,2.00,13.00,225.00
Torre de Moncorvo,1.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,10.00,45.00,0.00,0.00,0.00,1.00,28.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,2.00,8.00,0.00,0.00,1.00,0.00,9.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,17.00,5.00
Torres Novas,21.00,2.00,53.00,0.00,0.00,0.00,44.00,0.00,0.00,2.00,10.00,3.00,13.00,8.00,26.00,0.00,124.00,49.00,0.00,37.00,0.00,18.00,1.00,0.00,2.00,0.00,2.00,0.00,105.00,449.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,1.00,1.00,0.00,0.00,12.00,0.00,0.00,9.00,1.00,21.00,10.00,0.00,53.00,0.00,2.00,0.00,4.00,100.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00
Torres Vedras,8.00,0.00,66.00,5.00,0.00,1.00,20.00,0.00,0.00,3.00,8.00,2.00,52.00,42.00,11.00,0.00,54.00,25.00,1.00,41.00,0.00,28.00,1.00,1.00,2.00,0.00,1.00,0.00,211.00,1353.00,0.00,1.00,1.00,1.00,1.00,10.00,52.00,0.00,0.00,0.00,0.00,80.00,1.00,0.00,6.00,2.00,13.00,44.00,0.00,47.00,1.00,9.00,0.00,1.00,10.00,0.00,0.00,1.00,0.00,0.00,1.00,3.00,1.00
Trancoso,0.00,1.00,6.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,2.00,7.00,1.00,2.00,9.00,0.00,32.00,39.00,0.00,2.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,2.00,2.00,31.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,24.00
Trofa,0.00,1.00,1.00,0.00,0.00,0.00,14.00,36.00,0.00,0.00,181.00,5.00,1.00,0.00,1.00,0.00,21.00,20.00,0.00,0.00,0.00,1.00,5.00,0.00,2.00,0.00,0.00,0.00,1.00,26.00,132.00,0.00,63.00,0.00,3.00,0.00,1.00,1.00,1.00,3.00,0.00,1.00,0.00,5.00,0.00,0.00,497.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,15.00,25.00,1.00,41.00,31.00,15.00,0.00
Vagos,0.00,26.00,3.00,0.00,0.00,0.00,222.00,0.00,0.00,0.00,9.00,4.00,5.00,0.00,1.00,0.00,177.00,11.00,0.00,2.00,0.00,8.00,1.00,0.00,10.00,0.00,0.00,4.00,15.00,37.00,2.00,0.00,5.00,0.00,3.00,0.00,1.00,7.00,4.00,2.00,0.00,4.00,1.00,0.00,3.00,0.00,60.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,1.00,6.00,3.00,33.00
Vale de Cambra,1.00,3.00,1.00,0.00,0.00,0.00,111.00,1.00,0.00,0.00,8.00,2.00,1.00,1.00,2.00,0.00,114.00,12.00,0.00,2.00,0.00,2.00,3.00,0.00,11.00,0.00,0.00,0.00,2.00,32.00,7.00,0.00,16.00,1.00,0.00,0.00,0.00,32.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,209.00,0.00,38.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,3.00,0.00,0.00,15.00,7.00,31.00
Valença,0.00,0.00,0.00,0.00,0.00,0.00,22.00,6.00,0.00,0.00,50.00,9.00,0.00,0.00,0.00,0.00,17.00,3.00,0.00,1.00,0.00,2.00,2.00,0.00,3.00,0.00,0.00,0.00,2.00,15.00,5.00,0.00,4.00,7.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,63.00,0.00,3.00,2.00,2.00,10.00,2.00
Valongo,0.00,4.00,4.00,0.00,0.00,1.00,56.00,20.00,0.00,0.00,108.00,23.00,4.00,3.00,1.00,0.00,48.00,15.00,0.00,6.00,0.00,5.00,36.00,0.00,1.00,1.00,0.00,2.00,1.00,102.00,209.00,0.00,232.00,3.00,5.00,0.00,1.00,3.00,0.00,60.00,2.00,0.00,1.00,6.00,0.00,0.00,1789.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,2.00,1.00,9.00,40.00,0.00,10.00,144.00,43.00,7.00
Valpaços,0.00,0.00,1.00,0.00,0.00,0.00,8.00,1.00,0.00,0.00,7.00,94.00,0.00,1.00,5.00,3.00,32.00,3.00,0.00,1.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,22.00,2.00,0.00,3.00,0.00,41.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,4.00,61.00,3.00
Velas,0.00,0.00,1.00,0.00,0.00,1.00,5.00,0.00,0.00,0.00,3.00,6.00,1.00,0.00,0.00,0.00,8.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,22.00,1.00,0.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,20.00,0.00,0.00,0.00,8.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00
Vendas Novas,0.00,0.00,28.00,1.00,0.00,0.00,2.00,0.00,0.00,9.00,1.00,0.00,0.00,1.00,1.00,0.00,3.00,3.00,0.00,50.00,0.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,130.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,3.00,2.00,0.00,0.00,7.00,0.00,27.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Viana do Alentejo,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,1.00,0.00,2.00,0.00,0.00,2.00,2.00,3.00,64.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,2.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Viana do Castelo,0.00,4.00,7.00,3.00,5.00,0.00,83.00,75.00,0.00,1.00,463.00,31.00,8.00,4.00,22.00,0.00,235.00,61.00,0.00,11.00,1.00,8.00,7.00,0.00,10.00,0.00,0.00,4.00,12.00,177.00,28.00,0.00,60.00,64.00,7.00,0.00,11.00,0.00,1.00,10.00,1.00,3.00,2.00,61.00,0.00,0.00,663.00,1.00,0.00,1.00,0.00,3.00,0.00,2.00,3.00,50.00,774.00,11.00,3.00,13.00,34.00,71.00,14.00
Vidigueira,0.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,26.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00
Vieira do Minho,0.00,0.00,0.00,0.00,7.00,0.00,5.00,10.00,0.00,0.00,169.00,8.00,0.00,0.00,0.00,0.00,20.00,3.00,1.00,0.00,6.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,9.00,4.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,31.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,6.00,1.00,0.00,5.00,4.00,32.00,1.00
Vila da Praia da Vitória,0.00,0.00,12.00,0.00,0.00,56.00,11.00,2.00,0.00,4.00,13.00,4.00,2.00,0.00,1.00,0.00,46.00,8.00,0.00,10.00,0.00,4.00,2.00,0.00,0.00,0.00,1.00,0.00,8.00,142.00,0.00,0.00,7.00,0.00,2.00,0.00,3.00,0.00,1.00,0.00,0.00,1.00,26.00,0.00,2.00,1.00,40.00,6.00,0.00,3.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,10.00,5.00,1.00
Vila de Rei,4.00,0.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,1.00,25.00,0.00,17.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,25.00,31.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Vila do Bispo,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,2.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,5.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
Vila do Conde,1.00,3.00,1.00,3.00,0.00,0.00,35.00,58.00,0.00,0.00,131.00,17.00,6.00,2.00,8.00,0.00,55.00,16.00,0.00,3.00,1.00,4.00,5.00,0.00,9.00,0.00,0.00,1.00,2.00,70.00,209.00,0.00,143.00,3.00,4.00,0.00,4.00,4.00,0.00,6.00,0.00,1.00,2.00,18.00,0.00,0.00,1260.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,67.00,120.00,0.00,26.00,64.00,52.00,3.00
Vila do Porto,0.00,0.00,4.00,0.00,0.00,3.00,9.00,1.00,0.00,1.00,5.00,0.00,0.00,0.00,1.00,0.00,12.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,29.00,0.00,1.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00
Vila Flor,1.00,0.00,1.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,6.00,45.00,0.00,0.00,0.00,0.00,15.00,5.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,4.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,1.00
Vila Franca de Xira,9.00,0.00,153.00,15.00,0.00,0.00,11.00,0.00,2.00,7.00,9.00,4.00,17.00,87.00,8.00,0.00,23.00,19.00,4.00,32.00,0.00,19.00,1.00,0.00,1.00,0.00,2.00,0.00,19.00,3113.00,2.00,0.00,1.00,0.00,5.00,19.00,77.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,12.00,1.00,18.00,31.00,0.00,214.00,1.00,47.00,0.00,3.00,15.00,1.00,3.00,0.00,0.00,0.00,1.00,6.00,5.00
Vila Franca do Campo,0.00,0.00,1.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,3.00,0.00,15.00,3.00,0.00,2.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,30.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,124.00,0.00,0.00,0.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00
Vila Nova da Barquinha,2.00,0.00,3.00,0.00,0.00,0.00,7.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,13.00,18.00,0.00,6.00,0.00,4.00,0.00,1.00,1.00,0.00,0.00,0.00,9.00,54.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,1.00,3.00,4.00,0.00,15.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
Vila Nova de Cerveira,0.00,0.00,1.00,0.00,0.00,0.00,9.00,3.00,0.00,0.00,27.00,4.00,0.00,1.00,1.00,0.00,23.00,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,8.00,0.00,0.00,4.00,8.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,33.00,0.00,5.00,0.00,2.00,7.00,1.00
Vila Nova de Famalicão,1.00,5.00,5.00,2.00,2.00,0.00,88.00,301.00,0.00,1.00,1278.00,84.00,7.00,5.00,7.00,1.00,162.00,59.00,0.00,7.00,9.00,5.00,35.00,0.00,18.00,0.00,0.00,2.00,10.00,150.00,187.00,0.00,115.00,7.00,32.00,0.00,2.00,1.00,2.00,13.00,1.00,2.00,5.00,27.00,1.00,1.00,1189.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,12.00,131.00,37.00,1.00,349.00,69.00,98.00,17.00
Vila Nova de Foz Côa,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,4.00,19.00,0.00,6.00,1.00,0.00,31.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,1.00,1.00,1.00,9.00,1.00,0.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,7.00,22.00
