;Tabela 3.1 - Inscritos em estabelecimentos de ensino superior residentes em Portugal por município do estabelecimento de ensino superior e município da residência permanente do aluno, em 2018/19 - Todos os cursos/ciclos de estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
municipio;Abrantes;Águeda;Almada;Amadora;Amares;Angra do Heroísmo;Aveiro;Barcelos;Barreiro;Beja;Braga;Bragança;Caldas da Rainha;Cascais;Castelo Branco;Chaves;Coimbra;Covilhã;Elvas;Évora;Fafe;Faro;Felgueiras;Funchal;Guarda;Guimarães;Idanha-a-Nova;Lamego;Leiria;Lisboa;Maia;Marinha Grande;Matosinhos;Melgaço;Mirandela;Odivelas;Oeiras;Oliveira de Azeméis;Oliveira do Hospital;Paredes;Penafiel;Peniche;Ponta Delgada;Ponte de Lima;Portalegre;Portimão;Porto;Rio Maior;Santa Maria da Feira;Santarém;Seia;Setúbal;Silves;Sintra;Tomar;Torres Vedras;Valença;Viana do Castelo;Vila do Conde;Vila Nova de Cerveira;Vila Nova de Famalicão;Vila Nova de Gaia;Vila Real;Viseu
Sesimbra; 1; 0; 206; 3; 0; 0; 6; 1; 18; 6; 0; 0; 3; 9; 4; 0; 13; 2; 1; 21; 0; 12; 0; 1; 0; 0; 1; 1; 0; 744; 1; 0; 0; 0; 0; 5; 22; 0; 0; 1; 0; 5; 1; 0; 5; 0; 5; 1; 0; 6; 0; 303; 0; 1; 5; 0; 0; 0; 0; 0; 0; 0; 2; 2
Setúbal; 2; 0; 355; 9; 0; 0; 11; 1; 78; 15; 5; 3; 9; 24; 8; 0; 51; 21; 2; 153; 0; 32; 0; 3; 1; 0; 0; 0; 3;1 731; 3; 0; 3; 1; 1; 2; 69; 1; 0; 1; 0; 2; 1; 0; 15; 1; 19; 2; 0; 6; 0;1 392; 0; 3; 1; 0; 1; 0; 1; 0; 0; 1; 2; 5
Sever do Vouga; 1; 8; 1; 0; 0; 0; 97; 1; 0; 0; 3; 3; 1; 0; 6; 0; 77; 17; 0; 1; 0; 0; 0; 0; 4; 0; 0; 3; 5; 19; 2; 0; 0; 0; 1; 0; 0; 13; 1; 1; 0; 2; 0; 0; 0; 1; 40; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 4; 0; 0; 1; 2; 23
Silves; 1; 0; 25; 0; 0; 0; 12; 2; 0; 19; 1; 0; 4; 3; 7; 0; 29; 5; 2; 45; 0; 219; 0; 0; 0; 0; 0; 0; 8; 197; 1; 0; 0; 0; 0; 0; 4; 0; 1; 0; 0; 2; 0; 0; 1; 47; 6; 2; 0; 1; 0; 11; 16; 1; 1; 0; 0; 1; 1; 0; 0; 0; 2; 0
Sines; 0; 0; 21; 0; 0; 0; 0; 0; 1; 20; 1; 0; 0; 0; 6; 0; 2; 1; 1; 15; 0; 35; 0; 0; 0; 0; 0; 0; 0; 141; 0; 0; 0; 0; 0; 0; 9; 0; 0; 0; 0; 0; 0; 0; 1; 2; 3; 5; 0; 3; 0; 79; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0
Sintra; 6; 1; 545; 32; 0; 1; 25; 4; 42; 18; 12; 32; 24; 302; 40; 0; 82; 40; 9; 103; 0; 56; 3; 2; 8; 1; 5; 1; 53;9 701; 3; 0; 5; 0; 6; 78; 696; 1; 1; 3; 0; 29; 8; 1; 30; 8; 50; 8; 0; 29; 0; 102; 0; 5; 28; 0; 3; 2; 1; 0; 0; 0; 9; 13
Sobral de Monte Agraço; 0; 0; 8; 1; 0; 0; 1; 0; 0; 2; 0; 0; 3; 3; 0; 0; 3; 1; 4; 0; 0; 3; 0; 0; 0; 0; 0; 0; 6; 175; 0; 0; 0; 0; 0; 4; 7; 0; 0; 0; 0; 7; 0; 0; 3; 0; 0; 0; 0; 1; 0; 4; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0
Soure; 1; 0; 5; 2; 0; 0; 12; 1; 0; 0; 3; 1; 5; 0; 4; 0; 409; 5; 0; 5; 0; 2; 0; 0; 2; 0; 0; 1; 24; 23; 1; 0; 0; 0; 0; 0; 3; 0; 5; 0; 0; 3; 0; 0; 0; 1; 6; 0; 0; 1; 0; 2; 0; 2; 3; 0; 0; 0; 1; 0; 0; 2; 2; 0
Sousel; 0; 0; 3; 0; 0; 0; 1; 0; 0; 3; 0; 0; 1; 1; 1; 0; 2; 0; 8; 15; 0; 5; 0; 0; 0; 0; 1; 0; 0; 36; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9; 2; 2; 0; 0; 1; 0; 3; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0
Tábua; 0; 0; 0; 0; 0; 0; 7; 0; 0; 0; 1; 0; 0; 0; 2; 0; 137; 15; 1; 1; 0; 1; 0; 0; 2; 0; 0; 1; 7; 21; 0; 0; 0; 0; 0; 0; 0; 0; 26; 0; 0; 1; 0; 0; 2; 0; 5; 2; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 3; 22
Tabuaço; 0; 0; 1; 0; 0; 0; 9; 1; 0; 0; 1; 11; 0; 0; 0; 1; 16; 3; 0; 0; 0; 2; 0; 0; 4; 0; 0; 5; 0; 7; 0; 0; 1; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 15; 23
Tarouca; 0; 0; 2; 0; 0; 0; 8; 0; 0; 0; 7; 9; 0; 0; 4; 0; 39; 4; 0; 1; 0; 0; 3; 0; 2; 0; 1; 21; 0; 15; 3; 0; 1; 0; 4; 0; 1; 0; 0; 1; 0; 0; 0; 0; 1; 0; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 15; 17
Tavira; 0; 0; 20; 1; 0; 0; 3; 1; 0; 25; 3; 1; 1; 1; 4; 0; 16; 2; 0; 30; 0; 291; 0; 2; 1; 0; 0; 0; 6; 163; 0; 0; 0; 1; 1; 0; 8; 0; 0; 0; 0; 0; 0; 0; 3; 5; 11; 0; 0; 3; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1
Terras de Bouro; 0; 0; 0; 0; 2; 0; 1; 23; 0; 0; 50; 11; 0; 0; 1; 0; 9; 3; 0; 0; 1; 1; 1; 0; 2; 0; 0; 0; 0; 5; 4; 0; 3; 1; 2; 0; 0; 0; 0; 0; 0; 0; 0; 2; 1; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 9; 2; 0; 1; 3; 5; 1
Tomar; 16; 1; 38; 0; 0; 0; 36; 0; 1; 0; 5; 1; 9; 3; 31; 0; 195; 26; 2; 36; 0; 6; 1; 1; 2; 0; 0; 0; 105; 380; 0; 0; 1; 0; 0; 2; 19; 0; 0; 0; 0; 10; 1; 0; 11; 0; 13; 7; 0; 16; 1; 9; 0; 0; 385; 0; 0; 1; 0; 0; 0; 1; 7; 3
Tondela; 1; 2; 7; 0; 0; 1; 84; 1; 0; 1; 2; 5; 4; 5; 6; 0; 171; 25; 0; 2; 1; 1; 0; 1; 10; 0; 2; 6; 12; 87; 1; 0; 3; 0; 1; 0; 3; 1; 4; 0; 0; 1; 0; 0; 0; 1; 48; 0; 0; 1; 5; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 4; 16; 213
Torre de Moncorvo; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 8; 52; 0; 0; 1; 0; 29; 7; 0; 0; 0; 1; 0; 0; 6; 0; 0; 0; 0; 9; 0; 0; 2; 0; 8; 0; 1; 2; 0; 0; 0; 0; 0; 0; 0; 0; 30; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 2; 14; 5
Torres Novas; 20; 1; 51; 1; 0; 0; 29; 0; 0; 3; 4; 5; 8; 2; 21; 0; 111; 39; 0; 35; 0; 14; 1; 0; 2; 0; 1; 0; 97; 457; 0; 0; 0; 0; 0; 0; 14; 0; 1; 0; 0; 16; 1; 0; 8; 1; 18; 6; 0; 36; 0; 4; 0; 4; 110; 0; 0; 0; 0; 0; 0; 3; 2; 0
Torres Vedras; 4; 0; 67; 4; 0; 1; 16; 1; 0; 4; 4; 1; 48; 25; 13; 0; 50; 26; 1; 35; 0; 25; 0; 1; 1; 0; 1; 0; 194;1 330; 0; 1; 2; 1; 0; 5; 50; 0; 0; 0; 0; 75; 1; 0; 6; 2; 13; 30; 0; 37; 2; 9; 0; 1; 8; 18; 0; 0; 0; 0; 0; 3; 4; 2
Trancoso; 0; 1; 5; 0; 0; 0; 18; 0; 0; 0; 3; 5; 1; 1; 6; 0; 32; 30; 0; 2; 0; 1; 0; 0; 39; 0; 1; 2; 4; 36; 0; 0; 0; 0; 3; 0; 3; 0; 3; 0; 0; 0; 0; 0; 1; 0; 11; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 13; 30
Trofa; 0; 1; 1; 0; 1; 0; 21; 36; 0; 0; 162; 3; 1; 0; 1; 0; 22; 23; 0; 0; 0; 2; 7; 0; 2; 0; 0; 0; 0; 24; 122; 0; 62; 1; 2; 0; 1; 2; 1; 6; 0; 0; 0; 7; 0; 0; 500; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 11; 19; 0; 47; 32; 14; 0
Vagos; 0; 29; 3; 0; 0; 0; 206; 0; 0; 1; 8; 3; 5; 0; 1; 0; 163; 15; 0; 4; 0; 7; 1; 1; 12; 0; 0; 3; 17; 33; 1; 0; 3; 0; 2; 0; 0; 6; 2; 4; 0; 1; 0; 0; 2; 0; 56; 2; 0; 1; 0; 1; 0; 0; 1; 0; 0; 1; 0; 0; 0; 5; 1; 30
Vale de Cambra; 1; 3; 1; 0; 0; 0; 121; 1; 0; 0; 7; 2; 1; 1; 2; 0; 116; 11; 0; 2; 0; 2; 0; 0; 9; 0; 0; 0; 2; 33; 7; 0; 12; 1; 0; 0; 0; 33; 5; 2; 0; 0; 0; 0; 0; 0; 213; 0; 36; 0; 1; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 11; 7; 31
Valença; 0; 0; 0; 1; 0; 0; 14; 8; 0; 0; 47; 10; 0; 0; 0; 0; 19; 3; 0; 1; 0; 3; 1; 0; 2; 0; 0; 1; 0; 18; 4; 0; 4; 6; 4; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 32; 0; 0; 0; 0; 0; 0; 0; 0; 0; 45; 51; 2; 2; 1; 3; 5; 3
Valongo; 0; 2; 4; 0; 0; 1; 50; 23; 0; 0; 96; 18; 5; 1; 3; 0; 50; 16; 0; 7; 0; 2; 28; 0; 2; 1; 0; 0; 0; 84; 204; 0; 222; 3; 2; 0; 1; 3; 0; 62; 0; 0; 2; 7; 0; 0;1 756; 0; 0; 1; 0; 0; 0; 2; 0; 0; 2; 11; 42; 0; 7; 123; 40; 6
Valpaços; 0; 0; 1; 0; 0; 0; 6; 0; 0; 0; 7; 99; 0; 0; 7; 5; 31; 7; 0; 1; 0; 0; 1; 0; 1; 0; 1; 1; 0; 24; 1; 0; 2; 0; 32; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 57; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 51; 1
Velas; 0; 0; 1; 0; 0; 1; 4; 0; 0; 0; 3; 1; 0; 0; 0; 0; 14; 2; 0; 1; 0; 0; 0; 0; 0; 0; 1; 1; 4; 28; 1; 0; 2; 0; 0; 0; 1; 0; 0; 0; 0; 2; 24; 0; 0; 0; 5; 4; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 1; 0
Vendas Novas; 0; 0; 28; 1; 0; 0; 3; 0; 11; 9; 1; 0; 0; 0; 1; 0; 4; 1; 0; 37; 0; 6; 0; 0; 0; 0; 1; 0; 1; 126; 1; 0; 0; 0; 0; 0; 5; 0; 1; 0; 0; 1; 1; 0; 2; 2; 2; 0; 0; 5; 0; 29; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0
Viana do Alentejo; 0; 0; 5; 0; 0; 0; 1; 0; 0; 22; 0; 1; 0; 1; 0; 0; 4; 1; 3; 72; 0; 5; 0; 0; 0; 0; 1; 0; 2; 22; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 1; 2; 2; 2; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1
Viana do Castelo; 1; 3; 9; 2; 5; 1; 77; 98; 0; 1; 438; 32; 9; 1; 19; 0; 221; 53; 0; 10; 0; 11; 7; 0; 6; 0; 1; 4; 11; 190; 21; 0; 62; 49; 8; 0; 14; 1; 3; 8; 2; 3; 3; 81; 0; 0; 701; 0; 0; 0; 1; 4; 0; 2; 4; 0; 47; 797; 10; 5; 13; 35; 61; 13
Vidigueira; 0; 0; 4; 0; 0; 1; 0; 0; 0; 51; 0; 0; 0; 0; 1; 0; 2; 0; 1; 21; 0; 14; 0; 0; 0; 0; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 4; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 1; 1
Vieira do Minho; 0; 0; 0; 0; 8; 0; 6; 18; 0; 0; 170; 9; 0; 0; 0; 0; 13; 3; 1; 0; 8; 1; 0; 0; 1; 0; 0; 0; 0; 9; 4; 0; 0; 1; 4; 0; 0; 0; 0; 1; 0; 0; 0; 4; 0; 0; 31; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 11; 2; 0; 5; 4; 25; 1
Vila da Praia da Vitória; 0; 0; 9; 0; 0; 68; 11; 1; 0; 0; 8; 5; 2; 0; 1; 0; 43; 7; 0; 11; 0; 4; 2; 1; 0; 0; 1; 0; 10; 139; 0; 0; 6; 0; 1; 0; 2; 0; 0; 0; 0; 2; 30; 0; 1; 1; 34; 2; 0; 4; 1; 3; 0; 0; 1; 0; 0; 0; 3; 0; 0; 7; 5; 2
Vila de Rei; 4; 0; 3; 0; 0; 0; 1; 0; 0; 0; 0; 2; 1; 0; 24; 0; 11; 5; 0; 0; 0; 0; 0; 0; 0; 0; 4; 0; 20; 30; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 1
Vila do Bispo; 0; 0; 4; 0; 0; 0; 0; 0; 0; 2; 1; 0; 0; 0; 1; 0; 3; 1; 1; 3; 0; 22; 0; 0; 0; 0; 0; 0; 4; 21; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 2; 1; 2; 0; 0; 0; 1; 1; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
Vila do Conde; 0; 2; 1; 3; 0; 1; 46; 73; 0; 0; 123; 23; 5; 1; 6; 0; 62; 17; 1; 3; 1; 6; 6; 0; 7; 0; 0; 1; 5; 70; 198; 0; 131; 1; 2; 0; 2; 3; 0; 6; 0; 2; 2; 22; 0; 0;1 223; 0; 1; 0; 0; 0; 0; 0; 2; 0; 4; 51; 125; 0; 24; 76; 53; 6
Vila do Porto; 1; 0; 5; 0; 0; 2; 9; 1; 0; 0; 5; 0; 0; 0; 2; 0; 11; 2; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 1; 50; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0; 1; 33; 0; 1; 0; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 2; 1; 0
Vila Flor; 1; 0; 2; 0; 0; 0; 6; 0; 0; 0; 6; 46; 0; 0; 0; 0; 15; 3; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 7; 1; 0; 4; 0; 16; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 27; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 22; 0
Vila Franca de Xira; 7; 1; 152; 7; 0; 0; 11; 1; 2; 7; 9; 3; 22; 56; 7; 0; 24; 18; 2; 31; 0; 18; 0; 0; 3; 0; 2; 1; 17;3 102; 1; 0; 1; 0; 6; 22; 85; 0; 0; 0; 0; 22; 0; 0; 12; 0; 15; 19; 0; 141; 1; 45; 0; 2; 12; 0; 0; 0; 2; 0; 0; 1; 6; 4
Vila Franca do Campo; 1; 0; 1; 0; 0; 13; 0; 0; 0; 0; 1; 0; 0; 0; 2; 0; 14; 2; 0; 3; 0; 3; 1; 1; 0; 0; 0; 0; 1; 26; 3; 0; 1; 0; 0; 0; 3; 1; 0; 2; 0; 0; 137; 0; 1; 0; 14; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0
Vila Nova da Barquinha; 6; 0; 5; 1; 0; 0; 4; 0; 0; 0; 1; 1; 0; 0; 4; 0; 11; 22; 0; 7; 0; 2; 0; 0; 1; 0; 0; 0; 13; 62; 1; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 5; 0; 0; 4; 1; 3; 3; 0; 5; 0; 0; 0; 0; 45; 0; 0; 0; 0; 0; 0; 0; 0; 0
Vila Nova de Cerveira; 0; 0; 1; 0; 0; 0; 7; 6; 0; 0; 24; 3; 0; 0; 0; 0; 22; 1; 0; 1; 0; 3; 0; 0; 1; 0; 0; 0; 2; 9; 1; 0; 4; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 1; 0; 40; 0; 0; 0; 0; 0; 0; 0; 1; 0; 25; 33; 1; 3; 0; 2; 7; 1
Vila Nova de Famalicão; 0; 5; 6; 2; 4; 0; 91; 399; 0; 0;1 069; 89; 6; 1; 7; 0; 160; 62; 0; 13; 13; 9; 35; 1; 15; 0; 1; 1; 11; 147; 164; 0; 97; 10; 49; 0; 2; 1; 3; 18; 1; 3; 2; 22; 1; 2;1 188; 0; 0; 0; 0; 1; 0; 0; 0; 0; 8; 142; 33; 1; 325; 67; 87; 12
Vila Nova de Foz Côa; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 4; 15; 0; 2; 1; 0; 44; 8; 0; 0; 0; 0; 0; 0; 14; 0; 1; 2; 1; 17; 2; 0; 1; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 9; 23
Vila Nova de Gaia; 1; 22; 8; 5; 2; 2; 507; 32; 0; 5; 201; 39; 13; 8; 9; 1; 186; 79; 4; 16; 2; 27; 34; 1; 8; 0; 0; 4; 11; 304; 387; 0; 686; 0; 10; 0; 5; 38; 0; 38; 0; 4; 1; 17; 6; 0;5 972; 0; 12; 1; 8; 1; 0; 5; 2; 0; 2; 22; 170; 0; 6;1 123; 134; 31
Vila Nova de Paiva; 0; 0; 1; 0; 0; 0; 17; 0; 0; 0; 0; 1; 0; 1; 1; 0; 29; 2; 0; 1; 0; 0; 0; 0; 4; 0; 0; 1; 1; 7; 0; 0; 1; 0; 1; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 6; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 8; 1; 44
Vila Nova de Poiares; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 140; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 9; 0; 0; 1; 1; 0; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 2; 0; 0; 0; 1; 2
Vila Pouca de Aguiar; 0; 0; 1; 0; 0; 0; 12; 3; 0; 0; 27; 29; 0; 0; 1; 0; 40; 8; 0; 0; 0; 1; 2; 0; 1; 0; 0; 4; 0; 20; 2; 0; 1; 0; 10; 0; 0; 0; 1; 6; 0; 0; 0; 0; 0; 0; 40; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 101; 3
Vila Real; 0; 1; 8; 0; 0; 3; 38; 4; 0; 0; 85; 109; 6; 1; 5; 1; 129; 53; 0; 3; 1; 3; 2; 0; 7; 0; 0; 16; 0; 150; 12; 0; 16; 0; 34; 0; 7; 1; 1; 19; 0; 2; 0; 0; 1; 0; 409; 0; 0; 0; 0; 1; 0; 1; 2; 0; 0; 2; 5; 0; 0; 31;1 122; 23
Vila Real de Santo António; 0; 0; 20; 0; 0; 0; 1; 0; 0; 42; 1; 0; 3; 2; 0; 0; 17; 4; 0; 11; 0; 156; 0; 0; 0; 0; 0; 0; 2; 108; 0; 0; 0; 0; 0; 0; 8; 0; 0; 0; 0; 0; 1; 0; 5; 3; 5; 0; 0; 0; 0; 5; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Vila Velha de Ródão; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 3; 8; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 2; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
Vila Verde; 0; 2; 4; 1; 36; 0; 20; 224; 0; 0; 635; 22; 1; 0; 2; 0; 48; 9; 0; 3; 2; 0; 1; 0; 6; 0; 0; 3; 4; 29; 11; 0; 7; 12; 5; 0; 3; 1; 1; 2; 0; 0; 0; 14; 1; 0; 97; 0; 0; 0; 1; 0; 0; 1; 1; 0; 7; 105; 6; 0; 27; 15; 19; 9
Vila Viçosa; 0; 0; 9; 0; 0; 0; 1; 0; 0; 8; 0; 0; 2; 1; 8; 0; 9; 5; 10; 48; 0; 7; 0; 0; 0; 0; 0; 0; 2; 71; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 16; 0; 1; 1; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
Vimioso; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 4; 61; 0; 0; 1; 0; 8; 6; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 5; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 2; 0
Vinhais; 0; 0; 1; 0; 0; 0; 4; 0; 0; 1; 7; 77; 0; 0; 0; 0; 8; 7; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 7; 0; 0; 2; 0; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 20; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 9; 2
Viseu; 1; 1; 30; 5; 1; 0; 279; 5; 0; 2; 36; 11; 19; 8; 28; 0; 811; 190; 0; 13; 0; 13; 2; 0; 58; 0; 4; 13; 36; 553; 6; 1; 11; 0; 6; 0; 24; 4; 3; 10; 0; 5; 1; 0; 5; 0; 415; 1; 0; 4; 12; 2; 0; 0; 8; 0; 0; 1; 4; 0; 2; 13; 60;1 668
Vizela; 0; 1; 0; 0; 0; 0; 18; 26; 0; 0; 189; 22; 0; 0; 1; 0; 38; 18; 0; 2; 5; 3; 40; 0; 1; 0; 0; 3; 5; 19; 11; 0; 9; 0; 16; 0; 2; 0; 1; 5; 0; 1; 0; 3; 0; 0; 144; 0; 0; 1; 1; 0; 0; 0; 0; 0; 4; 13; 0; 0; 13; 15; 68; 2
Vouzela; 0; 1; 2; 0; 0; 0; 28; 0; 0; 0; 3; 2; 0; 0; 8; 0; 52; 5; 0; 0; 0; 0; 1; 0; 11; 0; 0; 0; 4; 17; 0; 0; 2; 1; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 22; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 4; 10; 87
